resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Level 3,,,,,,,
,step,,,,,Part One,,,,,,
,step,,,,,,aa,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,aa(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,F1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,Part Two,,,,,,
,step,,,,,,aa,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,aa(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,F1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,Level 2,,,,,,,
,step,,,,,Part One,,,,,,
,step,,,,,,aa,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,aa(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,F1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,Part Two,,,,,,
,step,,,,,,aa,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,aa(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,F1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,Level 1,,,,,,,
,step,,,,,Part One,,,,,,
,step,,,,,,aa,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,aa(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,F1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,Part Two,,,,,,
,step,,,,,,aa,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,aa(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A1(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,A2(F),,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
,step,,,,,,F1,,,,,
Carpentry - Internal Framing,checklist,,,,,,,Timber partition wall,,,,
Wall/Ceiling - GIB Lining,checklist,,,,,,,GIB Lining,,,,
