"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f2b44c2e-3565-41a3-87a3-cceaf0d7dbfa","","folder-normal","fail","","step","FALSE","FALSE","Site QA"
"b3e3cfe1-f48e-445a-8cd0-2f1336ad632f","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas"
"31242c2e-f9d2-4253-a792-aa964bf27653","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","First Fix"
"4426ccff-1171-4ed3-bd13-4c79d59c81cb","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","First Fix","B201 - Boiler Room"
"81eec90c-02d2-43cc-8bba-21856b69a2f5","","checklist-sectioned","not-started","e0e44bfd8810fceb2b78941802093ef13a68faac88cc5f3a60f7357782193c81","checklist","FALSE","FALSE","Site QA","Exterior Areas","First Fix","B201 - Boiler Room","Main Plant 1st Fix"
"2dbcc7f9-4932-4ea0-95cd-b895bed2a834","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","First Fix","B131 - Plant Platform"
"5bd2518d-6f8f-4377-bcb9-7bed20683f72","","checklist-sectioned","not-started","5e5e56c4289a60f3eac8466b6f5c23e576556eded602dc3627963af0f0500446","checklist","FALSE","FALSE","Site QA","Exterior Areas","First Fix","B131 - Plant Platform","Main Plant 1st Fix"
"30497446-5d7b-40c1-8103-2be88ae75708","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","Second Fix"
"894a0869-6803-48ed-bf82-0fb1f30a3e1b","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","Second Fix","B201 - Boiler Room"
"aea11e1d-6753-4d04-b24e-1f145447a7b3","","checklist-flat","not-started","Communal/Office 2nd Fix","checklist-flat","FALSE","FALSE","Site QA","Exterior Areas","Second Fix","B201 - Boiler Room","Main Plant 2nd Fix"
"425274c7-95ed-4c5a-bfd1-252eac5a4c25","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","Second Fix","B131 - Plant Platform"
"d4c8dac0-e42f-4b7e-9d28-24b28affa44a","","checklist-flat","not-started","Communal/Office 2nd Fix","checklist-flat","FALSE","FALSE","Site QA","Exterior Areas","Second Fix","B131 - Plant Platform","Main Plant 2nd Fix"
"1dc26aa6-b549-4379-b8b3-d6300f99c2c8","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","Precommissioning"
"6edad6a0-6a64-4877-b7fa-d454546be8b0","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","Precommissioning","B201 - Boiler Room"
"4045065f-db07-4530-8c42-3a7213585436","","checklist-sectioned","not-started","Main Plantroom Pre-Commissioning","checklist","FALSE","FALSE","Site QA","Exterior Areas","Precommissioning","B201 - Boiler Room","Pre-Commissioning"
"3a3f509d-9d0d-4f9b-87f1-8f7b3d5719f5","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Exterior Areas","Precommissioning","B131 - Plant Platform"
"67213b79-9240-4d88-834c-37baea87610f","","checklist-sectioned","not-started","Main Plantroom Pre-Commissioning","checklist","FALSE","FALSE","Site QA","Exterior Areas","Precommissioning","B131 - Plant Platform","Pre-Commissioning"
"bc7220bb-224e-42c0-9036-838c031e9fa8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas"
"c7e9e8d0-ce2e-4e90-8e9b-86f43427e49a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Basement"
"200ab562-5d23-46db-ae7e-c9b8c954b2cb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Basement","First Fix"
"035d1807-3820-48bf-82db-c3816dc7c2ee","","checklist-sectioned","not-started","Basement 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Basement","First Fix","B101"
"c00948da-b290-4d8d-84d8-925b4a0ccfcf","","checklist-sectioned","not-started","Basement 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Basement","First Fix","B102"
"015c3e08-499d-4ddd-96ec-8b83b4cce879","","checklist-sectioned","not-started","Basement 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Basement","First Fix","B110"
"ed459157-fb83-4a88-bd67-79ae5140c661","","checklist-sectioned","not-started","Basement 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Basement","First Fix","B128"
"662ead0b-77da-412a-a9bb-0abfa3fefeb3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Basement","Second Fix"
"cea0f9a5-7080-45cf-99e7-6047bdd6e88e","","checklist-flat","not-started","Basement 2nd Fix","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Second Fix","B101"
"99434d39-71fe-4150-b9e9-b38e582f0e85","","checklist-flat","not-started","Basement 2nd Fix","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Second Fix","B102"
"02e2981a-818c-477a-ad35-9cf4a5b3ed72","","checklist-flat","not-started","Basement 2nd Fix","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Second Fix","B110"
"575e335c-f717-4fd4-908f-5e2844ed6d2d","","checklist-flat","not-started","Basement 2nd Fix","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Second Fix","B128"
"d51f55af-012c-4708-a544-f202e31af7d7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Basement","Precommissioning"
"b518077f-ce21-4001-be38-6944af9d6de2","","checklist-flat","not-started","Basement Pre-Commissioning","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Precommissioning","B101"
"c0d2c798-a7ee-41c6-9b48-e70bba74cbd8","","checklist-flat","not-started","Basement Pre-Commissioning","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Precommissioning","B102"
"d57711e7-e270-493a-9a61-af5beceb2212","","checklist-flat","not-started","Basement Pre-Commissioning","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Precommissioning","B110"
"dbb99e62-a0f6-4370-a4d2-5b00b784a85a","","checklist-flat","not-started","Basement Pre-Commissioning","checklist-flat","FALSE","FALSE","Site QA","Common Areas","Basement","Precommissioning","B128"
"39870b85-a25e-4245-a43d-36abf62b5d6d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A"
"df581246-0e6e-4b70-a823-e780d13c7e95","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix"
"26d6876b-73e9-4dc6-bfc1-02230746d892","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Ground"
"e6298998-4240-46a6-8014-b1b05bb4fd22","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Ground","G103"
"7428ce70-d8ed-40a8-a464-d62425ee3534","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1"
"63139ae3-6aa5-491e-aec7-3ff241d33ceb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1004"
"7be8e256-81d9-4e6a-8037-9697e7d1de50","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1004","Communal/Office 1st Fix"
"92cbc8dd-6047-43ff-aa68-6f74bb2a14be","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1004","Risers 1st Fix"
"62e4025f-e4f7-4c05-9549-f9bfffa16764","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1006"
"3f82d7e9-2c9b-4f00-a335-056ac0f1eb29","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1006","Communal/Office 1st Fix"
"440ccc96-3671-4834-a549-7c5b2cbaee56","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1006","Risers 1st Fix"
"99e03f99-d763-497b-9805-6b9326311d3d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1007"
"5dd8a7a0-cd79-4f42-ae74-5d83c3f91543","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1007","Communal/Office 1st Fix"
"c70fe6e0-e88d-420c-96ff-0eb526319322","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1007","Risers 1st Fix"
"10eb9898-6cef-4fc7-9e36-e84f7c84d28d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1015"
"64ee567a-7ce7-46d7-b3b2-0da3da887a39","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1015","Communal/Office 1st Fix"
"d846610f-e017-477c-be3f-cb3131790c43","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1015","Risers 1st Fix"
"cc8eee06-5f59-450a-b954-91b3d6604bac","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1018"
"fef6f0ec-1881-408a-9418-2bd4febfd712","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1018","Communal/Office 1st Fix"
"bee52ed0-4fed-417b-90c4-3ad5ec14b0f8","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1018","Risers 1st Fix"
"0a1a667a-7b5a-4e77-9d0e-deb61089ae4d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1021"
"6752e08e-6ffb-4008-bd94-ee36b1f0d6a1","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1021","Communal/Office 1st Fix"
"0a9cd993-8c32-40be-b7e4-7b8ec4854a28","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1021","Risers 1st Fix"
"72eeb667-f1ad-472c-9f6b-36f921820375","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1022"
"c4573e8b-829b-4ff9-9af1-eb1b7fe0c27c","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1022","Communal/Office 1st Fix"
"9917d69f-c490-4356-9a4d-e8672f1661b4","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 1","L1022","Risers 1st Fix"
"67659deb-acd0-4c9c-be65-1da39b8fa6b3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 2"
"0ffe2528-3db7-4f3b-b190-2c994140a033","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 2","L2005A"
"340970bf-34a3-4b69-95ee-60f6832a42c1","","checklist-sectioned","not-started","Communal/Office 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 2","L2005A","Communal/Office 1st Fix"
"fb3640b9-9cd7-444f-a3f6-e34862aad799","","checklist-sectioned","not-started","Risers 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 2","L2005A","Risers 1st Fix"
"a1cc82b5-0e17-4b0b-a1fc-56fd46209788","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13"
"11c87805-f04d-40e0-b6c9-0e7d5f7e1ae0","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13001"
"da05e1b0-c1f2-43e1-94e9-94da6dff5b53","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13003"
"09148cd6-0c45-4e4a-8e39-e9d4b0dff6f1","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13005"
"37069d03-c054-4b5d-b6ba-26064380125b","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13006"
"42df8d95-3927-4a29-a195-2e594ccd68de","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13009"
"2b7e1267-0bda-4cfa-a147-668b61021486","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13012"
"ab880661-71cf-4667-96ac-e838e5458e2a","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13013"
"a154781c-9f0f-4a12-bbaf-85c7da407869","","checklist-sectioned","not-started","Roof - Level 13A 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Level 13","L13014"
"c6ff4126-08bb-474d-8082-76f33a74c8bd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","First Fix","Roof Areas"
"04ffc65e-29d0-4d1a-8fe3-284e2c277204","","checklist-sectioned","not-started","Roof 1st Fix","checklist","FALSE","FALSE","Site QA","Common Areas","Building A","First Fix","Roof Areas","L14001"
"f4e52803-8591-4908-98e2-042e943dc6ae","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Areas","Building A","Second Fix"
