"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7936e348-1838-4eb2-8f41-368a6d978af9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"cb80d300-f101-4f05-b89a-440ef1d329a0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Asphalt"
"af5c79d2-8a97-4775-9ad9-85a9eb27cfb6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Asphalt","Deliveries"
"739cd049-a3a3-4320-a208-7d97882770a7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Asphalt","Deliveries","Design Report 1"
"d3901203-087c-4b08-bbb8-565cfa3cb405","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Asphalt","Deliveries","Design Report 2"
"770a3229-e9ed-48c3-be9a-f6b91e10f41b","","checklist-flat","not-started","Verified Program","checklist-flat","FALSE","FALSE","Site QA","Asphalt","Verified Program"
"59e73565-d256-46be-8476-fc9bb9c9743a","","checklist-flat","not-started","QMP","checklist-flat","FALSE","FALSE","Site QA","Asphalt","QMP"
"cfa00248-3c6f-4ed3-b254-2a568ee2c80e","","checklist-flat","not-started","Production and Testing ITPs","checklist-flat","FALSE","FALSE","Site QA","Asphalt","Production and Testing ITPs"
"8e0ed73c-3819-402c-b951-66d991fccb87","","checklist-flat","not-started","Approved JMF","checklist-flat","FALSE","FALSE","Site QA","Asphalt","Approved JMF"
"7684df85-6244-4eee-81ab-481c21395495","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Chipseal"
"ac5bba7c-c87f-4433-85c0-144fdbe5bd3f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Chipseal","Deliveries"
"9e2f99b5-7ccc-48de-997f-5b17ffbd5555","","checklist-flat","not-started","Verified Program","checklist-flat","FALSE","FALSE","Site QA","Chipseal","Verified Program"
"60b516a0-f836-4275-b4ac-9df590805904","","checklist-flat","not-started","QMP","checklist-flat","FALSE","FALSE","Site QA","Chipseal","QMP"
"68dcd032-1d36-4c43-9c10-6877f16baa37","","checklist-flat","not-started","Production and Testing ITPs","checklist-flat","FALSE","FALSE","Site QA","Chipseal","Production and Testing ITPs"
"29005b63-f801-41f7-9ce4-2949030b8631","","checklist-flat","not-started","Approved JMF","checklist-flat","FALSE","FALSE","Site QA","Chipseal","Approved JMF"
"174e4157-ff27-48b8-b9dd-497f998a71c8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Road Rehabs"
"23a8b087-6924-4c8e-b20a-b1a66335166f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Road Rehabs","Abattoir Road (SH01N)"
"cae34e36-cc78-42bf-aecd-478b910ab3d1","","checklist-sectioned","not-started","ITP - Sealing - Stabilised Pavement Layer - Abattoir Road","checklist","FALSE","FALSE","Site QA","Road Rehabs","Abattoir Road (SH01N)","ITP - Sealing - Stabilised Pavement Layer"
"03bb196d-d82e-47d3-bc91-20746f596d96","","checklist-sectioned","not-started","ITP - Sealing - Bituminous Seal Coat - Abattoir Road","checklist","FALSE","FALSE","Site QA","Road Rehabs","Abattoir Road (SH01N)","ITP - Sealing - Bituminous Seal Coat"
"bb9ee494-ea60-4007-a19d-fbd185b01dd8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Road Rehabs","Dudding’s Lake (SH03)"
"b8df529c-5fcd-420c-906d-13b354b06584","","checklist-sectioned","not-started","ITP - Sealing - Stabilised Pavement Layer - Abattoir Road","checklist","FALSE","FALSE","Site QA","Road Rehabs","Dudding’s Lake (SH03)","ITP - Sealing - Stabilised Pavement Layer"
"88277d31-854a-4ad6-903a-5fc708ae8c2e","","checklist-sectioned","not-started","ITP - Sealing - Bituminous Seal Coat - Abattoir Road","checklist","FALSE","FALSE","Site QA","Road Rehabs","Dudding’s Lake (SH03)","ITP - Sealing - Bituminous Seal Coat"
"4b37fb8a-8630-4f0b-abc3-c3b0ae646ce0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Road Rehabs","Makirikiri Stream Bridge (SH03)"
"1a6713da-4f99-4880-be63-ba6aa91ec09d","","checklist-sectioned","not-started","ITP - Sealing - Stabilised Pavement Layer - Abattoir Road","checklist","FALSE","FALSE","Site QA","Road Rehabs","Makirikiri Stream Bridge (SH03)","ITP - Sealing - Stabilised Pavement Layer"
"2ea4c2c8-3ecf-4c13-a839-7e5c4fe85a7a","","checklist-sectioned","not-started","ITP - Sealing - Bituminous Seal Coat - Abattoir Road","checklist","FALSE","FALSE","Site QA","Road Rehabs","Makirikiri Stream Bridge (SH03)","ITP - Sealing - Bituminous Seal Coat"
