Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7
57de8bca-47c3-47d6-8ab9-f63558e69d15,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 4,South,Columns,C13,Built Concrete Placement Checklist
96aba05c-fe78-4b45-b8d7-4f234930caae,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C13,Built Concrete Placement Checklist
e7c2e5de-fa5f-4d4a-b027-a490b890bfc3,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C13,Built Concrete Placement Checklist
c15d8b8c-b03e-478c-9e69-1c86b66c0a17,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,South,Columns,C13,Built Concrete Placement Checklist
5229ff70-c540-4216-bd3e-48c7d95bd815,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,South,Columns,C13,Built Concrete Placement Checklist
7b7dd046-6d58-483d-a7b0-c463207d259b,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,South,Columns,C13,Built Concrete Placement Checklist
b9eb695d-38ad-4fde-b291-793b1aa6980d,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,South,Columns,C13,Built Concrete Placement Checklist
b61f4837-2900-4e73-8d83-2852abc9ac19,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 12,South,Columns,C13,Built Concrete Placement Checklist
410f2a55-de0d-4951-bcb1-087a506db65c,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 13,South,Columns,C13,Built Concrete Placement Checklist
f4f3b846-07c9-4ede-b9ba-6986cf2f72dd,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 14,South,Columns,C13,Built Concrete Placement Checklist
2ed8cab9-e977-47ef-8835-eae5b3163de6,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 15,South,Columns,C13,Built Concrete Placement Checklist
77c2f93b-951f-4f64-bae9-724fe2ba2ee3,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 16,South,Columns,C13,Built Concrete Placement Checklist
ec4a5206-7031-4eaf-83ad-67b591821a80,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 17,South,Columns,C13,Built Concrete Placement Checklist
c0c2b861-021f-4108-9a77-e9ea51fa5690,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 18,South,Columns,C13,Built Concrete Placement Checklist
e707669c-3416-4f8e-81b7-d1842c238bd7,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 19,South,Columns,C13,Built Concrete Placement Checklist
82eb539f-0847-43a9-a452-cf7ddb300142,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 20,South,Columns,C13,Built Concrete Placement Checklist
ff9756fa-1810-491d-b61a-97c74f021ff6,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 21,South,Columns,C13,Built Concrete Placement Checklist
0db25253-720b-4f43-b237-36c1858bd39e,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 22,South,Columns,C13,Built Concrete Placement Checklist
1a652dbe-d85f-4daa-9cba-8567d4d3ae89,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 23,South,Columns,C13,Built Concrete Placement Checklist
36fe0c74-1650-4480-b821-27431e8b5705,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 24,South,Columns,C13,Built Concrete Placement Checklist
b45ceeef-dc4f-4771-b685-57ffcc43afd1,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 25,South,Columns,C13,Built Concrete Placement Checklist
ca270caa-7e18-45f7-8ca4-6482657c402e,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 26,South,Columns,C13,Built Concrete Placement Checklist
6725777c-7d9c-4ff0-96f6-3fa0772f3a73,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 27,South,Columns,C13,Built Concrete Placement Checklist
f10f00cc-5b4a-48db-918c-423d62e47afd,,checklist-flat,not-started,Built Concrete Placement Checklist,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 28,South,Columns,C13,Built Concrete Placement Checklist
