resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,"Basement - Kitchens, Bathrooms & Toilets",,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B101,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B102 BR 1,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B102 BR 2,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B103 BR 1,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B103 BR 2,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B104 BR 1,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B104 BR 2,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B105 BR 1,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B105 BR 2,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and waterproofing,QA - Tiling Installation,,folder-with-checklists,,,,Room B106,,,,,,,
Prestart Inspections - Level 1,,,,checklist,,,Prestart Inspections - Level 1,,,,,,,,
,,,,step,,,"Level 1 - Kitchens, Bathrooms & Toilets",,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 101,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 102,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 103 BR 1,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 103 BR 2,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 104 BR 1,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 104 BR 2,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 105,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 106,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 107,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 108,,,,,,,
QA - Floor Prep Bathrooms,QA - Acoustics and Waterproofing,QA - Tiling Installation,QA - Balconies,folder-with-checklists,,,,Room 109,,,,,,,
