type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Tiling Installation,,,,,,QA - Tiling Installation
section,Bathrooms & Toilets,,,,,,
checkpoint,Correct tiles used and tiles set out according to latest drawing - always check revisions on site,,,,,,
checkpoint,Acoustics to toilets & bathrooms are installed and have no gaps between cork sheets,,,,,,
checkpoint,Specified product used with notched trowel or required product,,,,,,
checkpoint,Correct spacer size used for spacing as per specs and tile lipping within BRANZ tolerances,,,,,,
checkpoint,"Wall substrate straight, signed off by MC, and ready for installation. (insert notes for remediation if required)",,,,,,
checkpoint,Wall tiles set out to match floor grout lines or as per drawings,,,,,,
checkpoint,Grout nominated is the correct colur (Mapei ultracolour plus) and applied evenly and correctly,,,,,,
checkpoint,Grout is consistent throughout and no missing grout. ,,,,,,
checkpoint,"Tiling completed, checked and Supervisor sign off",,,,,,
checkpoint,Silicone is completed to all tile junctions where required,,,,,,
checkpoint,Silicone water marks are cleaned off tiles thoroughly and room left to builder for hand over,,,,,,
checkpoint,Area left clean & tidy,,,,,,
checkpoint,Builders clean completed,,,,,,
section,Kitchens,,,,,,
checkpoint,Correct tiles used and tiles set out according to latest drawing - always check revisions on site,,,,,,
checkpoint,Acoustics to kitchen are installed and have no gaps between cork sheets,,,,,,
checkpoint,Specified product used with notched trowel or required product,,,,,,
checkpoint,Correct spacer size used for spacing as per specs and tile lipping within BRANZ tolerances,,,,,,
checkpoint,Grout nominated is the correct colur (Mapei ultracolour plus) and applied evenly and correctly,,,,,,
checkpoint,Grout is consistent throughout and no missing grout. ,,,,,,
checkpoint,"Tiling completed, checked and Supervisor sign off",,,,,,
checkpoint,Silicone is completed to all tile junctions where required,,,,,,
checkpoint,Area left clean & tidy,,,,,,
checkpoint,Builders clean completed,,,,,,
