Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,BUILDING-D - Level-2 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-2,Apartment Ceiling Closure,
,,BUILDING-D - Level-3 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-3,Apartment Ceiling Closure,
,,BUILDING-D - Level-4 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-4,Apartment Ceiling Closure,
,,BUILDING-D - Level-5 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-5,Apartment Ceiling Closure,
,,BUILDING-D - Level-6 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-6,Apartment Ceiling Closure,
,,BUILDING-D - Level-7 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-7,Apartment Ceiling Closure,
,,BUILDING-D - Level-8 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-8,Apartment Ceiling Closure,
,,BUILDING-D - Level-9 - Apartment Ceiling Closure,dynamic,Site QA,Rough-In,BUILDING-D,Level-9,Apartment Ceiling Closure,
,Columns,,,,,,,,
,,Air Conditioning - Inspection Date:,Inspection Date:,Air Conditioning,,,,,
,,Air Conditioning:,Air Conditioning:,Air Conditioning,,,,,
,,Ventilation - Inspection Date:,Inspection Date:,Ventilation,,,,,
,,Ventilation:,Ventilation:,Ventilation,,,,,
,,Access Panel - Inspection Date:,Inspection Date:,Access Panel,,,,,
,,Access Panel:,Access Panel:,Access Panel,,,,,
,,,,,,,,,
Common Area Fit-Off,,,,,,,,,
,Scope,,,Common Area Fit-Off Checklist [D],,,,,
,Rows,,,,,,,,
,,Basement 1 - CPEF-B1.01,,Site QA,Fit-Off,Basement 1,CPEF-B1.01,Common Area Fit-Off Checklist [D],
,,Basement 1 - SF-B1.01,,Site QA,Fit-Off,Basement 1,SF-B1.01,Common Area Fit-Off Checklist [D],
,,Basement 1 - SF-B1.02,,Site QA,Fit-Off,Basement 1,SF-B1.02,Common Area Fit-Off Checklist [D],
,,Basement 1 - TEF-B1.01,,Site QA,Fit-Off,Basement 1,TEF-B1.01,Common Area Fit-Off Checklist [D],
,,Basement 1 - TEF-B1.02,,Site QA,Fit-Off,Basement 1,TEF-B1.02,Common Area Fit-Off Checklist [D],
,,Base Building - SF-CWP-01,,Site QA,Fit-Off,Base Building,SF-CWP-01,Common Area Fit-Off Checklist [D],
,,Base Building - SF-COMM-01,,Site QA,Fit-Off,Base Building,SF-COMM-01,Common Area Fit-Off Checklist [D],
,,Base Building - CPSF-G.01,,Site QA,Fit-Off,Base Building,CPSF-G.01,Common Area Fit-Off Checklist [D],
,,Base Building - CPSF-G.02,,Site QA,Fit-Off,Base Building,CPSF-G.02,Common Area Fit-Off Checklist [D],
,,Base Building - CPEF-G.01,,Site QA,Fit-Off,Base Building,CPEF-G.01,Common Area Fit-Off Checklist [D],
,,Base Building - CPSF-G.03,,Site QA,Fit-Off,Base Building,CPSF-G.03,Common Area Fit-Off Checklist [D],
,,Base Building - CPSF-G.04,,Site QA,Fit-Off,Base Building,CPSF-G.04,Common Area Fit-Off Checklist [D],
,,Base Building - PSF-01,,Site QA,Fit-Off,Base Building,PSF-01,Common Area Fit-Off Checklist [D],
,,Base Building - SF-G.01,,Site QA,Fit-Off,Base Building,SF-G.01,Common Area Fit-Off Checklist [D],
,,Base Building - CPSF-L1.01,,Site QA,Fit-Off,Base Building,CPSF-L1.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L1.02,,Site QA,Fit-Off,Base Building,LSF-L1.02,Common Area Fit-Off Checklist [D],
,,Base Building - SF-L1.01,,Site QA,Fit-Off,Base Building,SF-L1.01,Common Area Fit-Off Checklist [D],
,,Base Building - SF-L1.02,,Site QA,Fit-Off,Base Building,SF-L1.02,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L1.01,,Site QA,Fit-Off,Base Building,LSF-L1.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L2.03,,Site QA,Fit-Off,Base Building,LSF-L2.03,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L2.02,,Site QA,Fit-Off,Base Building,LSF-L2.02,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L2.04,,Site QA,Fit-Off,Base Building,LSF-L2.04,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L2.01,,Site QA,Fit-Off,Base Building,LSF-L2.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L2.05,,Site QA,Fit-Off,Base Building,LSF-L2.05,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L3.01,,Site QA,Fit-Off,Base Building,LSF-L3.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L3.02,,Site QA,Fit-Off,Base Building,LSF-L3.02,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L4.01,,Site QA,Fit-Off,Base Building,LSF-L4.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L4.02,,Site QA,Fit-Off,Base Building,LSF-L4.02,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L5.01,,Site QA,Fit-Off,Base Building,LSF-L5.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L5.02,,Site QA,Fit-Off,Base Building,LSF-L5.02,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L6.01,,Site QA,Fit-Off,Base Building,LSF-L6.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L6.02,,Site QA,Fit-Off,Base Building,LSF-L6.02,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L7.01,,Site QA,Fit-Off,Base Building,LSF-L7.01,Common Area Fit-Off Checklist [D],
,,Base Building - LSF-L7.02,,Site QA,Fit-Off,Base Building,LSF-L7.02,Common Area Fit-Off Checklist [D],
,,BUILDING-A1 - Level-1 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level-1,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level-2 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level-2,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level-3 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level-3,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level 4 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level 4,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level 5 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level 5,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level 6 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level 6,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level 7 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level 7,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level 8 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level 8,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Level 9 - Common Area,,Site QA,Fit-Off,BUILDING-A1,Level 9,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Roof - SPF-A1-R.01,,Site QA,Fit-Off,BUILDING-A1,Roof,SPF-A1-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Roof - SPF-A1-R.02,,Site QA,Fit-Off,BUILDING-A1,Roof,SPF-A1-R.02,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Roof - SSF-A1-R.01,,Site QA,Fit-Off,BUILDING-A1,Roof,SSF-A1-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Roof - LSF-A1-R.01,,Site QA,Fit-Off,BUILDING-A1,Roof,LSF-A1-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Roof - GEF-A1-R.01,,Site QA,Fit-Off,BUILDING-A1,Roof,GEF-A1-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A1 - Roof - GEF-A1-R.02,,Site QA,Fit-Off,BUILDING-A1,Roof,GEF-A1-R.02,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-1 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-1,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-2 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-2,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-3 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-3,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-4 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-4,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-5 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-5,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-6 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-6,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-7 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-7,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-8 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-8,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Level-9 - Common Area,,Site QA,Fit-Off,BUILDING-A2,Level-9,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Roof - SPF-A2-R.01,,Site QA,Fit-Off,BUILDING-A2,Roof,SPF-A2-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Roof - SSF-A2-R.01,,Site QA,Fit-Off,BUILDING-A2,Roof,SSF-A2-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Roof - GEF-A2-R.01,,Site QA,Fit-Off,BUILDING-A2,Roof,GEF-A2-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Roof - GEF-A2-R.02,,Site QA,Fit-Off,BUILDING-A2,Roof,GEF-A2-R.02,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Roof - LSF-A2-R.01,,Site QA,Fit-Off,BUILDING-A2,Roof,LSF-A2-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-A2 - Roof - Common Area,,Site QA,Fit-Off,BUILDING-A2,Roof,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Ground Level - Common Area,,Site QA,Fit-Off,BUILDING-B1,Ground Level,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-1 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-1,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-2 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-2,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-3 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-3,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-4 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-4,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-5 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-5,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-6 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-6,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-7 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-7,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-8 - Common Area,,Site QA,Fit-Off,BUILDING-B1,Level-8,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-9 - SPF-B1-L9.01,,Site QA,Fit-Off,BUILDING-B1,Level-9,SPF-B1-L9.01,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-9 - SPF-B1-L9.02,,Site QA,Fit-Off,BUILDING-B1,Level-9,SPF-B1-L9.02,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-9 - SSF-B1-L9.01,,Site QA,Fit-Off,BUILDING-B1,Level-9,SSF-B1-L9.01,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-9 - GEF-B1-L9.01,,Site QA,Fit-Off,BUILDING-B1,Level-9,GEF-B1-L9.01,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-9 - GEF-B1-L9.02,,Site QA,Fit-Off,BUILDING-B1,Level-9,GEF-B1-L9.02,Common Area Fit-Off Checklist [D]
,,BUILDING-B1 - Level-9 - LSF-B1-L9.01,,Site QA,Fit-Off,BUILDING-B1,Level-9,LSF-B1-L9.01,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Ground Level - Common Area,,Site QA,Fit-Off,BUILDING-B2,Ground Level,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-1 - Common Area,,Site QA,Fit-Off,BUILDING-B2,Level-1,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-2 - Common Area,,Site QA,Fit-Off,BUILDING-B2,Level-2,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-3 - Common Area,,Site QA,Fit-Off,BUILDING-B2,Level-3,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-4 - Common Area,,Site QA,Fit-Off,BUILDING-B2,Level-4,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-5 - Common Area,,Site QA,Fit-Off,BUILDING-B2,Level-5,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-6 - Common Area,,Site QA,Fit-Off,BUILDING-B2,Level-6,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-7 - Common Area,,Site QA,Fit-Off,BUILDING-B2,Level-7,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-8 - LEF-B2-L8.01,,Site QA,Fit-Off,BUILDING-B2,Level-8,LEF-B2-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-8 - GEF-B2-L8.01,,Site QA,Fit-Off,BUILDING-B2,Level-8,GEF-B2-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-8 - GEF-B2-L8.02,,Site QA,Fit-Off,BUILDING-B2,Level-8,GEF-B2-L8.02,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-8 - SPF-B2-L8.01,,Site QA,Fit-Off,BUILDING-B2,Level-8,SPF-B2-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-B2 - Level-8 - SSF-B2-L8.01,,Site QA,Fit-Off,BUILDING-B2,Level-8,SSF-B2-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Ground Level - Common Area,,Site QA,Fit-Off,BUILDING-C,Ground Level,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-1 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-1,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-2 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-2,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-3 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-3,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-4 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-4,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-5 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-5,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-6 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-6,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-7 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-7,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-8 - SPF-C-L8.01,,Site QA,Fit-Off,BUILDING-C,Level-8,SPF-C-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-8 - SSF-C-L8.01,,Site QA,Fit-Off,BUILDING-C,Level-8,SSF-C-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-8 - GEF-C-L8.01,,Site QA,Fit-Off,BUILDING-C,Level-8,GEF-C-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-8 - LSF-C-L8.01,,Site QA,Fit-Off,BUILDING-C,Level-8,LSF-C-L8.01,Common Area Fit-Off Checklist [D]
,,BUILDING-C - Level-8 - Common Area,,Site QA,Fit-Off,BUILDING-C,Level-8,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-1 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-1,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-2 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-2,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-3 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-3,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-4 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-4,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-5 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-5,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-6 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-6,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-7 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-7,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-8 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-8,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Level-9 - Common Area,,Site QA,Fit-Off,BUILDING-D,Level-9,Common Area,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Roof - SPF-D-R.01,,Site QA,Fit-Off,BUILDING-D,Roof,SPF-D-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Roof - SSF-D-R.01,,Site QA,Fit-Off,BUILDING-D,Roof,SSF-D-R.01,Common Area Fit-Off Checklist [D]
,,BUILDING-D - Roof - LSF-D-R.01,,Site QA,Fit-Off,BUILDING-D,Roof,LSF-D-R.01,Common Area Fit-Off Checklist [D]
