type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Drain Inspection with camera,,,,,,Drain Inspection with camera
checkpoint,Extent of drain is clear of obstruction,,,,,,
checkpoint,Extent of drain is free of damage,,,,,,
text,Any notes to be added here,,,,,,
