"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c9d6209f-94ce-4f57-8b91-3b8c1975036c","","folder-normal","not-started","","step","TRUE","FALSE","Site Diary"
"8cda24ca-b3a3-470b-851c-50a108553888","","folder-normal","not-started","","step","TRUE","FALSE","Site Diary","Undocumented variations"
"b364e491-94aa-43c9-8539-fcffadbd7e37","","checklist-flat","not-started","Undocumented Variations","checklist-flat","FALSE","FALSE","Site Diary","Undocumented variations","Builder"
"7776dfc4-65ca-4e81-8303-12d3f3cf2ad7","","checklist-flat","not-started","Undocumented Variations","checklist-flat","FALSE","FALSE","Site Diary","Undocumented variations","Subcontractors"
"9e46b8bf-7e35-40c2-ac46-642f79d586f4","","checklist-flat","not-started","Site Diary Checklist","checklist-flat","FALSE","FALSE","Site Diary","Site Diary comments/notes"
"303ac234-9204-4fb7-b616-50652fcab4a9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings"
"4f9a5cdf-7616-4ffe-8135-e0336447c5eb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings","July 2023"
"8b417940-5518-4d64-b67d-7b7f0fd2d75c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings","August 2023"
"7522d04b-31f8-4410-a7cb-090f4d318a03","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings","September 2023"
"beca4811-8c43-4bf8-844f-065e7925ce39","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings","October 2023"
"960ae31b-bd2b-48bb-940f-1dbfb56d4117","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings","November 2023"
"90e9fe94-05d5-455d-a32d-ae04233ce7e1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings","December 2023"
"287e9f21-c757-473d-899e-e3f69cb5dfa7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Drawings"
"91308178-8691-4861-a271-6c0abf33d382","","checklist-flat","not-started","Project Drawings","checklist-flat","FALSE","FALSE","Project Drawings","Peno Drawings"
"21770135-c2a5-4655-88f3-70bd97ee2636","","checklist-flat","work-in-progress","Project Drawings","checklist-flat","FALSE","FALSE","Project Drawings","Fabb Sheets"
"4b469289-1d20-47e7-9097-8bd62375bdce","","checklist-flat","work-in-progress","Project Drawings","checklist-flat","FALSE","FALSE","Project Drawings","Fitters Drawings"
"6b47a8f8-31c4-4566-82e0-7496308b9556","","checklist-flat","work-in-progress","Project Drawings","checklist-flat","FALSE","FALSE","Project Drawings","RCP"
"264bd82b-5400-4a6e-9b1e-53a1aa32fa24","","checklist-flat","not-started","Project Drawings","checklist-flat","FALSE","FALSE","Project Drawings","Material Sheets"
"e6278e46-f79e-45e8-947a-ea9516c7cb55","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"cd1f7c8c-fe75-4a39-b7d5-5a81d37c7888","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In"
"a32bbc8f-e1c5-4c22-ac65-e3f749e6e0fb","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Upper Basement"
"e23aa024-84bc-414d-bf78-404de20187ad","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Lower Basement"
"8fb0b21b-0899-471a-abd5-4b2437a9e254","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground"
"ad24be53-22d6-451f-8aa1-88942f96ef0e","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Level 1"
"3a9112d0-6279-40d8-81ca-bc7720c3ab76","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Level 2"
"f1f1276f-d1c0-4b7a-81d9-f161f44a5736","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off"
"3da9b470-592a-45f7-bccc-d62ccbf74848","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Upper Basement"
"83aab661-027f-4c14-94d7-2fce6cdc2e9c","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Lower Basement"
"9643bae9-a6ab-4553-ba9e-6f4964a28343","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Ground"
"65a53498-bec2-4917-b35a-4b8db1dcda0d","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 1"
"1e627f88-6c0f-49f5-9c46-b1815b1169a0","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 2"
"bf70441d-32a9-4132-a618-d510df2f5e2f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Penetrations"
"b087a6d7-1464-4828-a69f-50ba76ed5a11","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Upper Basement"
"f11aeaeb-f89b-467b-81fa-a9f09712f408","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Lower Basement"
"fc64ff42-66bb-4841-a3ad-01e4e92a5deb","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Ground"
"18ef136c-a5f5-4879-921d-27836f641ccd","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Level 1"
"51cfd009-85ee-404f-b304-774a02e3b35e","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Level 2"
"3d5aa4c3-fdea-40ec-9f02-c6f59e1e25b2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels"
"db9a147c-55a2-4684-a176-2fee473e6474","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Upper Basement"
"677ac921-4b5e-400d-98bf-c4c49b5f8d39","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Lower Basement"
"cd8b586c-fb07-40b3-8661-79e80ce73e5f","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Ground"
"3324f1b6-58a7-471a-b4fa-95e3229d68a0","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Level 1"
"a1420f48-a89a-411d-83c1-f9163ed556f9","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Level 2"
"c904fd0f-f337-4238-a3b7-47507fe3781b","","checklist-flat","not-started","Sprinkler Control Valves checklist","checklist-flat","FALSE","FALSE","Site QA","Sprinkler Control Valves"
"cd1de303-b4b1-4766-ab7d-e5b026f73752","","checklist-flat","not-started","Fire Booster Cupboard checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Booster Cupboard"
"61d219e5-570f-4f0e-afbd-06f9a939c43d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Extinguishers/Blankets"
"e49186d0-7275-4697-b502-47bdc75094f1","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers/Blankets","Upper Basement"
"b3fa0fa2-bfc1-4042-baef-100f95dcdd9f","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers/Blankets","Lower Basement"
"20f4e358-a280-4533-ac90-b476c1f587dc","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers/Blankets","Ground"
"5b797f40-7efa-4e5f-8de7-8cb6166a7543","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers/Blankets","Level 1"
"13afbae9-723e-4484-9bf3-8a8921907250","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers/Blankets","Level 2"
"5cbe7364-b5fe-4208-bbaa-cea04acc7f29","","checklist-flat","not-started","Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning"
"e4e59af7-3d94-4dfe-a90d-a54fe7678584","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations"
"1eeffef2-4a41-4bad-b807-3f722c759c6b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Reports"
