Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
IPU,,,,,,,
,Scope,,,IPU,,,
,Rows,,,,,,
,,Basement 2,dynamic,Basement 2,IPU,,
,,Basement 1,dynamic,Basement 1,IPU,,
,,Ground,dynamic,Ground,IPU,,
,,Level 1,dynamic,Level 1,IPU,,
,,Level 2,dynamic,Level 2,IPU,,
,,Level 3,dynamic,Level 3,IPU,,
,,Level 4,dynamic,Level 4,IPU,,
,Columns,,,,,,
,,Lighting roughed in,,Lighting roughed in,,,
,,Power roughed in,,Power roughed in,,,
,,Lighting control roughed in (DALI),,Lighting control roughed in (DALI),,,
,,Light feed installed,,Light feed installed,,,
,,Power feeds installed,,Power feeds installed,,,
,,Lighting fit off,,Lighting fit off,,,
,,Power fit off,,Power fit off,,,
,,Room complete,,Room complete,,,
,,Cable Tray Completed,,Cable Tray Completed,,,
,,Delays/issues,,Delays/issues,,,
,,,,,,,
CCU/ICU,,,,,,,
,Scope,,,CCU/ICU,,,
,Rows,,,,,,
,,CCU/ICU,dynamic,CCU/ICU,,,
,Columns,,,,,,
,,Lighting roughed in,,Lighting roughed in,,,
,,Power roughed in,,Power roughed in,,,
,,Lighting control roughed in (DALI),,Lighting control roughed in (DALI),,,
,,Light feed installed,,Light feed installed,,,
,,Power feeds installed,,Power feeds installed,,,
,,Lighting fit off,,Lighting fit off,,,
,,Power fit off,,Power fit off,,,
,,Room complete,,Room complete,,,
,,Cable Tray Completed,,Cable Tray Completed,,,
,,Delays/issues,,Delays/issues,,,
,,,,,,,
CS2,,,,,,,
,Scope,,,CS2,,,
,Rows,,,,,,
,,CS2,dynamic,CS2,,,
,Columns,,,,,,
,,Lighting roughed in,,Lighting roughed in,,,
,,Power roughed in,,Power roughed in,,,
,,Lighting control roughed in (DALI),,Lighting control roughed in (DALI),,,
,,Light feed installed,,Light feed installed,,,
,,Power feeds installed,,Power feeds installed,,,
,,Lighting fit off,,Lighting fit off,,,
,,Power fit off,,Power fit off,,,
,,Room complete,,Room complete,,,
,,Cable Tray Completed,,Cable Tray Completed,,,
,,Delays/issues,,Delays/issues,,,
,,,,,,,
Switchboards,,,,,,,
,Scope,,,Switchboards,,,
,Rows,,,,,,
,,NORTH PRECINCT MSB,grouping,NORTH PRECINCT MSB,,,
,,NORTH PRECINCT MSB,,NORTH PRECINCT MSB,Switchboards,,
,,KPH-NE-B2-MDB-1/UN,,KPH-NE-B2-MDB-1/UN,NORTH PRECINCT MSB,Switchboards,
,,NORTH EAST MDB,grouping,NORTH EAST MDB,,,
,,NORTH EAST MDB,,NORTH EAST MDB,Switchboards,,
,,NORTH EAST GENERATOR MDB,,NORTH EAST GENERATOR MDB,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-B2-MDB-1/U,,KPH-NE-B2-MDB-1/U,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-L1-DB-3/U,,KPH-NE-L1-DB-3/U,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-L2-DB-2/U,,KPH-NE-L2-DB-2/U,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-L2-DB-2/U,,KPH-NE-L2-DB-2/U,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-G-DB-1/E,,KPH-NE-G-DB-1/E,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-L1-DB-1/E,,KPH-NE-L1-DB-1/E,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-L1-DB-2/E,,KPH-NE-L1-DB-2/E,NORTH PRECINCT MSB,Switchboards,
,,KPH-NE-L2-DB-1/E,,KPH-NE-L2-DB-1/E,NORTH PRECINCT MSB,Switchboards,
