Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,,
44cb6ff7-e6b6-40bd-8cc3-711962e97ca1,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,B3,Wet Fire,Pressure Test,
f4203a6c-9c9d-4558-a35f-fccda6546798,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,B2,Wet Fire,Pressure Test,
27fce050-2ee5-4d4a-841a-26861297ac1f,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,B1,Wet Fire,Pressure Test,
8528e864-ed25-4555-84c3-64a8f02cdd67,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,B3,Wet Fire,Pressure Test,
1900030e-d73d-4048-9654-c01353155bec,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,B2,Wet Fire,Pressure Test,
63d59960-b4b8-4d5f-816f-36dbcbcc18b5,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,B1,Wet Fire,Pressure Test,
0302617d-5555-4bc2-a3b3-ec34181493f7,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 1,Zone A,Wet Fire,Pressure Test
981ae520-0c18-4ea0-b748-6d10ae3a9acf,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 1,Zone B,Wet Fire,Pressure Test
d2ffa5c4-80c0-4911-8d62-7d61339232dd,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 1,Zone C,Wet Fire,Pressure Test
9fd11a01-bc49-42f8-8007-a27f2e7f6ef0,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 1,Zone D,Wet Fire,Pressure Test
0c13e109-993a-4fa8-a50a-0e3589bb8cdf,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 2,Zone A,Wet Fire,Pressure Test
3a9b6fdc-67d1-489a-a811-d7af7d4a01b0,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 2,Zone B,Wet Fire,Pressure Test
6ef97c09-473c-468c-b50d-48625c38f5b6,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 2,Zone C,Wet Fire,Pressure Test
1a8d699c-1993-4fd7-813f-e958fffbbd1c,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 2,Zone D,Wet Fire,Pressure Test
9789953f-1cc8-47f7-bb21-df52437f8b35,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level C&D,Zone A,Wet Fire,Pressure Test
39e11c25-39c0-45e1-bcb0-3d12bc54b52a,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level C&D,Zone B,Wet Fire,Pressure Test
8602accd-16a3-4da7-be65-a5b3aa408807,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level C&D,Zone C,Wet Fire,Pressure Test
a2d41b27-08e2-4896-9553-dbe2cbc3a25c,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level C&D,Zone D,Wet Fire,Pressure Test
dffa3e0a-a2c7-452c-bec5-ec63835d20e4,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 3,Zone A,Wet Fire,Pressure Test
b91f21a4-ce9c-46eb-a086-43184c99c089,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 3,Zone B,Wet Fire,Pressure Test
74edf765-00bc-4565-b15a-de94c7b3a0a9,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 3,Zone C,Wet Fire,Pressure Test
eec94745-97ba-45a0-8cac-c7699a3c73e6,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 3,Zone D,Wet Fire,Pressure Test
10095333-c0f5-4b54-87ad-ee0181462fb1,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,City Edge,Level 5,Plantrooms,Wet Fire,Pressure Test
8e0d8d70-7e40-4a0d-8469-c898bb87b2f8,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 1,Zone A,Wet Fire,Pressure Test
9276a98c-1b63-4d0d-a2e1-d3115b9fa1b8,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 1,Zone B,Wet Fire,Pressure Test
354f8362-f86f-4436-abc9-7eb874dc2b55,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 1,Zone C,Wet Fire,Pressure Test
0fcee9b0-69c8-4625-8779-d8241adbf71e,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 1,Zone D,Wet Fire,Pressure Test
e6ce1e0a-37e3-457c-9513-220a59026986,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 2,Zone A,Wet Fire,Pressure Test
580e03bd-17d1-4aaa-8c9d-4148695d676d,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 2,Zone B,Wet Fire,Pressure Test
3e8d8433-5c20-4da9-927d-f4ac0cca69a6,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 2,Zone C,Wet Fire,Pressure Test
ae03a9c6-143a-4da8-b316-dc472be2278e,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 2,Zone D,Wet Fire,Pressure Test
17312c47-7663-4b46-b293-500cae1fdd4d,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level C&D,Zone A,Wet Fire,Pressure Test
1084862d-5d19-4cbb-ac4b-68f6c80e9c35,,checklist-flat,not-started,ENT-009 - Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA,Town Square,Level 5,Plantrooms,Wet Fire,Pressure Test
