"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0f909e5b-3049-4ae5-874a-bcc9115d23c8","","not-started","","folder","TRUE","FALSE","Project QA (ITP)"
"baad411f-c83e-4927-946e-211c64e66e80","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Pavement "
"9bb94fb2-cf27-455c-903d-fccea3d82975","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Pavement ","Zone 1"
"cbefdff9-f3ca-4415-83cb-65d980cd807d","","not-started","ITP - Aviemore - Pavement - Structural Asphalt on Concrete","checklist","FALSE","FALSE","Project QA (ITP)","Pavement ","Zone 1","ITP - Aviemore - Pavement - Structural Asphalt on Concrete"
"e88b7c95-3259-43a0-901a-88ad8ba8b380","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Pavement ","Zone 2"
"4763fef3-880a-42fc-9608-85a1aa495d0f","","not-started","ITP - Aviemore - Pavement - Structural Asphalt on Concrete","checklist","FALSE","FALSE","Project QA (ITP)","Pavement ","Zone 2","ITP - Aviemore - Pavement - Structural Asphalt on Concrete"
"c88ac54f-ac99-4783-9d6e-37eccb7cd612","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Roundabout"
"6ae03ada-006d-42d5-9b7d-32639c39d028","","not-started","ITP - Aviemore - Roundabout","checklist","FALSE","FALSE","Project QA (ITP)","Roundabout","ITP - Aviemore - Roundabout"
"baf92858-6543-4b3a-a631-60419c89eed9","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Enabling Works - Footpath and Cycle Lanes"
"c8d26c93-28dd-46de-91fe-7216d2cdce02","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Enabling Works - Footpath and Cycle Lanes","Zone 1"
"da615627-55d5-450b-af15-2bd521ea646c","","not-started","ITP - Aviemore - Enabling Works - Footpath, Kerb and Channel, Pram Crossing","checklist","FALSE","FALSE","Project QA (ITP)","Enabling Works - Footpath and Cycle Lanes","Zone 1","ITP - Aviemore - Enabling Works - Footpath, Kerb and Channel, Pram Crossing"
"7b43b4e6-9824-45a0-b8ec-7336324b05e3","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Enabling Works - Footpath and Cycle Lanes","Zone 2"
"e162edf9-4199-4697-b2d2-56abdaf018fe","","not-started","ITP - Aviemore - Enabling Works - Footpath, Kerb and Channel, Pram Crossing","checklist","FALSE","FALSE","Project QA (ITP)","Enabling Works - Footpath and Cycle Lanes","Zone 2","ITP - Aviemore - Enabling Works - Footpath, Kerb and Channel, Pram Crossing"
"2a9fb2ec-95bd-463f-a780-ff5cf612eb57","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Enabling Works - Footpath and Cycle Lanes","Zone 3"
"ec667f60-3a57-4a11-aeb3-bc0e70907d5e","","not-started","ITP - Aviemore - Enabling Works - Footpath, Kerb and Channel, Pram Crossing","checklist","FALSE","FALSE","Project QA (ITP)","Enabling Works - Footpath and Cycle Lanes","Zone 3","ITP - Aviemore - Enabling Works - Footpath, Kerb and Channel, Pram Crossing"
"84087a9b-c412-4b48-b9cb-ec334f53d1d9","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Drainage"
"1054edb4-f267-4633-815d-5495bceca2f7","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Drainage","Zone 1"
"09c1cf9a-59aa-4067-bcde-489dae3fd788","","not-started","ITP - Aviemore - Stormwater Drainage","checklist","FALSE","FALSE","Project QA (ITP)","Drainage","Zone 1","ITP - Aviemore - Stormwater Drainage"
"ccfe10a4-c404-4f5c-86e0-f37f303db39d","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Drainage","Zone 2"
"80c266e5-550d-45e1-bc14-0bf676a90e40","","not-started","ITP - Aviemore - Stormwater Drainage","checklist","FALSE","FALSE","Project QA (ITP)","Drainage","Zone 2","ITP - Aviemore - Stormwater Drainage"
"6ccb384e-720f-4736-96d5-b6e4db9d73c3","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Drainage","Zone 3"
"b46c42a5-8689-4c4c-b265-ea26fd2e15ab","","not-started","ITP - Aviemore - Stormwater Drainage","checklist","FALSE","FALSE","Project QA (ITP)","Drainage","Zone 3","ITP - Aviemore - Stormwater Drainage"
"537d7b19-839a-4ea4-ba84-c5d1441b1023","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Vehicle Crossings"
"1d5a358c-b03a-4a3f-8de1-3738959edfca","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Vehicle Crossings","Zone 1"
"5b7f5cbe-d743-4611-8652-79a9f446d994","","not-started","ITP - Aviemore - Enabling Works - Commercial Vehicle Crossing","checklist","FALSE","FALSE","Project QA (ITP)","Vehicle Crossings","Zone 1","ITP - Aviemore - Enabling Works - Commercial Vehicle Crossing"
"ac8ed080-86e7-4bf0-b02b-ee905689c36e","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Vehicle Crossings","Zone 2"
"a17f6a6f-2018-4c5b-9928-22ebf9047341","","not-started","ITP - Aviemore - Enabling Works - Commercial Vehicle Crossing","checklist","FALSE","FALSE","Project QA (ITP)","Vehicle Crossings","Zone 2","ITP - Aviemore - Enabling Works - Commercial Vehicle Crossing"
"22a67218-77b2-47b9-9a94-2ad14effadfa","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Vehicle Crossings","Zone 3"
"8084da96-fb8c-4cc1-9899-b8bdf3ce94ba","","not-started","ITP - Aviemore - Enabling Works - Commercial Vehicle Crossing","checklist","FALSE","FALSE","Project QA (ITP)","Vehicle Crossings","Zone 3","ITP - Aviemore - Enabling Works - Commercial Vehicle Crossing"
"dc31ff85-2eb8-432a-ae54-046e8c4d3e2f","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Traffic Island"
"bbcbeba4-ee5c-4073-a124-a475a5f5edaa","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Traffic Island","Zone 1"
"84c391b9-fe45-40f8-80e5-5aef9760ea99","","not-started","ITP - Aviemore - Traffic Island","checklist","FALSE","FALSE","Project QA (ITP)","Traffic Island","Zone 1","ITP - Aviemore - Traffic Island"
"907023dc-f15c-4aed-9940-943fa8622591","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Traffic Island","Zone 2"
"46158d97-25b6-4df9-89d0-71e87a391021","","not-started","ITP - Aviemore - Traffic Island","checklist","FALSE","FALSE","Project QA (ITP)","Traffic Island","Zone 2","ITP - Aviemore - Traffic Island"
"62987981-cda9-4cbf-a379-cbf37a7165a7","","not-started","","folder","TRUE","FALSE","Project QA (ITP)","Traffic Island","Zone 3"
"a9705f59-9edf-4ca1-9722-8b632a8b76c3","","not-started","ITP - Aviemore - Traffic Island","checklist","FALSE","FALSE","Project QA (ITP)","Traffic Island","Zone 3","ITP - Aviemore - Traffic Island"
"4bd8feec-18d7-4438-9d50-df05d282ec2b","","no-status-not-started","","folder","TRUE","FALSE","Project QA (Checklists)"
