"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5c1fdf79-d9ff-4a1a-a859-c6c96bae3f43","","checklist-flat","work-in-progress","Job Details","checklist-flat","FALSE","FALSE","Spring Mountain - Project Details"
"b0b26de4-e7e2-4d85-955f-cda0382ef6e4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building Y"
"f12dbca4-8233-4af6-afab-0615b0996548","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building Y","Manufacture QA"
"f8015d6e-06ce-4753-875e-c09dd2b231e3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building Y","Manufacture QA","Level BY"
"beb08bfe-38a0-424c-b28a-8fb9657f6145","","folder-normal","pass","","step","TRUE","FALSE","Building Y","Manufacture QA","Level BY","Core Lift"
"6b23c722-765d-42f5-8919-6e7155572cda","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD02"
"e3e2a80e-f2e0-47ed-b465-5a17d7d8bcff","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD03"
"2289d4bf-4f21-47d9-a658-b1948d527cf7","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD04"
"054ba549-b891-477c-ac61-50b18b92d228","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD05"
"3432828c-b606-4cc2-8b86-286c6766b022","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD06"
"c3500462-4b73-4256-ae91-d472fd2d30ce","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD07"
"877a5d08-c0e4-47a3-8a11-e2524e03ec7b","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD08"
"54f87b43-5cf4-4c89-898a-5b8ebc44b5eb","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD09"
"470dbbf2-e614-442c-81ca-47a576a11a7f","","checklist-sectioned","not-started","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD14"
"c9018393-2cd0-45b5-89a4-f3889edab610","","checklist-sectioned","not-started","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Landing","BZ-LD16"
"af59ee7a-cc4c-4e47-bbf3-1e0d0d3887f8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building Z","Manufacture QA","Level BZ","Lid"
"f694423b-b080-4aed-a34d-63cd95a3e20a","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Lid","BZ-P05"
"af941fbd-3726-44a2-8b31-33874c2222f4","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Lid","BZ-P14"
"d0697cd7-e415-4cad-8efe-7bc59f5f73ac","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Lid","BZ-P23"
"158e199c-3ddf-4253-8f6f-c4fb9a2a80b3","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Lid","BZ-P32"
"2b35810f-c197-49cc-acb7-c8a2390f0a99","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building Z","Manufacture QA","Level BZ","Stair"
"26cddb11-da06-4204-8e1a-57cdc3dd63db","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF01"
"8cc16d7b-c750-4f8b-902f-f43b9bd91bfb","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF02"
"1f0de8c4-1a97-4e5f-a7fe-7a38145733ad","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF03"
"3999ef6a-bf55-4b5b-a5f9-f0b530e7c272","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF04"
"ffadc847-f07d-4498-a856-31203b36cb38","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF05"
"dbcbd692-7e01-4ad3-8256-297ad8efe6b4","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF06"
"6d715469-0b80-4d42-aee2-cb16e5d49805","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF07"
"c8dc7829-3a86-4753-8620-511a60fa504a","","checklist-sectioned","pass","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF08"
"50ef1d20-74ed-4a02-8cbc-8de0a202125b","","checklist-sectioned","not-started","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF11"
"5348fae5-2d05-4a30-ae87-13756c45eddf","","checklist-sectioned","not-started","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF12"
"39251607-2b4e-4d16-b0d1-2a3a6919d102","","checklist-sectioned","not-started","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF13"
"06ac52ae-6414-4038-8455-a5237b721b73","","checklist-sectioned","not-started","Manufacturing Checklist","checklist","FALSE","FALSE","Building Z","Manufacture QA","Level BZ","Stair","BZ-SF14"
"ec299c74-79a4-42b9-a504-49c153159ad5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building Z","Delivery / Installation Day"
"e5403a0e-2f78-4b76-bf2f-129d20019172","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building Z","Delivery / Installation Day","230830"
"9eba35d7-56e7-43d2-b50f-9b13909ff8cc","","checklist-flat","pass","1d65c89b793b004575817092f4abd4ca55f0bf52e8fa7435c42c6925f09f9ffd","checklist-flat","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Load 1"
"831cfef3-7fa5-4390-bab1-93ad0744d53f","","checklist-flat","pass","1d65c89b793b004575817092f4abd4ca55f0bf52e8fa7435c42c6925f09f9ffd","checklist-flat","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Load 2"
"57d6044a-5b93-4353-9ce4-b347539904f0","","checklist-flat","pass","1d65c89b793b004575817092f4abd4ca55f0bf52e8fa7435c42c6925f09f9ffd","checklist-flat","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Load 3"
"c35c3cda-7787-42bb-a6da-19d09c409c19","","checklist-flat","pass","1d65c89b793b004575817092f4abd4ca55f0bf52e8fa7435c42c6925f09f9ffd","checklist-flat","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Load 4"
"3284ee20-2952-48ec-9963-4e65fae51468","","checklist-flat","pass","1d65c89b793b004575817092f4abd4ca55f0bf52e8fa7435c42c6925f09f9ffd","checklist-flat","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Load 5"
"c9686b33-fcca-4109-b7ad-05a8c3efee6a","","checklist-flat","pass","1d65c89b793b004575817092f4abd4ca55f0bf52e8fa7435c42c6925f09f9ffd","checklist-flat","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Load 6"
"ee1b5b34-ebb6-48e5-b151-1210723fbe59","","checklist-flat","pass","1d65c89b793b004575817092f4abd4ca55f0bf52e8fa7435c42c6925f09f9ffd","checklist-flat","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Load 7"
"a02e042b-fc46-469b-b082-b82b34d7e1b1","","checklist-sectioned","not-started","Delivery / Installation Day Checklist","checklist","FALSE","FALSE","Building Z","Delivery / Installation Day","230830","Delivery / Installation Day Checklist"
"006815d5-e341-4307-b21a-7aebb0dd2903","","folder-normal","not-started","","step","TRUE","FALSE","Building Z","Installation QA"
"6f9f641e-6209-4586-ae17-73b2c1c68e57","","folder-normal","not-started","","step","TRUE","FALSE","Building Z","Installation QA","Level BZ"
"38bccb2a-fd69-4b07-be9e-ab13392afa17","","folder-normal","not-started","","step","TRUE","FALSE","Building Z","Installation QA","Level BZ","Core Lift"
"3226a435-e47a-434a-9b0e-9c0a02c49773","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Lift","BZ-P01"
"15f79795-3b00-48a2-851e-ad829ca0cf35","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Lift","BZ-P02"
"edb3f4d4-5763-45ab-aaa5-a9c0282b66b7","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Lift","BZ-P03"
"3d17cd51-f3ed-4ee1-be99-79ba5413bc59","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Lift","BZ-P04"
"789696c4-667a-49d2-b073-38207f01d4ff","","folder-normal","not-started","","step","TRUE","FALSE","Building Z","Installation QA","Level BZ","Core Stair"
"6403bf70-96c0-4f00-9cbb-adfa7bf721d0","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P06"
"4f7c2814-1a50-4d12-8217-5ee7110788ee","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P07"
"502d2594-dbd8-41ef-89a9-5ae320b48040","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P08"
"0e267a6a-174d-4dbd-be72-8164de0dbdb7","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P09"
"aec9c452-c622-4dd9-a523-da07ffb4c410","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P10"
"fb7e1917-b6dc-417a-a60a-7e5f8c166478","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P11"
"b372d6a6-7dc8-46b1-9c9a-7bc2ecb0f708","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P12"
"822f7f93-e57a-4fc2-9930-36352d3785d5","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P13"
"8d27a92f-fcb9-42ee-aa2f-c2977c052e69","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P15"
"217cb161-a823-48c3-a3f6-4b79235775d2","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P16"
"c88bd062-5552-4f1d-924d-61bac96fd8d4","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P17"
"e9a272a6-210f-4c2f-afdb-bf1cd5db3ad3","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P18"
"c60da1c4-041b-4a58-96f4-bcda5b958266","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P19"
"2ea90dfb-3b66-40f2-bb59-14b13dee8210","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P20"
"7881447d-39c4-44f4-8ce4-4bb69391428a","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P21"
"2b24a22a-ef92-40b1-a5aa-cdd6d42fc0ea","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P22"
"d6c72368-ba53-448b-8c05-55a45be4fdb4","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P24"
"bf358d62-a0b0-478c-8e11-af57ce5c9201","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P25"
"b47cdc0e-eb1a-4982-88b6-73f0eb1b314e","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P26"
"d346cd33-82c3-4a48-92a7-c0f26d537ad5","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P27"
"7a56b797-a253-4448-9d9a-11e0c848f8c4","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P28"
"39ee4687-6d85-49e5-a1e0-47c1796fc583","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P29"
"a6ccbdd9-d3c5-4108-b5ec-db51dcad7f0e","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P30"
"e3ad7092-6be5-4a96-95c2-d2ad6f23e258","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Core Stair","BZ-P31"
"64ddf3d2-f70d-4c3d-b413-6a0f353d7d1b","","folder-normal","not-started","","step","TRUE","FALSE","Building Z","Installation QA","Level BZ","Landing"
"138cf6e0-d4da-43a4-8b53-6eb9415e01b2","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD01"
"7086d97f-a1ae-4d8f-be69-d8f15edb12bc","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD02"
"f804ce05-f736-4608-84d2-aeeaf070afca","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD03"
"d57c5577-66e5-4e0f-94f2-2f435b55b4ef","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD04"
"52b1644e-72f7-45c4-961a-d1361bf46a06","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD05"
"a45521e5-fb13-4b30-8c1d-09ac7f58ea96","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD06"
"088d87f9-f34d-453c-9fc9-61a349eec072","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD07"
"3953653f-39ee-46e1-95cb-ead20b0d2af6","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD08"
"fef2708f-783b-48c4-9c51-56a14be46893","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD09"
"d358b356-2564-4a87-a83d-3e1d7c94b139","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD14"
"5f1076fe-4550-473a-9015-0ae7debd57d3","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Landing","BZ-LD16"
"208b2332-5dad-48ab-8bc0-a9366e1e4fd7","","folder-normal","not-started","","step","TRUE","FALSE","Building Z","Installation QA","Level BZ","Lid"
"e6e2691c-20d5-474a-80ca-ffe365f7cbbc","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Lid","BZ-P05"
"4e933734-5cb3-4039-b088-d66b77424f3f","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Lid","BZ-P14"
"93ef022b-11d0-45d9-aa2b-b71d390eb8f5","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Lid","BZ-P23"
"e9b50c32-195f-42e4-8083-787936792ff9","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Lid","BZ-P32"
"4eb826b3-ea98-4aaf-a0cf-8eb994014f09","","folder-normal","not-started","","step","TRUE","FALSE","Building Z","Installation QA","Level BZ","Stair"
"2122080f-fa82-4a5c-8c88-e8a853e306b2","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF01"
"0f8b10bf-4696-4324-83a8-e695836cc18e","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF02"
"8216430c-b040-4e6e-aa41-b80bf7349c5c","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF03"
"05b4973c-d030-44cb-9eda-a0b4785345c6","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF04"
"9fe642fa-9dbf-47fd-b1c6-fda149475a73","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF05"
"52045798-2788-4811-bc8e-b8334393762b","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF06"
"221b56d1-641f-4e1f-bee5-6f183adbea11","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF07"
"15991c24-088c-4234-b3d4-48452de581e7","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF08"
"9118f0ac-4699-4b91-9a81-9aa1d20173be","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF11"
"e7b9d3f0-5e88-4c0b-85ad-e3d9e961045e","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF12"
"f418deb5-350f-4654-a231-6708f0ef4db0","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF13"
"5556e404-8a0d-42d3-9f15-e22f4e82e65c","","checklist-sectioned","not-started","7f01c105125a7f354de8de5c46e2cc7365203008ab143ba35358badb91acbbea","checklist","FALSE","FALSE","Building Z","Installation QA","Level BZ","Stair","BZ-SF14"
"49064571-f14f-4f79-9c6c-3d0eac74857d","","checklist-flat","not-started","Level Sign Off","checklist-flat","FALSE","FALSE","Building Z","Installation QA","Level BZ","Level Sign Off"
"679131df-5154-4f03-b966-73bdc1a05bd2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building Z","Variations"
"b09ff3de-69e5-46b9-8fcc-5884d9fa6283","","folder-normal","work-in-progress","","step","TRUE","FALSE","LW"
"b7462484-d21c-4b7a-bef3-aba3f767e0f8","","folder-normal","work-in-progress","","step","TRUE","FALSE","LW","Manufacture QA"
"3aa2b383-7bf2-4a11-ab7f-9f9085729aa9","","folder-normal","work-in-progress","","step","TRUE","FALSE","LW","Manufacture QA","Landing"
"57172da9-428d-4073-ab09-1dfd3201233c","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Landing","LW-LD10"
"3b599cc2-4d35-4aec-a277-ff5c864c12f8","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Landing","LW-LD11"
"059c7a76-9276-40ff-820c-2d6c0493f8f0","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Landing","LW-LD12"
"3b0d896c-3535-4d66-89de-2e2fda203e8b","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Landing","LW-LD13"
"654ced29-6399-4cef-aef6-c254a54c77b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","LW","Manufacture QA","Core Lift"
"72bb4d7b-93af-44f5-a4ca-90eac4b5b5cc","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Core Lift","LW-P33"
"8b2e40b6-8cd1-4eb9-9b20-47572e2a67a6","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Core Lift","LW-P34"
"e358e7b6-1782-4e2d-9935-841df3ea8939","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Core Lift","LW-P35"
"4363942b-3f94-4b1e-b795-402648eaccc8","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Core Lift","LW-P36"
"2e79f865-528e-44ca-9b72-bb6431ef3e90","","folder-normal","work-in-progress","","step","TRUE","FALSE","LW","Manufacture QA","Lid"
"9ff35d98-618a-4591-9b31-415c207592e7","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Lid","LW-P37"
"d6f1c80a-d0a6-4458-bf9f-94ac297c09d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","LW","Manufacture QA","Stair"
"411428ff-1e6c-4ad4-a8ef-0ed68c480c8f","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Stair","LW-SF09"
"43fbc14b-f6cd-415e-b0c6-772535a0034b","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","LW","Manufacture QA","Stair","LW-SF10"
"ca496fba-b240-43e1-9e94-aee07f83ec11","","folder-normal","no-status-not-started","","step","TRUE","FALSE","LW","Delivery / Installation Day"
"61136a70-8da7-4d0a-be04-113dd3b0b218","","folder-normal","not-started","","step","TRUE","FALSE","LW","Installation QA"
"1eaeca0c-8275-4fdd-8f00-f84b391b512c","","folder-normal","not-started","","step","TRUE","FALSE","LW","Installation QA","Landing"
"650f93d5-f5eb-439c-b023-1b39669af845","","checklist-sectioned","not-started","455bad4a563513b25453bc93e926e472c9f30e9e56468abb778c3c426adb3dae","checklist","FALSE","FALSE","LW","Installation QA","Landing","LW-LD10"
"784f637a-a8d9-4189-8ce2-0c4d5f98ecba","","checklist-sectioned","not-started","455bad4a563513b25453bc93e926e472c9f30e9e56468abb778c3c426adb3dae","checklist","FALSE","FALSE","LW","Installation QA","Landing","LW-LD11"
"5a325374-0294-4a83-bcb9-c14254481a99","","checklist-sectioned","not-started","455bad4a563513b25453bc93e926e472c9f30e9e56468abb778c3c426adb3dae","checklist","FALSE","FALSE","LW","Installation QA","Landing","LW-LD12"
"9e0cd716-6755-465a-9609-3e86a71d55bb","","checklist-sectioned","not-started","455bad4a563513b25453bc93e926e472c9f30e9e56468abb778c3c426adb3dae","checklist","FALSE","FALSE","LW","Installation QA","Landing","LW-LD13"
