resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
,step,,,,,,B07.01,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.02,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.03,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.04,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.05,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.06,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.07,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.08,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.09,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B07.10,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,Level 8,,,,,,,,
,step,,,,,,B08.01,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.02,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.03,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.04,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.05,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.06,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.07,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.08,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.09,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B08.10,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,Level 9,,,,,,,,
,step,,,,,,B09.01,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.02,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.03,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.04,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.05,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.06,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.07,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.08,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B09.09,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,Level 10,,,,,,,,
,step,,,,,,B10.01,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.02,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.03,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.04,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.05,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.06,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.07,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.08,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,,,,B10.09,,,,,,,
,step,,,,,,,Bathroom,,,,,,
Wall Checklist,checklist,,,,,,,,Wall,,,,,
Floor Checklist,checklist,,,,,,,,Floor,,,,,
Kitchen Floor Checklist,checklist,,,,,,,Kitchen Floor,,,,,,
,step,,,,,,,Laundry,,,,,,
Splashback Checklist,checklist,,,,,,,,Splashback,,,,,
Floor / Skirting,checklist,,,,,,,,Floor / Skirting,,,,,
Floor Checklist,checklist,,,,,,,Balcony Floor,,,,,,
,step,,,Variations,,,,,,,,,,
,step,,,,Tower D,,,,,,,,,
,step,,,,,Level 1,,,,,,,,
,step,,,,,,D01.01,,,,,,,
,step,,,,,,D01.02,,,,,,,
,step,,,,,,D01.03,,,,,,,
,step,,,,,,D01.04,,,,,,,
,step,,,,,,D01.05,,,,,,,
,step,,,,,,D01.06,,,,,,,
,step,,,,,,D01.07,,,,,,,
,step,,,,,,D01.08,,,,,,,
,step,,,,,Level 2,,,,,,,,
,step,,,,,,D02.01,,,,,,,
,step,,,,,,D02.02,,,,,,,
,step,,,,,,D02.03,,,,,,,
,step,,,,,,D02.04,,,,,,,
,step,,,,,,D02.05,,,,,,,
,step,,,,,,D02.06,,,,,,,
,step,,,,,,D02.07,,,,,,,
,step,,,,,,D02.08,,,,,,,
,step,,,,,,D02.09,,,,,,,
,step,,,,,Level 3,,,,,,,,
,step,,,,,,D03.01,,,,,,,
,step,,,,,,D03.02,,,,,,,
,step,,,,,,D03.03,,,,,,,
,step,,,,,,D03.04,,,,,,,
,step,,,,,,D03.05,,,,,,,
,step,,,,,,D03.06,,,,,,,
,step,,,,,,D03.07,,,,,,,
,step,,,,,,D03.08,,,,,,,
,step,,,,,,D03.09,,,,,,,
,step,,,,,Level 4,,,,,,,,
,step,,,,,,D04.01,,,,,,,
,step,,,,,,D04.02,,,,,,,
,step,,,,,,D04.03,,,,,,,
,step,,,,,,D04.04,,,,,,,
,step,,,,,,D04.05,,,,,,,
,step,,,,,,D04.06,,,,,,,
,step,,,,,,D04.07,,,,,,,
,step,,,,,,D04.08,,,,,,,
,step,,,,,,D04.09,,,,,,,
,step,,,,,Level 5,,,,,,,,
,step,,,,,,D05.01,,,,,,,
,step,,,,,,D05.02,,,,,,,
,step,,,,,,D05.03,,,,,,,
,step,,,,,,D05.04,,,,,,,
,step,,,,,,D05.05,,,,,,,
,step,,,,,,D05.06,,,,,,,
,step,,,,,,D05.07,,,,,,,
,step,,,,,,D05.08,,,,,,,
,step,,,,,,D05.09,,,,,,,
,step,,,,,Level 6,,,,,,,,
,step,,,,,,D06.01,,,,,,,
,step,,,,,,D06.02,,,,,,,
,step,,,,,,D06.03,,,,,,,
,step,,,,,,D06.04,,,,,,,
,step,,,,,,D06.05,,,,,,,
,step,,,,,,D06.06,,,,,,,
,step,,,,,,D06.07,,,,,,,
,step,,,,,,D06.08,,,,,,,
,step,,,,,,D06.09,,,,,,,
,step,,,,,Level 7,,,,,,,,
,step,,,,,,D07.01,,,,,,,
,step,,,,,,D07.02,,,,,,,
,step,,,,,,D07.03,,,,,,,
,step,,,,,,D07.04,,,,,,,
,step,,,,,,D07.05,,,,,,,
,step,,,,,,D07.06,,,,,,,
,step,,,,,,D07.07,,,,,,,
,step,,,,,,D07.08,,,,,,,
,step,,,,,,D07.09,,,,,,,
,step,,,,,Level 8,,,,,,,,
,step,,,,,,D08.01,,,,,,,
,step,,,,,,D08.02,,,,,,,
,step,,,,,,D08.03,,,,,,,
,step,,,,,,D08.04,,,,,,,
,step,,,,,,D08.05,,,,,,,
,step,,,,,,D08.06,,,,,,,
,step,,,,,,D08.07,,,,,,,
,step,,,,,,D08.08,,,,,,,
,step,,,,,,D08.09,,,,,,,
,step,,,,,Level 9,,,,,,,,
,step,,,,,,D09.01,,,,,,,
,step,,,,,,D09.02,,,,,,,
,step,,,,,,D09.03,,,,,,,
,step,,,,,,D09.04,,,,,,,
,step,,,,,,D09.05,,,,,,,
,step,,,,,,D09.06,,,,,,,
,step,,,,,,D09.07,,,,,,,
,step,,,,,,D09.08,,,,,,,
,step,,,,,,D09.09,,,,,,,
,step,,,,,Level 10,,,,,,,,
,step,,,,,,D10.01,,,,,,,
,step,,,,,,D10.02,,,,,,,
,step,,,,,,D10.03,,,,,,,
,step,,,,,,D10.04,,,,,,,
,step,,,,,,D10.05,,,,,,,
,step,,,,,,D10.06,,,,,,,
,step,,,,,,D10.07,,,,,,,
,step,,,,,,D10.08,,,,,,,
,step,,,,,,D10.09,,,,,,,
,step,,,,,Level 11,,,,,,,,
,step,,,,,,D11.01,,,,,,,
,step,,,,,,D11.02,,,,,,,
,step,,,,,,D11.03,,,,,,,
,step,,,,,,D11.04,,,,,,,
,step,,,,,,D11.05,,,,,,,
,step,,,,,,D11.06,,,,,,,
,step,,,,,,D11.07,,,,,,,
,step,,,,,,D11.08,,,,,,,
,step,,,,,,D11.09,,,,,,,
,step,,,,,Level 12,,,,,,,,
,step,,,,,,D12.01,,,,,,,
,step,,,,,,D12.02,,,,,,,
,step,,,,,,D12.03,,,,,,,
,step,,,,,,D12.04,,,,,,,
,step,,,,,,D12.05,,,,,,,
,step,,,,,,D12.06,,,,,,,
,step,,,,,,D12.07,,,,,,,
,step,,,,,,D12.08,,,,,,,
,step,,,,,,D12.09,,,,,,,
,step,,,,,Level 13,,,,,,,,
,step,,,,,,D13.01,,,,,,,
,step,,,,,,D13.02,,,,,,,
,step,,,,,,D13.03,,,,,,,
,step,,,,,,D13.04,,,,,,,
,step,,,,Tower C,,,,,,,,,
,step,,,,,Level 1,,,,,,,,
,step,,,,,,C01.01,,,,,,,
,step,,,,,,C01.02,,,,,,,
,step,,,,,,C01.03,,,,,,,
,step,,,,,,C01.04,,,,,,,
,step,,,,,,C01.05,,,,,,,
,step,,,,,,C01.06,,,,,,,
,step,,,,,,C01.07,,,,,,,
,step,,,,,,C01.08,,,,,,,
,step,,,,,,C01.09,,,,,,,
,step,,,,,Level 2,,,,,,,,
,step,,,,,,C02.01,,,,,,,
,step,,,,,,C02.02,,,,,,,
,step,,,,,,C02.03,,,,,,,
,step,,,,,,C02.04,,,,,,,
,step,,,,,,C02.05,,,,,,,
,step,,,,,,C02.06,,,,,,,
,step,,,,,,C02.07,,,,,,,
,step,,,,,,C02.08,,,,,,,
,step,,,,,,C02.09,,,,,,,
,step,,,,,Level 3,,,,,,,,
,step,,,,,,C03.01,,,,,,,
,step,,,,,,C03.02,,,,,,,
,step,,,,,,C03.03,,,,,,,
,step,,,,,,C03.04,,,,,,,
,step,,,,,,C03.05,,,,,,,
,step,,,,,,C03.06,,,,,,,
,step,,,,,,C03.07,,,,,,,
,step,,,,,,C03.08,,,,,,,
,step,,,,,,C03.09,,,,,,,
,step,,,,,Level 4,,,,,,,,
,step,,,,,,C04.01,,,,,,,
,step,,,,,,C04.02,,,,,,,
,step,,,,,,C04.03,,,,,,,
,step,,,,,,C04.04,,,,,,,
,step,,,,,,C04.05,,,,,,,
,step,,,,,,C04.06,,,,,,,
,step,,,,,,C04.07,,,,,,,
,step,,,,,,C04.08,,,,,,,
,step,,,,,,C04.09,,,,,,,
,step,,,,,Level 5,,,,,,,,
,step,,,,,,C05.01,,,,,,,
,step,,,,,,C05.02,,,,,,,
,step,,,,,,C05.03,,,,,,,
,step,,,,,,C05.04,,,,,,,
,step,,,,,,C05.05,,,,,,,
,step,,,,,,C05.06,,,,,,,
,step,,,,,,C05.07,,,,,,,
,step,,,,,,C05.08,,,,,,,
,step,,,,,,C05.09,,,,,,,
,step,,,,,Level 6,,,,,,,,
,step,,,,,,C06.01,,,,,,,
,step,,,,,,C06.02,,,,,,,
,step,,,,,,C06.03,,,,,,,
,step,,,,,,C06.04,,,,,,,
,step,,,,,,C06.05,,,,,,,
,step,,,,,,C06.06,,,,,,,
,step,,,,,,C06.07,,,,,,,
,step,,,,,,C06.08,,,,,,,
,step,,,,,,C06.09,,,,,,,
,step,,,,,Level 7,,,,,,,,
,step,,,,,,C07.01,,,,,,,
,step,,,,,,C07.02,,,,,,,
,step,,,,,,C07.03,,,,,,,
,step,,,,,,C07.04,,,,,,,
,step,,,,,,C07.05,,,,,,,
,step,,,,,,C07.06,,,,,,,
,step,,,,,,C07.07,,,,,,,
,step,,,,,,C07.08,,,,,,,
,step,,,,,,C07.09,,,,,,,
,step,,,,,Level 8,,,,,,,,
,step,,,,,,C08.01,,,,,,,
,step,,,,,,C08.02,,,,,,,
,step,,,,,,C08.03,,,,,,,
,step,,,,,,C08.04,,,,,,,
,step,,,,,,C08.05,,,,,,,
,step,,,,,,C08.06,,,,,,,
,step,,,,,,C08.07,,,,,,,
,step,,,,,,C08.08,,,,,,,
,step,,,,,,C08.09,,,,,,,
,step,,,,,Level 9,,,,,,,,
,step,,,,,,C09.01,,,,,,,
,step,,,,,,C09.02,,,,,,,
,step,,,,,,C09.03,,,,,,,
,step,,,,,,C09.04,,,,,,,
,step,,,,,,C09.05,,,,,,,
,step,,,,,,C09.06,,,,,,,
,step,,,,,,C09.07,,,,,,,
,step,,,,,,C09.08,,,,,,,
