Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Variations (Tower 1-3),,,,,,
,Scope,,,Variations,,
,Rows,,,,,
,,Tower 1 - Level 1,dynamic,Level 1,Tower 1,Variations
,,Tower 1 - Level 2,dynamic,Level 2,Tower 1,Variations
,,Tower 1 - Level 3,dynamic,Level 3,Tower 1,Variations
,,Tower 1 - Level 4,dynamic,Level 4,Tower 1,Variations
,,Tower 1 - Level 5,dynamic,Level 5,Tower 1,Variations
,,Tower 1 - Level 6,dynamic,Level 6,Tower 1,Variations
,,Tower 1 - Level 7,dynamic,Level 7,Tower 1,Variations
,,Tower 1 - Level 8,dynamic,Level 8,Tower 1,Variations
,,Tower 1 - Level 9,dynamic,Level 9,Tower 1,Variations
,,Tower 2 - Level 1,dynamic,Level 1,Tower 2,Variations
,,Tower 2 - Level 2,dynamic,Level 2,Tower 2,Variations
,,Tower 2 - Level 3,dynamic,Level 3,Tower 2,Variations
,,Tower 2 - Level 4,dynamic,Level 4,Tower 2,Variations
,,Tower 2 - Level 5,dynamic,Level 5,Tower 2,Variations
,,Tower 3 - Ground Level,dynamic,Ground Level,Tower 3,Variations
,,Tower 3 - Level 1,dynamic,Level 1,Tower 3,Variations
,,Tower 3 - Level 2,dynamic,Level 2,Tower 3,Variations
,,Tower 3 - Level 3,dynamic,Level 3,Tower 3,Variations
,,Tower 3 - Level 4,dynamic,Level 4,Tower 3,Variations
,,Tower 3 - Level 5,dynamic,Level 5,Tower 3,Variations
,,Tower 3 - Level 6,dynamic,Level 6,Tower 3,Variations
,Columns,,,,,
,,Variations details entered (comment & take photo where applicable),,Variations details entered (comment and take a photo where applicable),,
,,,,,,
Variations (Tower 4-6),,,,,,
,Scope,,,Variations,,
,Rows,,,,,
,,Tower 4 - Ground Level,dynamic,Ground Level,Tower 4,Variations
,,Tower 4 - Level 1,dynamic,Level 1,Tower 4,Variations
,,Tower 4 - Level 2,dynamic,Level 2,Tower 4,Variations
,,Tower 4 - Level 3,dynamic,Level 3,Tower 4,Variations
,,Tower 4 - Level 4,dynamic,Level 4,Tower 4,Variations
,,Tower 4 - Level 5,dynamic,Level 5,Tower 4,Variations
,,Tower 4 - Level 6,dynamic,Level 6,Tower 4,Variations
,,Tower 4 - Level 7,dynamic,Level 7,Tower 4,Variations
,,Tower 4 - Level 8,dynamic,Level 8,Tower 4,Variations
,,Tower 5 - Ground Level,dynamic,Ground Level,Tower 5,Variations
,,Tower 5 - Level 1,dynamic,Level 1,Tower 5,Variations
,,Tower 5 - Level 2,dynamic,Level 2,Tower 5,Variations
,,Tower 5 - Level 3,dynamic,Level 3,Tower 5,Variations
,,Tower 5 - Level 4,dynamic,Level 4,Tower 5,Variations
,,Tower 5 - Level 5,dynamic,Level 5,Tower 5,Variations
,,Tower 5 - Level 6,dynamic,Level 6,Tower 5,Variations
,,Tower 6 - Ground Level,dynamic,Ground Level,Tower 6,Variations
,,Tower 6 - Level 1,dynamic,Level 1,Tower 6,Variations
,,Tower 6 - Level 2,dynamic,Level 2,Tower 6,Variations
,,Tower 6 - Level 3,dynamic,Level 3,Tower 6,Variations
,,Tower 6 - Level 4,dynamic,Level 4,Tower 6,Variations
,,Tower 6 - Level 5,dynamic,Level 5,Tower 6,Variations
,,Tower 6 - Level 6,dynamic,Level 6,Tower 6,Variations
,,Tower 6 - Level 7,dynamic,Level 7,Tower 6,Variations
,,Tower 6 - Level 8,dynamic,Level 8,Tower 6,Variations
,,Tower 6 - Level 9,dynamic,Level 9,Tower 6,Variations
,,Tower 6 - Level 10,dynamic,Level 10,Tower 6,Variations
,Columns,,,,,
,,Variations details entered (comment & take photo where applicable),,Variations details entered (comment and take a photo where applicable),,
