resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Basement 1,,,,,,,,
,,step,,,,Zone 93,,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,B1.C.001,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,B1.C.002,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,B1.C.003,,,,,,
,,step,,,Lower Ground,,,,,,,,
,,step,,,,Zone 90,,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.001,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.002,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.003,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.004,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.012,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.013,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.017,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.018,,,,,,
,,step,,,,Zone 93,,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.005,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.B.586,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.B.587,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.014,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.015,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LG.C.016,,,,,,
,,step,,,Lower Ground Mezzanine,,,,,,,,
,,step,,,,Zone 90,,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.003,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.007,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.008,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.009,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.012,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.017,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.018,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.022,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.023,,,,,,
,,step,,,,Zone 92,,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.B.505,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.B.583,,,,,,
,,step,,,,Zone 93,,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.010,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.011,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.014,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.015,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.016,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.019,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.020,,,,,,
ITP 01 - Rigid Board,ITP 02 - Speedpanel,folder-with-checklists,,,,,LM.C.021,,,,,,
