"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"debe2141-39c9-4dbc-a35f-1c8d651f19db","","folder-normal","not-started","","step","TRUE","FALSE","TE00728 Modular Buildings"
"f7707727-a118-42bf-bed5-709ad3386c87","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","OHS"
"a3a1c8f1-9efd-44d6-baf5-0393a6183848","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5"
"3219c860-bc37-44b1-814e-f4aa38ec46e9","","folder-normal","not-started","","step","TRUE","FALSE","TE00850 205 Williams St"
"bb6759a1-efb3-4746-a9ba-27fd42b13c6d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","OHS"
"88557800-25b2-43d5-bbe6-2bf7152d5c47","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5"
"5fc950d8-f229-4726-a121-11f4f1f6db95","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Matt Feehan"
"21bf6751-df9f-4dd0-acc1-ef9226f61d70","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Andrew Brew"
"d1f15a8a-2ae3-49a9-bd26-1910d1a6ce84","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Jackson Pollock"
"1ddde58d-bd1e-4c6e-82f8-65127c0cbabc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Travis De Bono"
"f0bb72dd-b2c9-4257-99c0-e5558befee69","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Flynn Harrison Brown"
"4e3692a5-ff25-46ac-98e6-69bed46424e3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Riley Blake"
"fe6aa39f-7dc7-4c83-8ef6-87214c277ff6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Dale May"
"9b5eec2e-b255-4b9a-88f6-a8c9a6e3a546","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00850 205 Williams St","TAKE 5","Jack Rice"
"60a9b078-d0bb-413f-ad32-18d31fd37bd4","","folder-normal","not-started","","step","TRUE","FALSE","TE00850 205 Williams St","QA"
"2e20eec2-fc09-4cb9-9d33-f53aaebe5b9b","","folder-normal","not-started","","step","TRUE","FALSE","TE00850 205 Williams St","QA","LEVEL 12"
"7d75fb34-6055-40c5-88ac-32c6a6199ec6","","checklist-flat","not-started","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00850 205 Williams St","QA","LEVEL 12","FIX 1"
"4dddf00b-ad00-4253-a54d-21909147cbd8","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00850 205 Williams St","QA","LEVEL 12","FIX 2"
"efe54f18-aba0-45e2-97b2-59a4f5501b5f","","folder-normal","not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place"
"0255753a-968d-4f8f-8852-32b9f5b59e46","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","OHS"
"7eb18467-5b19-44f4-8a01-826eed906cf6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5"
"ee9aaf8b-836e-4440-961f-e2d9b9806023","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Matt Feehan"
"5e840f30-76b0-429c-a74e-bcacecec738a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Andrew Brew"
"45b62eee-4f0a-4328-95d9-0b8ba049f92e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Jackson Pollock"
"e251b60f-c481-4c20-9478-a3ad7e0036c6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Travis De Bono"
"933d1781-54e7-47f7-ba7c-b010279341a3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Flynn Harrison Brown"
"cc824b50-ce0d-4f36-9bab-06f97baa5f92","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Riley Blake"
"aa44923e-9bce-49c1-af28-9c6ddd5aba4d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Dale May"
"de0ea18c-cc8a-40f8-8074-cf64e4822a15","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","TAKE 5","Jack Rice"
"e69c591d-3f38-4769-a5d3-49e6e0582dce","","folder-normal","not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","QA"
"f20b65f5-93bd-45d3-b10e-324942ddc3e4","","folder-normal","not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 13"
"92caaf68-6a1d-41ac-9222-39fc930bce0d","","checklist-flat","not-started","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 13","FIX 1"
"5c24ec02-0798-4e07-86e4-f6c6dc194a13","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 13","FIX 2"
"6f62d186-1315-4745-a9bf-bd8773906726","","folder-normal","not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 14"
"8dd88af3-845b-4d17-9b29-481ed9759986","","checklist-flat","not-started","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 14","FIX 1"
"8cc97ca2-00b7-44fd-8a4d-69379d36a87e","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 14","FIX 2"
"9d3ea9e5-c6bf-49d9-a25b-1fbeaa7d0476","","folder-normal","not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 15"
"dcdbc0e7-2274-4752-a329-f2322f14af86","","checklist-flat","not-started","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 15","FIX 1"
"2a73204b-9693-4692-8a64-027e70c90df1","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 15","FIX 2"
"67da06c3-de4b-484c-934b-2dddc6ac7e66","","folder-normal","not-started","","step","TRUE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 21"
"95a4e9f7-eef8-45cb-bc0c-25202da51489","","checklist-flat","not-started","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 21","FIX 1"
"f84fd8da-092f-4e2c-b662-9b6e604ad3d6","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00876 28 Fresh water Place","QA","LEVEL 21","FIX 2"
"f15e2440-b1a6-4745-af6d-4ca970a14dc6","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD"
"8777fd09-0f43-4116-8a1c-219cedeaea75","","checklist-flat","not-started","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","OHS"
"36073349-6578-46c9-a732-477823b2ad42","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Site QA"
"525e3124-f46a-4e87-a83a-08f44e0f7841","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 4"
"b683a3c7-b54b-4d11-ab2a-8ebf9ff0e553","","checklist-flat","work-in-progress","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 4","Fix 1"
"6bfcde14-0b86-4895-9335-da8866d75670","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 4","Fix 2"
"e7001f43-9af3-4faf-b869-4c687a30e585","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 16"
"a8352ed6-1e63-45ce-b1be-5863c8c58404","","checklist-flat","work-in-progress","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 16","Fix 1"
"29385a27-a025-4c0d-93d2-d78436c4e5cb","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 16","Fix 2"
"d95015ec-2fe6-44c4-8d5b-7fc0e5139593","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 18"
"08d40158-da72-423d-ba69-f2741fd2ee70","","checklist-flat","work-in-progress","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 18","Fix 1"
"1ff3f82c-12ba-48b7-a64d-e925e46cb41d","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 18","Fix 2"
"108eb060-6c75-4691-8831-bc852f019fc5","","checklist-flat","not-started","Transplumb Variations","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Site QA","Level 18","Transplumb Variations"
"ae1bec95-0716-48c1-bf98-6233a3c491bf","","folder-normal","not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5"
"39ce012a-2765-4f90-9650-b3409a8ff8bf","","folder-normal","not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Matt Feehan"
"0cb2a512-6fb5-4af6-a645-d1e0a8fb8af2","","checklist-flat","not-started","Take 5 Checklist","checklist-flat","FALSE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Matt Feehan","08.08.22"
"cb36b6a7-24ac-4bbd-ad2d-e9fa5d0c7e4c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Andrew Brew"
"78dafec6-5cac-429d-8ba2-00249ba07912","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Travis De Bono"
"9d226262-d302-489e-9ae2-e441fdca3a8b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Jackson Pollock"
"c9fc82d8-76b6-4759-8f2e-b2bfe9af5a6d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Flynn Harrison - Brown"
"e253d02e-c8e1-4db5-a7b4-95e408d26db1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Riley Blake"
"a4009260-9a73-454e-b623-4c983a2e3629","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Dale May"
"9ec9a2a0-8988-404a-bfeb-3a2f26bec143","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Jack Rice"
"389b1226-b2d9-4025-a82a-43c526ce184d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","Chris Dykes"
"0390cf01-db9d-4c1a-936c-0c500e69195c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00816 - 390 ST KILDA RD","Take 5","James Taylor"
"37e29d58-3db8-46c2-9824-1b48a31cf8fb","","folder-normal","pass","","step","TRUE","FALSE","TE00887 Abbottsford Convent"
"9c3e2569-853a-4d95-b2a3-73bbcb755b3f","","checklist-flat","pass","Transplumb General Works ITP","checklist-flat","FALSE","FALSE","TE00887 Abbottsford Convent","Transplumb General Works ITP"
"33898a1f-9e0b-4652-9d5a-6ff2e3ad5295","","checklist-flat","pass","Take 5 Checklist","checklist-flat","FALSE","FALSE","TE00887 Abbottsford Convent","Take 5 Checklist"
"3789f930-57ff-4246-9590-1ef507dcb319","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00887 Abbottsford Convent","SWMS Checklist"
