"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"debe2141-39c9-4dbc-a35f-1c8d651f19db","","folder-normal","not-started","","step","TRUE","FALSE","TE00728 Modular Buildings"
"f7707727-a118-42bf-bed5-709ad3386c87","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","OHS"
"a3a1c8f1-9efd-44d6-baf5-0393a6183848","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5"
"489f7f78-6a71-4311-a315-254bd9cf9adf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Matt Feehan"
"607fed24-4d4b-45af-92eb-cf78c49b69e4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Andrew Brew"
"eecaacc5-2727-45c8-93bc-63e4215e5b65","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Jackson Pollock"
"957efc07-7639-4f87-9d34-ffbe3081e220","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Travis De Bono"
"76e9e0d6-0627-40e3-bf33-9f05722c3924","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Flynn Harrison Brown"
"862b1a58-e396-4a70-944d-d0a8176e5607","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Riley Blake"
"4befa6c0-a53e-421f-83a3-a626e76dea6c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Dale May"
"115ce4aa-2fed-455b-82cc-913c8100af0e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","TAKE 5","Jack Rice"
"02207728-a7dc-4492-a7a5-d2cdd2c0a171","","folder-normal","not-started","","step","TRUE","FALSE","TE00728 Modular Buildings","QA"
"4183020c-28ad-4136-8198-9c20ceef0ec0","","checklist-flat","not-started","Fix 1 ITP","checklist-flat","FALSE","FALSE","TE00728 Modular Buildings","QA","FIX 1"
"ef38aec6-745f-4b3a-bc7e-564b90b8ee0a","","checklist-flat","not-started","Fix 2 ITP","checklist-flat","FALSE","FALSE","TE00728 Modular Buildings","QA","FIX 2"
"ea5e4104-1fc2-4537-a619-0f3284e66113","","folder-normal","not-started","","step","TRUE","FALSE","TE00829 Silo D"
"c88ad8f7-2fc7-4464-8c53-38e328f30a45","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","OHS"
"e16730d5-fdd7-41ce-9973-6975b6801b7b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5"
"7eb7c07f-acc6-4582-b05f-8a8cf2d623a8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Matt Feehan"
"a5d5b6d8-4d2e-445a-84ad-12cfb8cf2ce4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Andrew Brew"
"3531d81c-b3c1-42d1-9657-c7401929d5be","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Jackson Pollock"
"12c50f73-f67a-494d-9776-5e928db2e6cf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Travis De Bono"
"c83fcd18-7864-4253-a554-0aa9c1ef8137","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Flynn Harrison Brown"
"d5a4e364-dfa1-40f7-8fbb-83aa6a5cc53d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Riley Blake"
"6d5d8af4-8b22-4c30-9e50-43dd5bda2943","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Dale May"
"aba9a12f-7474-4556-84e3-266e01579ab0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","TAKE 5","Jack Rice"
"aa6ad379-8b0e-4aa9-b276-54b29adb7fce","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","QA"
"a35712f7-4826-43f4-81df-1cee3900f0af","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","QA","AWNINGS"
"b80e2ff5-4dea-48e2-bea4-c607af1f83af","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","QA","ROOF STRUCTURE"
"52c043c9-5806-4374-bbb5-467039ab29ea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","QA","PARAPAT"
"339737e3-5536-4571-b67d-5fe53ac66e90","","folder-normal","no-status-not-started","","step","TRUE","FALSE","TE00829 Silo D","QA","BRIDGE"
"12bedbf0-fc35-4ffb-8eb4-c4e6916155d2","","checklist-flat","not-started","Transplumb Roofing ITP","checklist-flat","FALSE","FALSE","TE00829 Silo D","Transplumb Roofing ITP"
