Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
In Decks,,,,,,,
,Scope,,,Site QA,In Decks,,
,Rows,,,,,,
,,Stairs - Stair Core (Tower),dynamic,Stair Core (Tower),Stairs,In Decks,Site QA
,,Stairs - Stair 04 (South West Stair),dynamic,Stair 04 (South West Stair),Stairs,In Decks,Site QA
,,Stairs - Stair 05 (RAC Western Egress),dynamic,Stair 05 (RAC Western Egress),Stairs,In Decks,Site QA
,,Stairs - Stair 06,dynamic,Stair 06,Stairs,In Decks,Site QA
,,Stairs - Stair 07 (Parish Core),dynamic,Stair 07 (Parish Core),Stairs,In Decks,Site QA
,,Stairs - Stair 08 (School Core),dynamic,Stair 08 (School Core),Stairs,In Decks,Site QA
,,Stairs - External Stair 01,dynamic,External Stair 01,Stairs,In Decks,Site QA
,,Stairs - External Stair 02,dynamic,External Stair 02,Stairs,In Decks,Site QA
,,Stairs - External Stair 03,dynamic,External Stair 03,Stairs,In Decks,Site QA
,,Stairs - Miscellaneous Stairs,dynamic,Miscellaneous Stairs,Stairs,In Decks,Site QA
,,Basement 2,dynamic,Basement 2,In Decks,Site QA,
,,Basement 1,dynamic,Basement 1,In Decks,Site QA,
,,Lower Ground,dynamic,Lower Ground,In Decks,Site QA,
,,Upper Ground,dynamic,Upper Ground,In Decks,Site QA,
,,School - Level 1,dynamic,Level 1,School,In Decks,Site QA
,,School - Level 2,dynamic,Level 2,School,In Decks,Site QA
,,School - Level 3,dynamic,Level 3,School,In Decks,Site QA
,,School - Level 4,dynamic,Level 4,School,In Decks,Site QA
,,Parish Hall - Level 1,dynamic,Level 1,Parish Hall,In Decks,Site QA
,,Parish Hall - Level 2,dynamic,Level 2,Parish Hall,In Decks,Site QA
,,Parish Hall - Level 3,dynamic,Level 3,Parish Hall,In Decks,Site QA
,,Parish Hall - Level 4,dynamic,Level 4,Parish Hall,In Decks,Site QA
,,RAC (Residential Aged Care) - Level 1,dynamic,Level 1,RAC (Residential Aged Care),In Decks,Site QA
,,RAC (Residential Aged Care) - Level 2,dynamic,Level 2,RAC (Residential Aged Care),In Decks,Site QA
,,RAC (Residential Aged Care) - Level 3,dynamic,Level 3,RAC (Residential Aged Care),In Decks,Site QA
,,RAC (Residential Aged Care) - Level 4,dynamic,Level 4,RAC (Residential Aged Care),In Decks,Site QA
,,RL (Retired Living) - Level 5,dynamic,Level 5,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 6,dynamic,Level 6,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 7,dynamic,Level 7,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 8,dynamic,Level 8,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 9,dynamic,Level 9,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 10,dynamic,Level 10,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 11,dynamic,Level 11,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 12,dynamic,Level 12,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 13,dynamic,Level 13,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 14,dynamic,Level 14,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 15,dynamic,Level 15,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 16,dynamic,Level 16,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 17,dynamic,Level 17,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 18,dynamic,Level 18,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 19,dynamic,Level 19,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 20,dynamic,Level 20,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 21,dynamic,Level 21,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 22,dynamic,Level 22,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 23,dynamic,Level 23,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 24,dynamic,Level 24,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 25,dynamic,Level 25,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 26,dynamic,Level 26,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 27,dynamic,Level 27,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 28,dynamic,Level 28,RL (Retired Living),In Decks,Site QA
,,RL (Retired Living) - Level 29,dynamic,Level 29,RL (Retired Living),In Decks,Site QA
,Columns,,,,,,
,,Lighting services conduits & cast in boxes installed,,Lighting services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,Power services conduits & cast in boxes installed,,Power services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,Communication services conduits & cast in boxes installed,,Communication services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,Security services conduits & cast in boxes installed,,Security services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,All Penetrations installed,,All Penetrations have been installed in accordance with design and as per drawings.,,,
