Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Penos,,,,,
,Scope,,Penos,,
,Rows,,,,
,Columns,,,,
,,,,,
Drains Stacks and Vents,,,,,
,Scope,,Drains Stacks and Vents,,
,Rows,,,,
,Columns,,,,
,,,,,
Rough In,,,,,
,Scope,,Rough In,,
,Rows,,,,
,Columns,,,,
,,,,,
Risers,,,,,
,Scope,,Risers,,
,Rows,,,,
,Columns,,,,
,,,,,
Fitoff,,,,,
,Scope,,Fitoff,,
,Rows,,,,
,Columns,,,,
,,,,,
Testing,,,,,
,Scope,,Testing,,
,Rows,,,,
,Columns,,,,
,,,,,
Plant & Equiment Install,,,,,
,Scope,,Plant & Equiment Install,,
,Rows,,,,
,Columns,,,,
,,,,,
Commmissioning,,,,,
,Scope,,Commmissioning,,
,Rows,,,,
,Columns,,,,
