type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Stairs (in-situ) Checklist ,,,,,,Stairs (in-situ) Checklist 
section,Phase 1,,,,,,
checkpoint,Area accessible & ready,,,,,,
checkpoint,Drawing references entered ,,,,,,
textbox,Architectural,,,,,,
textbox,Structural,,,,,,
textbox,Other,,,,,,
checkpoint,Current plans in use ,,,,,,
checkpoint,Land stringers & backdrops secured,,,,,,
checkpoint,Datum RL supplied by surveyor pour height marked ,,,,,,
checkpoint,Couplers & rebate boards installed ,,,,,,
checkpoint,Base of stairs cleaned ,,,,,,
checkpoint,Riser heights confirmed,,,,,,
checkpoint,Going lengths confirmed,,,,,,
checkpoint,Correct Class of Finish,,,,,,
signoff,Inspection by site engineer ,,,,,,
section,Phase 2,,,,,,
checkpoint,Datum RL supplied by surveyor pour height marked ,,,,,,
checkpoint,Couplers & rebate boards installed ,,,,,,
checkpoint,Base of stairs cleaned ,,,,,,
checkpoint,Riser heights confirmed,,,,,,
checkpoint,Going lengths confirmed,,,,,,
checkpoint,Correct Class of Finish,,,,,,
signoff,Inspection by site engineer ,,,,,,
