Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Penetrations - Core Hole Penetration,,,,,,,
,Scope,,,penetrations,,,
,Rows,,,,,,
,,Level 1,dynamic,penetrations,core hole penetration,site qa,level 1
,,Level 2,dynamic,penetrations,core hole penetration,site qa,level 2
,,Level 3,dynamic,penetrations,core hole penetration,site qa,level 3
,,Level 4,dynamic,level 4,penetrations,core hole penetration,site qa
,,Level 5,dynamic,level 5,penetrations,core hole penetration,site qa
,,Level 6,dynamic,level 6,penetrations,core hole penetration,site qa
,,Level 7,dynamic,penetrations,level 7,core hole penetration,site qa
,,Level 8,dynamic,penetrations,core hole penetration,site qa,level 8
,,Level 9,dynamic,penetrations,core hole penetration,site qa,level 9
,,Level 10,dynamic,level 10,penetrations,core hole penetration,site qa
,,Level 11,dynamic,penetrations,core hole penetration,site qa,level 11
,,Level 12,dynamic,penetrations,core hole penetration,site qa,level 12
,,Level 13,dynamic,penetrations,core hole penetration,site qa,level 13
,,Level 14,dynamic,penetrations,core hole penetration,site qa,level 14
,,Level 15,dynamic,level 15,penetrations,core hole penetration,site qa
,,Level 16,dynamic,level 16,penetrations,core hole penetration,site qa
,,Level 17,dynamic,penetrations,level 17,core hole penetration,site qa
,Columns,,,,,,
,,Core Hole Checklist,,core hole checklist,,,
,,Sign Off,,sign off,,,
