type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Roof Framing,,,,,,
section,Details,,,,,,
checkpoint,Has area been handed over by W & H,,,,,,
checkpoint,Is steel complete,,,,,,
checkpoint,Steel beams packed,,,,,,
checkpoint,All bolts installed to bearers,,,,,,
checkpoint,DPC installed where required,,,,,,
checkpoint,Trusses installed,,,,,,
checkpoint,Hip trusse nogged,,,,,,
checkpoint,Ridge nogged,,,,,,
checkpoint,Hardware install,,,,,,
checkpoint,Lintel bolts and brackets,,,,,,
