Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress - Site QA,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Zone A - Basement 2,dynamic,Basement 2,Zone A,Site QA
,,Zone A - Basement 1,dynamic,Basement 1,Zone A,Site QA
,,Zone A - Lower Ground,dynamic,Lower Ground,Zone A,Site QA
,,Zone A - Podium Floor Area,dynamic,Podium Floor Area,Zone A,Site QA
,,Zone A - Level 6,dynamic,Level 6,Zone A,Site QA
,,Zone A - Plant Level Roof,dynamic,Plant Level Roof,Zone A,Site QA
,,Zone A - Roof,dynamic,Roof,Zone A,Site QA
,,Zone B - Basement 1,dynamic,Basement 1,Zone B,Site QA
,,Zone B - Lower Ground,dynamic,Lower Ground,Zone B,Site QA
,,Zone B - Podium Floor Area,dynamic,Podium Floor Area,Zone B,Site QA
,,Zone B - Level 1,dynamic,Level 1,Zone B,Site QA
,,Zone B - Level 5,dynamic,Level 5,Zone B,Site QA
,,Zone B - Level 6,dynamic,Level 6,Zone B,Site QA
,,Zone B - Plant Level Roof,dynamic,Plant Level Roof,Zone B,Site QA
,,Zone B - Roof,dynamic,Roof,Zone B,Site QA
,,Zone C - Basement 1,dynamic,Basement 1,Zone C,Site QA
,,Zone C - Lower Ground,dynamic,Lower Ground,Zone C,Site QA
,,Zone C - Podium Floor Area,dynamic,Podium Floor Area,Zone C,Site QA
,,Zone C - Plant Level Roof,dynamic,Plant Level Roof,Zone C,Site QA
,,Zone C - Roof,dynamic,Roof,Zone C,Site QA
,,Zone C - Level 5,dynamic,Level 5,Zone C,Site QA
,,Zone D - Basement 2,dynamic,Basement 2,Zone D,Site QA
,,Zone D - Basement 1,dynamic,Basement 1,Zone D,Site QA
,,Zone D - Lower Ground,dynamic,Lower Ground,Zone D,Site QA
,,Zone D - Podium Floor Area,dynamic,Podium Floor Area,Zone D,Site QA
,,Zone D - Level 2,dynamic,Level 2,Zone D,Site QA
,,Zone D - Level 3,dynamic,Level 3,Zone D,Site QA
,,Zone D - Level 9,dynamic,Level 9,Zone D,Site QA
,,Zone D - Plant Level Roof,dynamic,Plant Level Roof,Zone D,Site QA
,,Zone D - Roof,dynamic,Roof,Zone D,Site QA
,,VO29 Zone A Podium Hob Re - Waterproofing,grouping,VO29 Zone A Podium Hob Re - Waterproofing,,
,,VO29 Zone A Podium Hob Re - Waterproofing,,VO29 Zone A Podium Hob Re - Waterproofing,Site QA,
,,VO38 - Building 1B - Application of Enviro Shield to Rust on Roof,grouping,VO38 - Building 1B - Application of Enviro Shield to Rust on Roof,,
,,VO38 - Building 1B - Application of Enviro Shield to Rust on Roof,,VO38 - Building 1B - Application of Enviro Shield to Rust on Roof,Site QA,
,Columns,,,,,
,,Site QA,,Site QA,,
,,,,,,
Overall Progress - SWMS,,,,,,
,Scope,,,SWMS,,
,Rows,,,,,
,,SWMS,dynamic,SWMS,,
,Columns,,,,,
,,SWMS,,SWMS,,
,,,,,,
Overall Progress - Substructure QA,,,,,,
,Scope,,,Substructure QA,,
,Rows,,,,,
,,Substructure QA,dynamic,Substructure QA,,
,Columns,,,,,
,,Substructure QA,,Substructure QA,,
,,,,,,
Overall Progress - ITP,,,,,,
,Scope,,,ITP,,
,Rows,,,,,
,,ITP,dynamic,ITP,,
,Columns,,,,,
,,ITP,,ITP,,
