Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
B05 - Overall Progress,,,,,,
,Scope,,,B05,,
,Rows,,,,,
,,Ground Floor,dynamic,Ground Floor,Fitout,B05
,,Level 1,dynamic,Level 1,Fitout,B05
,,Level 2,dynamic,Level 2,Fitout,B05
,Columns,,,,,
,,Kitchen,,Kitchen,,
,,Corian Benchtop,,Corian Benchtop,,
,,Laundry Cabinet,,Laundry Cabinet,,
,,Laundry Corian Shelving ,,Laundry Corian Shelving ,,
,,Laundry Corian Slpashback,,Laundry Corian Slpashback,,
,,Bathroom Corian Shelving,,Bathroom Corian Shelving,,
