Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Variations (GF-L5),,,,,
,Scope,,,Variations,
,Rows,,,,
,,Ground Floor,dynamic,Ground Floor,Variations
,,Level 1,dynamic,Level 1,Variations
,,Level 2,dynamic,Level 2,Variations
,,Level 3,dynamic,Level 3,Variations
,,Level 4,dynamic,Level 4,Variations
,,Level 5,dynamic,Level 5,Variations
,Columns,,,,
,,Variations details entered (comment & take photo where applicable),,Variations details entered (comment and take a photo where applicable),
,,,,,
Variations (L6-L11),,,,,
,Scope,,,Variations,
,Rows,,,,
,,Level 6,dynamic,Level 6,Variations
,,Level 7,dynamic,Level 7,Variations
,,Level 8,dynamic,Level 8,Variations
,,Level 9,dynamic,Level 9,Variations
,,Level 10,dynamic,Level 10,Variations
,,Level 11,dynamic,Level 11,Variations
,Columns,,,,
,,Variations details entered (comment & take photo where applicable),,Variations details entered (comment and take a photo where applicable),
