resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,JBA Hall,,,,,,,,
,,,step,,,,Podiums,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Xray Area,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Offices,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,Truck Dock,,,,,,,,
,,,step,,,,Canopy,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Waste and Recycling,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,Lifts,,,,,,,,
,,,step,,,,Lift 1,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Lift 2 ,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,Ground Mezzanine,,,,,,,,
,,,step,,,,GM Offices,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Plant Rooms,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Store Rooms,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Retail Scullery,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Service Spine,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
,,,step,,,Level 1,,,,,,,,
,,,step,,,,Immigration,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Goods Screening,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Circulation,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,Roof,,,,,,,,
,,,step,,,,Pop Up,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,,Walkways,,,,,,,
Photos Checklist,Cable support QA,,folder-with-checklists,,,,,Cable Support,,,,,,
Photos Checklist,First fix QA,,folder-with-checklists,,,,,First Fix,,,,,,
Photos Checklist,Second fix QA,,folder-with-checklists,,,,,Second Fix,,,,,,
,,,step,,,Sub Boards,,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-A1-SB-0M-01 ,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-SB-0M-01 ,,,,,,,
,,,step,,,Distribution Boards,,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-A1-DB-1F-01,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-DB-1F-03,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-DB-1F-04,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-A1-DB-0M-02,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-A1-DB-0F-01,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-A1-DB-0F-02,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-A1-DB-0M-01,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-DB-0F-01,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-DB-0F-02,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-DB-0F-03,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-DB-0M-01,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-B1-DB-0M-02,,,,,,,
Photos Checklist,Switchboard Preliven QA,Switchboard Live QA,folder-with-checklists,,,,PCWEST-A1-UPSDB-0M-01,,,,,,,
,,,,,,,,,,,,,,
