Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Internal Liquid Waterproofing ITP,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Ground Floor,grouping,Ground Floor,,,
,,E001 - Bathroom 1,,Site QA,Ground Floor,E001,Bathroom 1
,,E001 - Laundry,,Site QA,Ground Floor,E001,Laundry
,,E002 - Bathroom 1,,Site QA,Ground Floor,E002,Bathroom 1
,,E002 - Bathroom 2,,Site QA,Ground Floor,E002,Bathroom 2
,,E002 - Laundry,,Site QA,Ground Floor,E002,Laundry
,,E003 - Bathroom 1,,Site QA,Ground Floor,E003,Bathroom 1
,,E003 - Laundry,,Site QA,Ground Floor,E003,Laundry
,,E004 - Bathroom 1,,Site QA,Ground Floor,E004,Bathroom 1
,,E004 - Bathroom 2,,Site QA,Ground Floor,E004,Bathroom 2
,,E004 - Laundry,,Site QA,Ground Floor,E004,Laundry
,,E005 - Bathroom 1,,Site QA,Ground Floor,E005,Bathroom 1
,,E005 - Bathroom 2,,Site QA,Ground Floor,E005,Bathroom 2
,,E005 - Laundry,,Site QA,Ground Floor,E005,Laundry
,,E006 - Bathroom 1,,Site QA,Ground Floor,E006,Bathroom 1
,,E006 - Bathroom 2,,Site QA,Ground Floor,E006,Bathroom 2
,,E006 - Laundry,,Site QA,Ground Floor,E006,Laundry
,,E007 - Bathroom 1,,Site QA,Ground Floor,E007,Bathroom 1
,,E007 - Bathroom 2,,Site QA,Ground Floor,E007,Bathroom 2
,,E007 - Laundry,,Site QA,Ground Floor,E007,Laundry
,,E008 - Bathroom 1,,Site QA,Ground Floor,E008,Bathroom 1
,,E008 - Laundry,,Site QA,Ground Floor,E008,Laundry
,,E009 - Bathroom 1,,Site QA,Ground Floor,E009,Bathroom 1
,,E009 - Bathroom 2,,Site QA,Ground Floor,E009,Bathroom 2
,,E009 - Laundry,,Site QA,Ground Floor,E009,Laundry
,,E010 - Bathroom 1,,Site QA,Ground Floor,E010,Bathroom 1
,,E010 - Laundry,,Site QA,Ground Floor,E010,Laundry
,,E011 - Bathroom 1,,Site QA,Ground Floor,E011,Bathroom 1
,,E011 - Bathroom 2,,Site QA,Ground Floor,E011,Bathroom 2
,,E011 - Laundry,,Site QA,Ground Floor,E011,Laundry
,,F001 - Bathroom 1,,Site QA,Ground Floor,F001,Bathroom 1
,,F001 - Laundry,,Site QA,Ground Floor,F001,Laundry
,,F002 - Bathroom 1,,Site QA,Ground Floor,F002,Bathroom 1
,,F002 - Bathroom 2,,Site QA,Ground Floor,F002,Bathroom 2
,,F002 - Laundry,,Site QA,Ground Floor,F002,Laundry
,,F003 - Bathroom 1,,Site QA,Ground Floor,F003,Bathroom 1
,,F003 - Laundry,,Site QA,Ground Floor,F003,Laundry
,,F004 - Bathroom 1,,Site QA,Ground Floor,F004,Bathroom 1
,,F004 - Bathroom 2,,Site QA,Ground Floor,F004,Bathroom 2
,,F004 - Laundry,,Site QA,Ground Floor,F004,Laundry
,,F005 - Bathroom 1,,Site QA,Ground Floor,F005,Bathroom 1
,,F005 - Bathroom 2,,Site QA,Ground Floor,F005,Bathroom 2
,,F005 - Laundry,,Site QA,Ground Floor,F005,Laundry
,,F006 - Bathroom 1,,Site QA,Ground Floor,F006,Bathroom 1
,,F006 - Bathroom 2,,Site QA,Ground Floor,F006,Bathroom 2
,,F006 - Laundry,,Site QA,Ground Floor,F006,Laundry
,,F007 - Bathroom 1,,Site QA,Ground Floor,F007,Bathroom 1
,,F007 - Bathroom 2,,Site QA,Ground Floor,F007,Bathroom 2
,,F007 - Laundry,,Site QA,Ground Floor,F007,Laundry
,,F008 - Bathroom 1,,Site QA,Ground Floor,F008,Bathroom 1
,,F008 - Laundry,,Site QA,Ground Floor,F008,Laundry
,,F009 - Bathroom 1,,Site QA,Ground Floor,F009,Bathroom 1
,,F009 - Bathroom 2,,Site QA,Ground Floor,F009,Bathroom 2
,,F009 - Laundry,,Site QA,Ground Floor,F009,Laundry
,,F010 - Bathroom 1,,Site QA,Ground Floor,F010,Bathroom 1
,,F010 - Laundry,,Site QA,Ground Floor,F010,Laundry
,,F011 - Bathroom 1,,Site QA,Ground Floor,F011,Bathroom 1
,,F011 - Bathroom 2,,Site QA,Ground Floor,F011,Bathroom 2
,,F011 - Laundry,,Site QA,Ground Floor,F011,Laundry
