resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E011,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F001,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F002,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F003,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F004,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F005,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F006,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F007,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F008,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F009,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F010,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F011,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G001,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G002,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G003,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G004,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G005,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G006,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G007,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G008,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G009,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G010,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G011,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H001,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H002,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H003,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H004,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H005,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H006,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H007,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H008,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H009,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H010,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H011,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,Level 1,,,,,,,,
,step,,,,,E101,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E102,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E103,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E104,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E105,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E106,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E107,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E108,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E109,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E110,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E111,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E112,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F101,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F102,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F103,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F104,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F105,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F106,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F107,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F108,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F109,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F110,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F111,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,F112,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G101,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G102,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G103,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G104,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G105,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G106,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G107,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G108,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G109,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G110,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G111,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,G112,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H101,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H102,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H103,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H104,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H105,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H106,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H107,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H108,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H109,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H110,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,H111,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,Level 2,,,,,,,,
,step,,,,,E201,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E202,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E203,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
External Balcony ITP,checklist,,,,,,Balcony,,,,,,
,step,,,,,E204,,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 1,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Bathroom 2,,,,,,
Internal Liquid Waterproofing ITP,checklist,,,,,,Laundry,,,,,,
