"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"17f12e6e-b53e-42dc-8941-337be2ee6838","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"ee9606dc-6393-4727-881d-7867adbaf663","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Underslab"
"d91e82ec-28b7-4dc6-bc4d-bce8bf1730a6","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Pipework"
"e0782ead-8b27-4e5b-863d-35f4d1f1627d","","work-in-progress","","folder","TRUE","FALSE","Project QA","Drainage"
"09811bb5-702c-4bfe-83bf-3437a354e26b","","work-in-progress","Add Drainage checks","checklist","FALSE","FALSE","Project QA","Drainage","Drainage"
"dd82dac4-4031-4c9f-81cc-88d3feb2938e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","First Fix"
"6e87db68-2045-412f-aa48-11ae64623c05","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Second Fix"
"13c9b8c7-b63b-4dad-9e47-606ec4993e39","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Others"
