"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"08f923d8-2309-41a3-a0cf-8d789a3b4e2b","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"eb92c9f7-6837-4827-b2db-3b32c1276832","","work-in-progress","","folder","TRUE","FALSE","Project QA","Underslab"
"95600711-4ed1-4985-b426-30ec69e7f41d","","work-in-progress","Add Underfloor checks","checklist","FALSE","FALSE","Project QA","Underslab","Underfloor"
"0f3a0165-8677-4010-8fd1-a413555dd493","","not-started","","folder","TRUE","FALSE","Project QA","First Fix"
"c9d4c685-e9d5-4428-926d-c34d65d523fe","","not-started","Add First Fix checks","checklist","FALSE","FALSE","Project QA","First Fix","First Fix"
"a4a24ca2-a069-4b45-b1b9-48f64ef69122","","not-started","","folder","TRUE","FALSE","Project QA","Second Fix"
"ca6a5921-a43c-4830-9044-71dd3d13b443","","not-started","Add Second Fix checks","checklist","FALSE","FALSE","Project QA","Second Fix","Second Fix"
"ccec9bab-de11-4f06-b964-8b202f0f30fd","","work-in-progress","","folder","TRUE","FALSE","Project QA","Underslab Sleeves"
"55c87959-4c32-4ec9-9053-e27828cb9d77","","work-in-progress","Add Underfloor checks","checklist","FALSE","FALSE","Project QA","Underslab Sleeves","Underfloor"
"00b19580-1eeb-40d7-87eb-093267980924","","work-in-progress","","folder","TRUE","FALSE","Project QA","Gas Mat Sleeves"
"25bdfba3-7624-4220-b9f5-844ee115c320","","work-in-progress","Add Underfloor checks","checklist","FALSE","FALSE","Project QA","Gas Mat Sleeves","Underfloor"
"3634be79-1657-4b21-9dc7-86784f88336a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Gas Mat - Underfloor"
"c46bdde5-da2d-42a1-bba7-28f4287415c4","","work-in-progress","Add Underfloor checks","checklist","FALSE","FALSE","Project QA","Gas Mat - Underfloor","Underfloor"
"f811b0e2-c7e7-42c4-95f1-3e9c60ce1316","","work-in-progress","Add First Fix checks","checklist","FALSE","FALSE","Project QA","First Fix copper from stage two to three "
"dbb0c775-8de6-479d-89de-fa0f7bd907bd","","work-in-progress","Add Underfloor checks","checklist","FALSE","FALSE","Project QA","Underfloor pvc in footings "
