"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"140e4a62-8f4a-4f7f-9a34-f13a8ceed769","","not-started","","folder","TRUE","FALSE","Project QA"
"c87abedc-5ab2-4e6f-b019-a130b7cd4747","","not-started","","folder","TRUE","FALSE","Project QA","Pipework"
"0e611832-41cd-44e5-9721-0dbb7e073114","","not-started","Add First Fix checks","checklist","FALSE","FALSE","Project QA","Pipework","First Fix"
"02b3ea56-f772-4d64-98de-5164e87a4028","","no-status-not-started","","folder","TRUE","FALSE","Project QA","First Fix"
"00851bb2-12f6-4d59-af7d-cdec66620951","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Second Fix"
"50a84d53-68e0-4d9e-8c4e-9fa41efa3c99","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Others"
