"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Pre Installation Progress"
,"Scope",,
,"Rows"
,,"Level 1","dynamic","level 1"
,,"Level 2","dynamic","level 2"
,,"Level 3","dynamic","level 3"
,,"Level 4","dynamic","level 4"
,"Columns"
,,"Upstands in good condition",,"upstands in good condition"
,,"Upstands Caulked/Waterproofed",,"upstands caulked/waterproofed"
,,"Grid lines provided",,"grid lines provided"
,,"Benchmarks provided",,"benchmarks provided"
,,"Area Clean and Dry",,"area clean and dry"
,,"Loading Platforms in place",,"loading platforms in place"
,,"Floor cleared of obstruction for facade installation",,"floor cleared of obstruction for facade installation"
,,"Others (Please Specify) - Add a comment",,"others (please specify) - add a comment"

"Post Installation Progress"
,"Scope",,
,"Rows"
,,"Level 1","dynamic","level 1"
,,"Level 2","dynamic","level 2"
,,"Level 3","dynamic","level 3"
,,"Level 4","dynamic","level 4"
,"Columns"
,,"Sub-Frames and Trims",,"sub-frames and trims"
,,"Corners and Posts",,"corners and posts"
,,"Window Framing",,"window framing"
,,"Doors / Side Screens",,"doors / side screens"
,,"Glass",,"glass"
,,"Thresholds / Seals",,"thresholds / seals"
,,"Operational / Function",,"operational / function"
,,"Doors",,"doors"
,,"Windows",,"windows"
,,"Hardware",,"hardware"
,,"Auto unit installed",,"auto unit installed"
,,"Tape Protection",,"tape protection"
,,"Caulking",,"caulking"
,,"Micos supervisor checked",,"micos supervisor checked"
,,"Signed off by Micos supervisor",,"signed off by micos supervisor"

