"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"df298116-9e44-4254-a6a4-90503c2b88a7","","fail","","folder","TRUE","FALSE","Site QA"
"21cad415-329b-4d46-982a-40f34abf8d04","","pass","Inground works","checklist","FALSE","FALSE","Site QA","Inground Works"
"9a560122-d01e-4fb3-b607-aa0b0ffd353c","","work-in-progress","Commercial Kitchen","checklist","FALSE","FALSE","Site QA","Commercial Kitchen (Basement)"
"4778d249-c5e7-4008-9d9c-fc31af04c74a","","pass","","folder","FALSE","FALSE","Site QA","Penetrations"
"f097c5ce-cc0d-487f-874f-276c1883f326","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Penetrations","Mezzanine"
"70d9fd56-cb8a-4e1a-bc33-e6bf8b003e68","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.02","Penetrations ITP"
"63586273-b9fc-4df4-937e-bdf3dd9e4aeb","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.03"
"ec38b8aa-0ea2-489f-946c-7122cf901484","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.03","Penetrations ITP"
"d5990354-cba4-4d82-85e3-4d6c72987bc0","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.04"
"661242e6-580f-4b3b-a2f1-cb5a7f4234b7","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.04","Penetrations ITP"
"8020a981-b3b4-4eb8-8910-93f46b77753e","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.05"
"81efa2e5-33bc-4261-bbc3-9f42e9bc14cc","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.05","Penetrations ITP"
"7f02c300-c414-48c9-b73d-fcf3fbdb45d7","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.06"
"ea73e54d-bbcf-4e96-9ca3-67b39c6fc480","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.06","Penetrations ITP"
"124b7410-2f9a-45ac-8146-75920068bcbd","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.07"
"adac8c58-bb61-4f21-8589-0c5a04da9162","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.07","Penetrations ITP"
"145f2971-5d75-4aab-a28a-8f33b966ee61","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.08"
"a93236e6-5182-42f3-8825-23f44b5a17f8","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 20","20.08","Penetrations ITP"
"cf7d2025-1e78-4b07-ad3c-f7bf2a498562","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21"
"48ba9186-7541-412c-876f-9c741d5836ee","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.01"
"46070c77-461d-4c1c-bc31-a5b71ee8046c","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.01","Penetrations ITP"
"7cae0d0b-1dd1-41e3-9357-62e31472778e","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.02"
"b76d144b-7a61-4773-a79f-cfe169bef1fe","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.02","Penetrations ITP"
"a31d491e-06e6-416e-b4b2-20393ff8de0b","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.03"
"67549d37-b1c5-4ab1-8c14-725b0b9bde11","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.03","Penetrations ITP"
"778b5ae3-5b38-41af-82fb-c0ef1561720b","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.04"
"5c3ecd0a-d447-415e-b9ba-277112aec326","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.04","Penetrations ITP"
"9db8a011-5aa0-4b7a-83a3-cc6b212fb2ba","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.05"
"778f7111-7887-42e0-93e1-95e0d62dee2a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.05","Penetrations ITP"
"288057b9-7710-416d-b81d-befad9060043","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.06"
"f70b90ce-3ff3-46b4-a968-de94d4ab3626","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.06","Penetrations ITP"
"a8bcced2-369c-4c7d-b3cb-cff61a99e80c","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.07"
"739b4398-f27a-4d05-bcd4-6a6439aecd93","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.07","Penetrations ITP"
"eaedd89b-4503-4088-b792-b9dd44895f51","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.08"
"293ce171-81ba-4e1a-a83c-a1191f30ee35","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 21","21.08","Penetrations ITP"
"fa9f00eb-9b09-44cd-bc5e-e34ac9cccfc1","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22"
"39e7d259-3bf5-4677-8f4f-cf4f1df85e7d","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.01"
"3e30ed82-b58b-4173-8519-f03885e0b4cb","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.01","Penetrations ITP"
"e9ad7bad-a967-4594-bb32-cb725d403333","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.02"
"8da1273d-dbaa-49cd-b20a-d2a298fd5562","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.02","Penetrations ITP"
"91514842-b3d9-41af-8cc2-4c38c7dcadb9","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.03"
"e89ca724-4a96-4c8a-ad0f-dc0a2956d089","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.03","Penetrations ITP"
"a21d9351-1855-4683-b8b0-7544b53095f5","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.04"
"8274defe-ac30-4fa0-8bab-d9d86966e7f6","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.04","Penetrations ITP"
"899b8d79-3862-41fb-a654-68bdb4cc0170","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.05"
"8d2273b9-e282-4134-8192-c6c1b56dee5a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.05","Penetrations ITP"
"fe0dd01e-e05e-4fdb-84b0-4f81c5cea21a","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.06"
"c4abd2d9-6d0d-4ba7-82ad-a91511aeb62c","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.06","Penetrations ITP"
"36e1fb45-fff7-43c6-8bef-1de6293c1967","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.07"
"9e4ef385-dd34-4cc0-bb49-5f1f74a75784","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.07","Penetrations ITP"
"3a1c3c7e-bfc6-4e85-b314-6d27e8040dd6","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.08"
"1805f0df-2240-4ede-81b1-c4030d09694b","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 22","22.08","Penetrations ITP"
"571fbc87-7614-4193-9c51-06c832ac9e11","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23"
"57691756-d5d2-4fe9-bf02-36158a545ecc","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.01"
"d123eeb2-cd45-40e8-8645-6414f6001aad","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.01","Penetrations ITP"
"6d9c6e5e-601e-4573-8447-1f8cfff054ee","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.02"
"232a4102-c7fb-44ec-82ca-41826dda6555","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.02","Penetrations ITP"
"a689648a-40a7-4a0e-8690-272bc51ba974","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.03"
"a47a7c63-a7b3-48c0-94a8-2bb62d3f0830","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.03","Penetrations ITP"
"f290c162-b28c-4486-bacf-60433e0f58a2","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.04"
"af19c244-63a4-44b8-937f-33d3659471a2","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.04","Penetrations ITP"
"8b5e046d-898d-4598-bd5f-e99fd32df89b","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.05"
"499ccb74-0544-4515-b69c-ce20e7d3fb51","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.05","Penetrations ITP"
"1f8cc14b-2da7-426d-b1a0-3f8cbb993fa2","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.06"
"885ae9c2-49ad-42ef-9745-c029342eeb2b","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.06","Penetrations ITP"
"30bd7f2d-0786-4b8c-8d65-aaab8a78c448","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.07"
"f57eb11e-f007-4cf0-8cc9-dfa93c8abaa3","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.07","Penetrations ITP"
"2c854c3a-4ec7-4e9b-9770-c8afca0e481d","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.08"
"eb8c8bdf-815d-43f1-a909-b590eb384fb9","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 23","23.08","Penetrations ITP"
"f85e9edb-e2e4-48cd-8014-f7f0d40ec666","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24"
"12735128-0273-4afc-8d8e-a20fb5d539d7","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.01"
"6eca6b36-2dd3-4f71-bc88-65422b43ea4a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.01","Penetrations ITP"
"e223e110-5a19-4fcb-b113-4195551f7dc9","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.02"
"daa40855-f15d-4267-a8d5-b1eb89517e71","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.02","Penetrations ITP"
"340c1e46-1e06-4173-820e-2528e0f23b47","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.03"
"46a93985-967f-4b35-9e26-747c08061606","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.03","Penetrations ITP"
"d1e24b80-51bb-4a41-9ec3-46c9e66d6848","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.04"
"61c21f18-f884-4647-a484-b3beebb15174","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.04","Penetrations ITP"
"504793f9-8e7d-451f-a08f-94e822e0fb7c","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.05"
"bd757ca0-9b31-4ae6-9a93-ff81bbefe977","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.05","Penetrations ITP"
"a55c67df-9504-494a-a9e1-34f21effc07b","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.06"
"a9b2049c-1724-415d-9ea3-3fb7e646c883","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.06","Penetrations ITP"
"7f07cd28-edc3-4548-b0c9-0f58f6f97ae3","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.07"
"8829f08e-9c49-4585-b7ba-0109a5dc549f","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.07","Penetrations ITP"
"04a89ec8-6f4c-4327-bc3a-55c385ed62b7","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.08"
"d732e5ba-001b-4a63-8883-71b21e29bd99","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 24","24.08","Penetrations ITP"
"2363e5d8-502b-43a0-8341-98dd5431f93c","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25"
"b994d7ea-ece2-4408-98b7-a6fe14458984","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.01"
"0c346707-16d7-4dbf-beb1-7ec132a91433","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.01","Penetrations ITP"
"2a78c829-e426-4da3-bd68-917e58238978","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.02"
"07c3f037-9c01-4e03-961a-0c1c610f6330","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.02","Penetrations ITP"
"f604f3da-d681-4841-bdab-71fcd094fa9b","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.03"
"64e68000-3578-416a-a272-a8c18df28a98","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.03","Penetrations ITP"
"7052f671-21fb-4b63-8df3-1cb9c4598bb2","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.04"
"ab0a4c4f-9d07-4072-b35f-3c5b1607263c","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.04","Penetrations ITP"
"ab66e7df-9d8a-450e-a8f9-86f5c53a9514","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.05"
"496f785f-b37d-4c95-9ba8-1b985e5eee9a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.05","Penetrations ITP"
"627dd5db-9923-4a2e-84a0-9fca2e67809b","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.06"
"56b4a648-b35f-4c1b-8ed4-6b09f3ddf887","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.06","Penetrations ITP"
"0bc7623f-4bf0-4469-afaa-24eed8feb13a","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.07"
"6aa190c4-893c-452a-a35f-8654dd730b5b","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.07","Penetrations ITP"
"063e2841-3a58-4e37-8a84-e48899ebd8e7","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.08"
"4a021a70-a37b-4bd9-8885-9e6f423813e8","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 25","25.08","Penetrations ITP"
"35aadbfb-b86a-4da0-a727-782f93ee2d87","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26"
"de271abd-42dc-415b-ad96-0aa462fd976f","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.01"
"078823df-6446-4394-8774-9383b9c0f444","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.01","Penetrations ITP"
"224e419c-9a5b-4b62-a464-280f087bf6e2","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.02"
"6a290a66-d812-4a75-9028-d3ea1af9090d","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.02","Penetrations ITP"
"260b54cb-bdd1-4479-9014-12d9aed0388d","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.03"
"13112e5b-5709-4bc8-91c0-d2ebc69389d8","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.03","Penetrations ITP"
"a41d551f-ab59-4708-81e5-1b4d51bee34e","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.04"
"57b98d12-ab75-4773-ba0f-c00318145570","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.04","Penetrations ITP"
"8ca2ec17-45bd-4dd0-b653-a39af6b62c92","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.05"
"ad23ce8a-cf1a-49cf-9921-ca53d50a722b","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.05","Penetrations ITP"
"6976db80-b3cd-4016-8eb7-c1a7988a224a","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.06"
"6e3fecd7-4f3e-485b-b3dd-cd15de224173","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.06","Penetrations ITP"
"9ae8a0cb-5307-440b-9969-110a26922c2b","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.07"
"d5026cfb-8ea4-45a5-847f-c3294a357478","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.07","Penetrations ITP"
"2c75308f-b27d-475f-83e9-69d435d11c41","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.08"
"7ff12e9f-86a8-49c5-9bdf-bc09233a3954","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 26","26.08","Penetrations ITP"
"2c8355fb-7148-40c1-9eb2-eeb470484be8","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27"
"44e2e5d7-01b6-4fd7-aa59-82734bee6191","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.01"
"574f5046-20d0-432f-8658-c2641a81610e","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.01","Penetrations ITP"
"7b22072b-d874-4efe-813c-ef17d44550a3","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.02"
"0ac55f13-8a10-4bc0-a0c5-f2ac8844025a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.02","Penetrations ITP"
"d634f475-6906-41e8-8588-843a4c6aca70","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.03"
"4b3ef9aa-b028-42d8-b185-253a405e7e1e","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.03","Penetrations ITP"
"8c088d54-6db2-409c-95f0-fc7b36f39246","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.04"
"c2fbdf72-f1c4-4216-8fcb-d5da53e3c908","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.04","Penetrations ITP"
"52ddff93-8530-475b-aa0b-89ebef69a0af","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.05"
"3353728f-b7eb-45a9-9c33-ac0324d92864","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.05","Penetrations ITP"
"ace3c077-d3ec-4d22-8ea1-46743a1a9730","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.06"
"324f5d91-e552-469a-b7cf-f58a4d832ef8","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.06","Penetrations ITP"
"921579f8-6e39-4410-9de9-e123faa136e9","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.07"
"63555a2b-e169-45dc-b446-470aeeef779a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.07","Penetrations ITP"
"c33dd66a-c274-4135-9f29-2be371921d07","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.08"
"8fb54ce1-bb08-4b82-aad8-42b1d15e3ca8","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 27","27.08","Penetrations ITP"
"626fe57c-9aab-47cd-8d78-6debdfdd2774","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28"
"b81d17cf-465f-488e-8e3b-a7d2f03411f9","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.01"
"ab9020b0-b38b-48cb-8712-6f562722780a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.01","Penetrations ITP"
"8521404d-f996-49ca-ba20-ae95551be8da","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.02"
"a21e3c17-d891-427a-8434-d4420e1ccee4","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.02","Penetrations ITP"
"131a6c59-15ff-4048-809b-f1be5d487d02","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.03"
"3705d97c-0769-4b80-b0c4-e1b8c40191fc","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.03","Penetrations ITP"
"7afee5ec-a9ba-4ff9-a4e9-1dadf1c7480a","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.04"
"921077dd-d666-47fb-8adf-985c59197a5b","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.04","Penetrations ITP"
"2d80af44-7c47-4880-a433-b968aa23585f","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.05"
"dbb96d3c-c023-4659-9a91-182cbe64ccd4","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.05","Penetrations ITP"
"9778fe96-385c-4d54-b3ea-001e2eb19249","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.06"
"60a559cb-7461-4ec3-a4b0-e867d11a7e0a","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.06","Penetrations ITP"
"9e7e4490-b28c-4438-ae36-7cfc0f738021","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.07"
"2bcc8da5-9c33-4a3b-acf8-142660a30992","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.07","Penetrations ITP"
"208e3261-d408-4c3d-8e74-bc7d147c5dee","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.08"
"120d660c-abbc-4e78-85f8-aecf78136c08","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 28","28.08","Penetrations ITP"
"0f5348ec-014f-439e-bbbe-d86ce557eea6","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29"
"bb49f69b-cf4c-466c-87ee-ff55bb1a009d","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.01"
"843366dc-8deb-49a1-86f1-56866cf9727c","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.01","Penetrations ITP"
"3a18b192-a6e1-4ed6-8013-94c2d6d49f5f","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.02"
"4143cf87-2402-409f-bc63-be9c03154f4c","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.02","Penetrations ITP"
"699533bd-a354-4230-bb30-a2dd3e38ef55","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.03"
"84367327-8b48-425d-ba34-74f910fd2b2c","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.03","Penetrations ITP"
"a3440a6f-c453-40d0-bf80-86597b178b87","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.04"
"b0d63525-f039-4993-ad53-ccfe51a503d6","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.04","Penetrations ITP"
"568551aa-31d8-4b1c-a68d-48b6b9c7d995","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.05"
"902a4f53-af53-4c52-858e-69fc9e0abc8f","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.05","Penetrations ITP"
"06d184cd-6fc2-4210-af61-75fa72fa653c","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.06"
"18cb0847-1155-4a0e-a94a-7569cdee43cb","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.06","Penetrations ITP"
"d27d5f7d-2ef4-4ea3-9c3f-efa253d7f409","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.07"
"c281237a-31f5-4e14-a0f2-c3cdc8fdcf2e","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.07","Penetrations ITP"
"1271c494-ef35-4f72-8549-2f922d6a7cb0","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.08"
"778d83d5-28ba-47ed-b9c1-ac542b53af18","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 29","29.08","Penetrations ITP"
"03129250-da09-4def-bd55-1812ad569c17","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 30"
"2c8ee118-19c0-4056-9026-e3443f3b0187","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 30","30.01"
"570a6d9a-1726-4287-811e-05ebe85dba94","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Fire Rating","Apartments","Level 30","30.01","Penetrations ITP"
"7a370c3f-a975-4179-bbe2-3b0e35b920da","","pass","","folder","TRUE","FALSE","Site QA","Fire Rating","Apartments","Level 30","30.02"
