Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Cleaning,,,,,,
,Scope,,,Fit Off,Cleaning,
,Rows,,,,,
,,Fit Off,grouping,Fit Off,,
,,Level 1,,Level 1,Fit Off,Site QA
,,Level 2,,Level 2,Fit Off,Site QA
,,Level 3,,Level 3,Fit Off,Site QA
,,Level 4,,Level 4,Fit Off,Site QA
,,Level 5,,Level 5,Fit Off,Site QA
,,Level 6,,Level 6,Fit Off,Site QA
,,Level 7,,Level 7,Fit Off,Site QA
,,Level 8,,Level 8,Fit Off,Site QA
,,Level 9,,Level 9,Fit Off,Site QA
,,Level 10,,Level 10,Fit Off,Site QA
,,Level 11,,Level 11,Fit Off,Site QA
,,Level 12,,Level 12,Fit Off,Site QA
,,Level 13,,Level 13,Fit Off,Site QA
,,Level 14,,Level 14,Fit Off,Site QA
,,Level 15,,Level 15,Fit Off,Site QA
,,Level 16,,Level 16,Fit Off,Site QA
,,Level 17,,Level 17,Fit Off,Site QA
,,Level 18,,Level 18,Fit Off,Site QA
,,Level 19,,Level 19,Fit Off,Site QA
,,Level 20,,Level 20,Fit Off,Site QA
,,Level 21,,Level 21,Fit Off,Site QA
,,Level 22,,Level 22,Fit Off,Site QA
,,Level 23,,Level 23,Fit Off,Site QA
,,Level 24,,Level 24,Fit Off,Site QA
,,Level 25,,Level 25,Fit Off,Site QA
,,Level 26,,Level 26,Fit Off,Site QA
,,Level 27,,Level 27,Fit Off,Site QA
,,Level 28,,Level 28,Fit Off,Site QA
,,Level 29,,Level 29,Fit Off,Site QA
,,Level 30,,Level 30,Fit Off,Site QA
,,Level 31,,Level 31,Fit Off,Site QA
,,Level 32,,Level 32,Fit Off,Site QA
,,Level 33,,Level 33,Fit Off,Site QA
,,Level 34,,Level 34,Fit Off,Site QA
,,Level 35,,Level 35,Fit Off,Site QA
,,Level 36,,Level 36,Fit Off,Site QA
,,Level 37,,Level 37,Fit Off,Site QA
,,Level 38,,Level 38,Fit Off,Site QA
,,Level 39,,Level 39,Fit Off,Site QA
,,Level 40,,Level 40,Fit Off,Site QA
,,Level 41,,Level 41,Fit Off,Site QA
,,Level 42,,Level 42,Fit Off,Site QA
,,Level 43,,Level 43,Fit Off,Site QA
,,Level 44,,Level 44,Fit Off,Site QA
,,Level 45,,Level 45,Fit Off,Site QA
,Columns,,,,,
,,Level cleaned,,Has level been cleaned - please attach a photo,Cleaning,
