Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Hold Point Register - AREA 1 ITP's,,,,,,
,Scope,,,area 1 itp's,,
,Rows,,,,,
,,AREA 1 ITP's - ITP-001 - Stripping Topsoil Clearing & Grubbing,dynamic,area 1 itp's,itp-001 - stripping topsoil clearing & grubbing,
,,"AREA 1 ITP's - ITP-006 - Excavation, Fill with Type B and Subgrade Prep",dynamic,area 1 itp's,"itp-006 - excavation, fill with type b and subgrade prep",
,,AREA 1 ITP's - ITP-007 - Fill with Material Type A,dynamic,area 1 itp's,itp-007 - fill with material type a,
,,AREA 1 ITP's - ITP-009 - Unbound Pavement,dynamic,area 1 itp's,itp-009 - unbound pavement,
,,AREA 1 ITP's - ITP-010 - Subsoil Drainage,dynamic,area 1 itp's,itp-010 - subsoil drainage,
,,AREA 1 ITP's - ITP-011 - Cement Treated Crushed Rock,dynamic,area 1 itp's,itp-011 - cement treated crushed rock,
,,AREA 1 ITP's - ITP-012 - Kerb and Channel,dynamic,area 1 itp's,itp-012 - kerb and channel,
,,AREA 1 ITP's - ITP-013 - Structural Concrete,dynamic,area 1 itp's,itp-013 - structural concrete,
,,AREA 1 ITP's - ITP-016 - Bored Pile Construction,dynamic,area 1 itp's,itp-016 - bored pile construction,
,,AREA 1 ITP's - ITP-017 - Underground Stormwater Drainage,dynamic,area 1 itp's,itp-017 - underground stormwater drainage,
,,AREA 1 ITP's - ITP-026 - Guardrail Installation,dynamic,area 1 itp's,itp-026 - guardrail installation,
,,AREA 1 ITP's - ITP-049 - Topsoil Placement and Landscaping,dynamic,area 1 itp's,itp-049 - topsoil placement and landscaping,
,,"AREA 1 ITP's - ITP-054 - Traffic Island, Median Island & Driveways",dynamic,area 1 itp's,"itp-054 - traffic island, median island & driveways",
,,AREA 1 ITP's - ITP-063 - Permanent Line Marking,dynamic,area 1 itp's,itp-063 - permanent line marking,
,,AREA 1 ITP's - ITP-065 - Wire Rope Safety Barrier (WRSB),dynamic,area 1 itp's,itp-065 - wire rope safety barrier (wrsb),
,,AREA 1 ITP's - ITP-074 - Installation of Fencing,dynamic,area 1 itp's,itp-074 - installation of fencing,
,,AREA 1 ITP's - ITP-075 - Asphalt Placement,dynamic,area 1 itp's,itp-075 - asphalt placement,
,,AREA 1 ITP's - ITP-076 - Permanent Roadside Signage,dynamic,area 1 itp's,itp-076 - permanent roadside signage,
,,AREA 1 ITP's - ITP-078 - Insitu Pit Construction,dynamic,area 1 itp's,itp-078 - insitu pit construction,
,,AREA 1 ITP's - ITP-081 - Structural Crack Repair,dynamic,area 1 itp's,itp-081 - structural crack repair,
,,AREA 1 ITP's - ITP-082 - Structural Patch Repair,dynamic,area 1 itp's,itp-082 - structural patch repair,
,,AREA 1 ITP's - ITP-083 - Precast Concrete Install,dynamic,area 1 itp's,itp-083 - precast concrete install,
,,AREA 1 ITP's - ITP-084 - Lime Stabilisation of Earthwork Materials,dynamic,area 1 itp's,itp-084 - lime stabilisation of earthwork materials,
,,AREA 1 ITP's - ITP-085 - SUP Installation (HCC),dynamic,area 1 itp's,itp-085 - sup installation (hcc),
,,AREA 1 ITP's - ITP-086 - Welding Carbon Reinforcement,dynamic,area 1 itp's,itp-086 - welding carbon reinforcement,
,Columns,,,,,
,,Add Signature,,Add Signature,,
,,AUTHORITY HOLDPOINT,,AUTHORITY HOLDPOINT,,
,,HOLD POINT,,HOLD POINT,,
,,HOLD POINT AUTHORITY,,HOLD POINT AUTHORITY,,
,,HOLDPOINT,,HOLDPOINT,,
,,Request Approval,,Request Approval,,
,,REQUEST HOLD POINT SIGN OFF,,REQUEST HOLD POINT SIGN OFF,,
,,Sign ITP,,Sign ITP,,
,,Sign Off,,Sign Off,,
,,Test Requisition,,Test Requisition,,
,,,,,,
Hold Point Register - AREA 2 ITP's,,,,,,
