Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Precinct 1,grouping,Precinct 1,
,,Building - 0754.1.1,expanded,Building - 0754.1.1,Precinct 1
,,Building - 0754.1.2,expanded,Building - 0754.1.2,Precinct 1
,,Building - 0754.1.3,expanded,Building - 0754.1.3,Building - 0754.1.3
,,Building - 0760.1.1,expanded,Building - 0760.1.1,Precinct 1
,,Building - 0766.1.1,expanded,Building - 0766.1.1,Building - 0766.1.1
,,Precinct 2,grouping,Precinct 2,
,,Building - 0756.2.1,expanded,Building - 0756.2.1,Precinct 2
,,Building - 0757.2.1,expanded,Building - 0757.2.1,Building - 0757.2.1
,,Building - 0760.2.2,expanded,Building - 0760.2.2,Building - 0760.2.2
,,Building - 0768.2.1,expanded,Building - 0768.2.1,Precinct 2
,,Building - 0768.2.2,expanded,Building - 0768.2.2,Building - 0768.2.2
,,Precinct 3,grouping,Precinct 3,
,,Building - 0754.3.4,expanded,Building - 0754.3.4,Building - 0754.3.4
,,Building - 0754.3.5,expanded,Building - 0754.3.5,Building - 0754.3.5
,,Building - 0756.3.2,expanded,Building - 0756.3.2,Building - 0756.3.2
,,Building - 0768.3.5,expanded,Building - 0768.3.5,Building - 0768.3.5
,,Building - 0770.3.1,expanded,Building - 0770.3.1,Precinct 3
,,Precinct 4,grouping,Precinct 4,
,,Building - 0754.4.6,expanded,Building - 0754.4.6,Precinct 4
,,Building - 0757.4.2,expanded,Building - 0757.4.2,Precinct 4
,,Building - 0758.4.1,expanded,Building - 0758.4.1,Precinct 4
,,Building - 0760.4.3,expanded,Building - 0760.4.3,Precinct 4
,,Building - 0766.4.2,expanded,Building - 0766.4.2,Building - 0766.4.2
,,Precinct 5,grouping,Precinct 5,
,,Building - 0754.5.7,expanded,Building - 0754.5.7,Precinct 5
,,Building - 0754.5.8,expanded,Building - 0754.5.8,Precinct 5
,,Building - 0756.5.3,expanded,Building - 0756.5.3,Precinct 5
,,Building - 0758.5.3,expanded,Building - 0758.5.3,Precinct 5
,,Building - 0770.5.2,expanded,Building - 0770.5.2,Precinct 5
,,Precinct 6,grouping,Precinct 6,
,,Building - 0754.6.9,expanded,Building - 0754.6.9,Building - 0754.6.9
,,Building - 0757.6.3,expanded,Building - 0757.6.3,Building - 0757.6.3
,,Building - 0758.6.2,expanded,Building - 0758.6.2,Building - 0758.6.2
,,Building - 0760.6.4,expanded,Building - 0760.6.4,Building - 0760.6.4
,,Building - 0766.6.3,expanded,Building - 0766.6.3,Building - 0766.6.3
,Columns,,,,
,,Construction Documentation,,Construction Documentation,
,,Manufacturing,,Manufacturing,
,,Delivery,,Delivery,
,,Rough In,,Rough In,
,,Fit Off,,Fit Off,
,,Commissioning,,Commissioning,
,,,,,
Construction Documentation,,,,,
,Scope,,,Construction Documentation,
,Rows,,,,
,,Precinct 1,grouping,precinct 1,
,,Building - 0754.1.1,expanded,Building - 0754.1.1,precinct 1
,,Building - 0754.1.2,expanded,Building - 0754.1.2,precinct 1
,,Building - 0754.1.3,expanded,precinct 1,Building - 0754.1.3
,,Building - 0760.1.1,expanded,Building - 0760.1.1,precinct 1
,,Building - 0766.1.1,expanded,precinct 1,Building - 0766.1.1
,,Precinct 2,grouping,precinct 2,
,,Building - 0756.2.1,expanded,Building - 0756.2.1,precinct 2
,,Building - 0757.2.1,expanded,precinct 2,Building - 0757.2.1
,,Building - 0760.2.2,expanded,precinct 2,Building - 0760.2.2
,,Building - 0768.2.1,expanded,Building - 0768.2.1,precinct 2
,,Building - 0768.2.2,expanded,precinct 2,Building - 0768.2.2
,,Precinct 3,grouping,precinct 3,
,,Building - 0754.3.4,expanded,precinct 3,Building - 0754.3.4
,,Building - 0754.3.5,expanded,precinct 3,Building - 0754.3.5
,,Building - 0756.3.2,expanded,precinct 3,Building - 0756.3.2
,,Building - 0768.3.5,expanded,precinct 3,Building - 0768.3.5
,,Building - 0770.3.1,expanded,Building - 0770.3.1,precinct 3
,,Precinct 4,grouping,precinct 4,
,,Building - 0754.4.6,expanded,Building - 0754.4.6,precinct 4
,,Building - 0757.4.2,expanded,Building - 0757.4.2,precinct 4
,,Building - 0758.4.1,expanded,Building - 0758.4.1,precinct 4
,,Building - 0760.4.3,expanded,Building - 0760.4.3,precinct 4
,,Building - 0766.4.2,expanded,precinct 4,Building - 0766.4.2
,,Precinct 5,grouping,precinct 5,
,,Building - 0754.5.7,expanded,Building - 0754.5.7,precinct 5
,,Building - 0754.5.8,expanded,Building - 0754.5.8,precinct 5
,,Building - 0756.5.3,expanded,Building - 0756.5.3,precinct 5
,,Building - 0758.5.3,expanded,Building - 0758.5.3,precinct 5
,,Building - 0770.5.2,expanded,Building - 0770.5.2,precinct 5
,,Precinct 6,grouping,precinct 6,
,,Building - 0754.6.9,expanded,precinct 6,Building - 0754.6.9
,,Building - 0757.6.3,expanded,precinct 6,Building - 0757.6.3
,,Building - 0758.6.2,expanded,precinct 6,Building - 0758.6.2
,,Building - 0760.6.4,expanded,precinct 6,Building - 0760.6.4
,,Building - 0766.6.3,expanded,precinct 6,Building - 0766.6.3
,Columns,,,,
,,Duct Drawings,,Duct Drawings,
,,Mech/Elect Drawings,,Mech/Elect Drawings,
,,Specification,,Specification,
,,ITP's,,ITP's,
