"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"02e179da-c535-47a1-90d9-1a838493ab80","","not-started","","folder","TRUE","FALSE","Site QA"
"04bb8bb5-2e28-414e-9634-92770dafe40e","","not-started","","folder","TRUE","FALSE","Site QA","Subsoil"
"f7c491a3-2aab-4bd2-99ba-dd650c872319","","not-started","a8fbc02e8ce105dfbc428995389642d8276f08fa53ba607a5f9dafe31a26313e","checklist","FALSE","FALSE","Site QA","Subsoil","QA10M-Area 1-ITP - Wastewater drainage-LOT-002 - Area A"
"90ffe1ee-0de1-4a40-afa9-1d8e6809088a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stormwater"
"2eea651a-4f72-4a70-9286-1d904b99a468","","not-started","","folder","TRUE","FALSE","Site QA","Wastewater"
"a486e82d-539e-413f-bead-45c77f0f96f6","","not-started","a8fbc02e8ce105dfbc428995389642d8276f08fa53ba607a5f9dafe31a26313e","checklist","FALSE","FALSE","Site QA","Wastewater","ITP - Wastewater drainage"
"b2cbd233-b602-4937-b112-41ad8f516a03","","not-started","a8fbc02e8ce105dfbc428995389642d8276f08fa53ba607a5f9dafe31a26313e","checklist","FALSE","FALSE","Site QA","Wastewater","QA10M-Area 1-ITP - Wastewater drainage-LOT-006 - Testing"
