"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e416ac03-6282-4a87-9428-08f2933e5ada","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt"
"1d28c7b2-65fe-42f7-b152-77f9b5c2b13c","","not-started","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","ITP - TAC Renewal"
"de39c5ed-6e3c-4332-8447-cd21b0e147bd","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Clyde Street"
"d28c03bf-b893-4a01-a176-b4cdbfed61f2","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Clyde Street","ITP - TAC Renewal"
"f7f861f3-ae8a-4fc2-93cf-725a2b7d3dbc","","no-status-started","Prelim Checks - Thin Asphalt:","checklist","FALSE","FALSE","Thin Asphalt","Prelim Checks - Thin Asphalt:"
"326913b3-a004-460f-a9af-63896159d0d8","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Beerescourt"
"33e7cf23-ffc1-4b7e-befb-1cd16c13ca3d","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Beerescourt","ITP - TAC Renewal"
"2401b95d-df9b-46b2-b97e-ab59e02b3e8c","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Galloway St"
"9b449268-e467-44c9-8b0d-ad64b936504f","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Galloway St","ITP - TAC Renewal"
"801d2546-e6f9-4e0a-b69b-e170b377f422","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Kahikatea Dr"
"45581d1d-c14d-4ad8-ab6c-2e819d1e1b51","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Kahikatea Dr","ITP - TAC Renewal"
"99b8535b-131f-4bef-ae0d-f31431ad59e7","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Fifth Ave "
"732c5126-3b86-407a-bea6-65e7b3101f29","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Fifth Ave ","ITP - TAC Renewal"
"fb328f5a-1218-4179-98ad-5624ae30ca90","","not-started","","folder","TRUE","FALSE","Thin Asphalt","Church Road"
"65e1e78f-cc87-484e-8441-8aeaba8f1ec3","","not-started","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Church Road","ITP - TAC Renewal"
"2402d0fe-5bc7-4711-9dae-7f9a9b5a8d7a","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Garnett Ave"
"ab7c06ce-4f41-4c86-a9d3-b58f1babedb1","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Garnett Ave","ITP - TAC Renewal"
"b5f23461-baf5-4c52-9ffa-a46226b29f79","","not-started","","folder","TRUE","FALSE","Thin Asphalt","Colombo Street"
"e4a67075-e203-4e73-9aeb-b366142205e3","","not-started","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Colombo Street","ITP - TAC Renewal"
"74faf9a7-2c6b-44b8-a4d3-d65dbcf936a9","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Mahana Road"
"14d6fcbb-eed6-491b-a9c9-1649f0f06b1a","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Mahana Road","ITP - TAC Renewal"
"112f6050-51c0-4746-b3da-d1341a100519","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Seddon Road"
"28116c3b-394e-45eb-8760-6c859d7736e6","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Seddon Road","ITP - TAC Renewal"
"e5049441-6abe-4ffa-ab70-bfe42517e8c8","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Brooklyn Rd"
"982c38dd-a30c-47ee-b621-4ac2a211854c","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Brooklyn Rd","ITP - TAC Renewal"
"545536b9-2cd5-4092-9dd0-f02b7c0277cc","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Pukete Rd"
"4c354c8f-97ab-4c30-bd8e-f0ae4fef7bf9","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Pukete Rd","ITP - TAC Renewal"
"3b9c7eb1-3899-4eee-b9cb-24c6f9f28429","","work-in-progress","","folder","TRUE","FALSE","Thin Asphalt","Wairere Dr"
"1fbf8e6e-703b-47a8-8370-ed5a24e20a18","","work-in-progress","ITP - TAC Renewal","checklist","FALSE","FALSE","Thin Asphalt","Wairere Dr","ITP - TAC Renewal"
"9cbba5a9-d251-4c50-8b7d-12fae5824b3c","","no-status-not-started","","folder","TRUE","FALSE","Structural Asphalt"
"a55381b0-0d66-44a9-a8ac-566bfa337e26","","not-started","","folder","TRUE","FALSE","Chipseal"
"b506931b-8228-458c-94ba-9d7e38093712","","not-started","","folder","TRUE","FALSE","Chipseal","Peachgrove Road"
"bbc908dd-288a-42da-9350-5b36f3d23da7","","not-started","ITP - Chipseal Surfacing","checklist","FALSE","FALSE","Chipseal","Peachgrove Road","ITP - Chipseal Surfacing"
"cfe9de80-7e06-4298-9300-3bc4c0e617f6","","not-started","","folder","TRUE","FALSE","Chipseal","Peachgrove Road","Tuhikaramea Road"
"d5536b9a-38cf-48f0-917f-9193a37a04dd","","not-started","ITP - Chipseal Surfacing","checklist","FALSE","FALSE","Chipseal","Peachgrove Road","Tuhikaramea Road","ITP - Chipseal Surfacing"
"fe15b65a-a491-489d-9d90-ef90b0e5e915","","work-in-progress","","folder","TRUE","FALSE","Granular Rehab"
"73fc56d7-fefa-4bb9-8e10-b612029f351d","","work-in-progress","","folder","TRUE","FALSE","Granular Rehab","Paul Cres"
"ac931247-45e6-429e-a11b-03c0af5dc470","","work-in-progress","Paul Cres - Granular Rehab ITP","checklist","FALSE","FALSE","Granular Rehab","Paul Cres","Paul Cres - Granular Rehab ITP"
"9ae60fb1-c69a-4e94-944f-571346d9a67c","","no-status-not-started","","folder","TRUE","FALSE","Granular Rehab","Paul Cres","Scala Photos"
