resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Lift 3 & 4 Lobby,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Stair 3 - Lobby,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Lobby Smoke Doors,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Lounge 1,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Lounge 2,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Lounge 3,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Store (Un-named),,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,WC 6,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Corridor Pivots 1,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Care Hub,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Treatment,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Dining Room,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Servery,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Corridor Pivots 2,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,Storage,,,,,,,,
Rough In Checklist,Installation,Fit Off,folder-with-checklists,,,WC 11,,,,,,,,
,,,,,,,,,,,,,,
