Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Fit Off Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Basement - Common Areas,dynamic,basement,common areas
,,Ground Floor - Apartments,dynamic,ground floor,apartments
,,Ground Floor - Common Area A,dynamic,ground floor,common area a
,,Ground Floor - Common Area B,dynamic,ground floor,common area b
,,Ground Floor - Common Area C,dynamic,ground floor,common area c
,,Ground Floor - Common Area D,dynamic,ground floor,common area d
,,Ground Floor - Common Area E,dynamic,ground floor,common area e
,,Level 1 - Apartments,dynamic,level 1,apartments
,,Level 1 - Common Area A,dynamic,level 1,common area a
,,Level 1 - Common Area B,dynamic,common area b,level 1
,,Level 1 - Common Area C,dynamic,level 1,common area c
,,Level 1 - Common Area D,dynamic,level 1,common area d
,,Level 1 - Common Area E,dynamic,level 1,common area e
,,Level 2 - Apartments,dynamic,level 2,apartments
,,Level 2 - Common Area A,dynamic,level 2,common area a
,,Level 2 - Common Area B,dynamic,common area b,level 2
,,Level 2 - Common Area C,dynamic,common area c,level 2
,,Level 2 - Common Area D,dynamic,level 2,common area d
,,Level 2 - Common Area E,dynamic,level 2,common area e
,,Plant Deck - 01 Stair 1 Area A,,01 stair 1 area a,plant deck
,,Plant Deck - 02 Stair 3 Area D,,02 stair 3 area d,plant deck
,Columns,,,,
,,Installation of door hardware and door closes sufficiently,,installation of door hardware and door closes sufficiently,
,,Bathroom and toilet vanity installed,,bathroom and toilet vanity installed,
,,"Handrails, toilet rolls and towel rails installed",,"handrails, toilet rolls and towel rails installed",
,,Entry door hardware installed and closes sufficiently,,entry door hardware installed and closes sufficiently,
,,Fire tags installed on the door and door jamb,,fire tags installed on the door and door jamb,
,,Shower trays installed,,shower trays installed,
,,Area left clean and tidy (attach photo),,area left clean and tidy (attach photo),
,,All work 100% completed to required specifications,,all work 100% completed to required specifications,
,,,,,
Installation Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Basement - Common Areas,dynamic,basement,common areas
,,Ground Floor - Apartments,dynamic,ground floor,apartments
,,Ground Floor - Common Area A,dynamic,ground floor,common area a
,,Ground Floor - Common Area B,dynamic,ground floor,common area b
,,Ground Floor - Common Area C,dynamic,ground floor,common area c
,,Ground Floor - Common Area D,dynamic,ground floor,common area d
,,Ground Floor - Common Area E,dynamic,ground floor,common area e
,,Level 1 - Apartments,dynamic,level 1,apartments
,,Level 1 - Common Area A,dynamic,level 1,common area a
,,Level 1 - Common Area B,dynamic,common area b,level 1
,,Level 1 - Common Area C,dynamic,level 1,common area c
,,Level 1 - Common Area D,dynamic,level 1,common area d
,,Level 1 - Common Area E,dynamic,level 1,common area e
,,Level 2 - Apartments,dynamic,level 2,apartments
,,Level 2 - Common Area A,dynamic,level 2,common area a
,,Level 2 - Common Area B,dynamic,common area b,level 2
,,Level 2 - Common Area C,dynamic,common area c,level 2
,,Level 2 - Common Area D,dynamic,level 2,common area d
,,Level 2 - Common Area E,dynamic,level 2,common area e
,,Plant Deck - 01 Stair 1 Area A,,01 stair 1 area a,plant deck
,,Plant Deck - 02 Stair 3 Area D,,02 stair 3 area d,plant deck
,Columns,,,,
,,Internal doors hung,,internal doors hung,
,,Skirting installed,,skirting installed,
,,Cavity doors installed,,cavity doors installed,
,,Window architraves installed,,window architraves installed,
,,Wardrobe jamb installed,,wardrobe jamb installed,
,,Entry door hung,,entry door hung,
,,All install work 100% completed to required specifications,,all install work 100% completed to required specifications,
,,Area left clean and tidy (attach photo),,area left clean and tidy (attach photo),
