"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bbd34046-2dfa-4650-87e8-8253dc55dd76","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0ffd4aee-732e-44b4-802a-d735336062b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slabs & Columns"
"1d3b13d8-a1ab-4b71-9042-bfdbd4b20ac8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Ground Level"
"92a9245a-5a3d-48db-a6e9-267e4a9110cf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Ground Level","South"
"ff1045c0-ed05-45e4-87fb-91d3c20f70c0","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Ground Level","South","Columns"
"91fe6010-0bad-4cd9-af1c-86e3bb407eaf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Ground Level","South","Slab"
"fb4d27e2-89df-45c1-b831-656bc8ca9b32","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Ground Level","South","Slab","Hydraulic Services"
"1188b8b8-ca3a-420d-8bfd-f260e37f3a14","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Ground Level","West"
"e8230396-8b0d-411c-ac77-7e6f92a87c29","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Ground Level","West","Columns"
"a0aa2ad2-b8ce-464c-86d2-6d57e224f3ed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Ground Level","West","Slab"
"648c832d-d178-452e-b587-1a6108f1ffe7","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Ground Level","West","Slab","Hydraulic Services"
"5e06f1a6-7509-49b3-b856-8872fc8ced3c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Ground Level","North"
"ee871b5b-0b67-426a-963c-0a163c5710c9","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Ground Level","North","Columns"
"de764a2f-47f7-415d-ac88-9ef47b919758","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Ground Level","North","Slab"
"60f557b0-91bc-4164-8981-a533e1a3fe9c","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Ground Level","North","Slab","Hydraulic Services"
"c6d26cf4-1f58-44dc-b736-06a41a884e79","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 1"
"ee834d25-f215-4dd4-8be1-61a5b7153aee","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 1","South"
"addf1061-275c-49e3-b6a8-04d774646e50","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Level 1","South","Columns"
"7ca7ff46-c277-4215-884a-36652f0b6f7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 1","South","Slab"
"0a26b758-3814-44c3-abca-aa2c830c64cd","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Level 1","South","Slab","Hydraulic Services"
"fc1ba896-0f69-4469-997c-4d26500094ff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 1","West"
"7efda50f-eeea-471c-b94e-2fc53415ea8c","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Level 1","West","Columns"
"135fd5aa-df46-459a-b269-492eb45790f6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 1","West","Slab"
"2c6c7819-d3a3-4a37-9eed-3194063b34e5","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Level 1","West","Slab","Hydraulic Services"
"f27fb7aa-36e4-4551-9f0f-b47359ed5b1f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 1","North"
"0afaec29-d8b6-4c4d-ae99-f9ff98c7258f","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Level 1","North","Columns"
"d93cb66c-048f-462d-ab24-f10000542d00","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 1","North","Slab"
"d7b3a3c5-e755-44d1-a5ab-fb0fdf139a0a","","checklist-flat","not-started","Concrete Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slabs & Columns","Level 1","North","Slab","Hydraulic Services"
"6613b5fd-58a1-4858-8bee-ee405184cb30","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slabs & Columns","Level 2"
