resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site 1,,,,,,,,
,step,,,,Electrical,,,,,,,
,step,,,,,Certificate of Compliance,,,,,,
Certificate of compliance (COC),checklist,,,,,,Certificate of Compliance (COC) Checklist,,,,,
,step,,,,,Record of Inspection,,,,,,
Record of Inspection (ROI),checklist,,,,,,Record of Inspection (ROI) Checklist,,,,,
,step,,,,,Cable Test Record,,,,,,
Cable Test Record,checklist,,,,,,Cable Test Record Checklist,,,,,
,step,,,,,Electrical Checklists,,,,,,
Electrical checklist - LV Pillar,checklist,,,,,,LV Pillar,,,,,
Electrical checklist - Cables/Cable Entry Points/Cable Containment,checklist,,,,,,Cables/Cable entry points/Cable containment,,,,,
Electrical checklist - Earthing System,checklist,,,,,,Earthing System,,,,,
Electrical checklist - Metering,checklist,,,,,,Metering,,,,,
Electrical checklist - Lighting and Small Power,checklist,,,,,,Lighting and Small Power,,,,,
Electrical checklist - EV Charger,checklist,,,,,,EV Charger,,,,,
Electrical checklist - FO Install,checklist,,,,,,FO Install,,,,,
,step,,,,Civil,,,,,,,
,step,,,,,Civil Checklists,,,,,,
Civil Checklist - LV Pillar Foundation,checklist,,,,,,LV Pillar Foundation,,,,,
Civil Checklist - NAL Solution/Monolithic Foundation,checklist,,,,,,NAL Solution/Monolithic Foundation,,,,,
Civil Checklist - Lighting Columns/Selector Switch/Fixture,checklist,,,,,,Lighting Columns,,,,,
Civil Checklist - EV Charging Parking Stalls,checklist,,,,,,EV Charging Parking Stalls,,,,,
Civil Checklist - Miscellaneous Site Civil,checklist,,,,,,Miscellaneous Site Civil,,,,,
Civil Checklist - Miscellaneous - Site Specific,checklist,,,,,,Miscellaneous (Site Specific),,,,,
,step,,,,HSE,,,,,,,
,step,,,,,Toolbox,,,,,,
Toolbox Meeting,checklist,,,,,,Toolbox Meeting,,,,,
,step,,,,,JHA,,,,,,
JHA - Job Hazard Analysis,checklist,,,,,,JHA - Job Hazard Analysis,,,,,
JHA - Job Step,checklist,,,,,,JHA - Job Step,,,,,
,step,,,Site 2,,,,,,,,
,step,,,,Electrical,,,,,,,
,step,,,,,Certificate of Compliance,,,,,,
Certificate of compliance (COC),checklist,,,,,,Certificate of Compliance (COC) Checklist,,,,,
,step,,,,,Record of Inspection,,,,,,
Record of Inspection (ROI),checklist,,,,,,Record of Inspection (ROI) Checklist,,,,,
,step,,,,,Cable Test Record,,,,,,
Cable Test Record,checklist,,,,,,Cable Test Record Checklist,,,,,
,step,,,,,Electrical Checklists,,,,,,
Electrical checklist - LV Pillar,checklist,,,,,,LV Pillar,,,,,
Electrical checklist - Cables/Cable Entry Points/Cable Containment,checklist,,,,,,Cables/Cable entry points/Cable containment,,,,,
Electrical checklist - Earthing System,checklist,,,,,,Earthing System,,,,,
Electrical checklist - Metering,checklist,,,,,,Metering,,,,,
Electrical checklist - Lighting and Small Power,checklist,,,,,,Lighting and Small Power,,,,,
Electrical checklist - EV Charger,checklist,,,,,,EV Charger,,,,,
Electrical checklist - FO Install,checklist,,,,,,FO Install,,,,,
,step,,,,Civil,,,,,,,
,step,,,,,Civil Checklists,,,,,,
Civil Checklist - LV Pillar Foundation,checklist,,,,,,LV Pillar Foundation,,,,,
Civil Checklist - NAL Solution/Monolithic Foundation,checklist,,,,,,NAL Solution/Monolithic Foundation,,,,,
Civil Checklist - Lighting Columns/Selector Switch/Fixture,checklist,,,,,,Lighting Columns,,,,,
Civil Checklist - EV Charging Parking Stalls,checklist,,,,,,EV Charging Parking Stalls,,,,,
Civil Checklist - Miscellaneous Site Civil,checklist,,,,,,Miscellaneous Site Civil,,,,,
Civil Checklist - Miscellaneous - Site Specific,checklist,,,,,,Miscellaneous (Site Specific),,,,,
,step,,,,HSE,,,,,,,
,step,,,,,Toolbox,,,,,,
Toolbox Meeting,checklist,,,,,,Toolbox Meeting,,,,,
,step,,,,,JHA,,,,,,
JHA - Job Hazard Analysis,checklist,,,,,,JHA - Job Hazard Analysis,,,,,
JHA - Job Step,checklist,,,,,,JHA - Job Step,,,,,
,step,,,Site 3,,,,,,,,
,step,,,,Electrical,,,,,,,
,step,,,,,Certificate of Compliance,,,,,,
Certificate of compliance (COC),checklist,,,,,,Certificate of Compliance (COC) Checklist,,,,,
,step,,,,,Record of Inspection,,,,,,
Record of Inspection (ROI),checklist,,,,,,Record of Inspection (ROI) Checklist,,,,,
,step,,,,,Cable Test Record,,,,,,
Cable Test Record,checklist,,,,,,Cable Test Record Checklist,,,,,
