"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ac042498-9114-4114-8eba-70835f61ac48","","","","folder","TRUE","FALSE","Site QA"
"bdefce96-2004-41a4-80f0-3bd1d239a3ad","","","","folder","TRUE","FALSE","Site QA","In Ground Services"
"a2b4677c-76d2-41a6-8064-fc162d9f1263","","","","folder","TRUE","FALSE","Site QA","In Ground Services","Installation"
"09356fac-ec26-4593-8ada-72eb64a83bb9","","","","folder","TRUE","FALSE","Site QA","In Ground Services","Installation","Sewer (in-ground)"
"8b30d82a-8687-422a-b2e6-4903b86518d6","","","ITR 002 Sewer Drainage","checklist","FALSE","FALSE","Site QA","In Ground Services","Installation","Sewer (in-ground)","Site Sheds"
"1239da07-58fb-41ff-8954-3f68c19db6a5","","","","folder","TRUE","FALSE","Site QA","In Ground Services","Installation","Cold Water"
"f68dc3cc-f0aa-44d7-9f49-0e59724e84b1","","","ITR 009 Domestic Cold Water In Ground","checklist","FALSE","FALSE","Site QA","In Ground Services","Installation","Cold Water","Site Sheds"
"7836e3fa-48cf-4982-9feb-e5500d389def","","","","folder","TRUE","FALSE","Site QA","Suspended Drainage Services"
"8f8ed3e9-96e4-4836-9057-f58484b53f61","","","","folder","TRUE","FALSE","Site QA","Suspended Drainage Services","Installation"
"741178f9-9051-43f2-953f-4608d9e15df4","","","","folder","TRUE","FALSE","Site QA","Suspended Drainage Services","Installation","Storm Water (suspended)"
"350b4ecb-16ca-4040-b208-cf663d328b3c","","","ITR 007 Suspended Storm Drainage","checklist","FALSE","FALSE","Site QA","Suspended Drainage Services","Installation","Storm Water (suspended)","Site Sheds"
"29e03df0-3b28-44f2-86e1-706154897e24","","","","folder","TRUE","FALSE","Site QA","Suspended Drainage Services","Installation","Sewer (suspended)"
"f0150618-d993-46a5-be83-5438bf7cb0b6","","","ITR 006 Suspended Sewer Drainage","checklist","FALSE","FALSE","Site QA","Suspended Drainage Services","Installation","Sewer (suspended)","Building 1"
"e9079417-cd6e-4c78-9bf2-403611d8d1b4","","","ITR 006 Suspended Sewer Drainage","checklist","FALSE","FALSE","Site QA","Suspended Drainage Services","Installation","Sewer (suspended)","Building 2"
"3ce3e981-e5f0-4765-8a27-e57fe111f6e6","","","ITR 006 Suspended Sewer Drainage","checklist","FALSE","FALSE","Site QA","Suspended Drainage Services","Installation","Sewer (suspended)","Site Sheds"
"2101ec21-c12a-42a2-b730-1891a4f26595","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services"
"44fcc99b-90dc-4bed-a8e0-b41df9f69064","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water Mains"
"addc11f4-feaf-451c-9401-527de370432f","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Cold Water Mains","Building 1"
"62e5bfaa-cca2-43e7-a38b-f349dea89d13","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Cold Water Mains","Building 2"
"052ca8d6-5ca7-48f3-81df-ce3dc30d6e58","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Cold Water Mains","Site Sheds"
"245c01ca-1c7f-4b95-8248-03cff6afc26f","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets"
"74ece11d-51c4-48a3-aecb-0e46a5e09d4c","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 4"
"559a7807-ba68-4109-b2e7-c22d5a069a5b","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 4","Building 1"
"887bb9a0-7edc-456b-bf03-99c62333ce65","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 4","Building 2"
"8f70bb32-7f67-4d6a-9ae8-2164c0cac20c","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 8"
"2b6d1bed-bbcc-4941-a88e-5328b9ff2c2a","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 8","Building 1"
"6a7d4bd1-e65a-4576-83b4-3fb99206b740","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 8","Building 2"
"d4488da1-9822-4817-bc74-45ed04cd2f67","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 12"
"eb144ba5-e1bc-4838-a323-ca7e39e32c16","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 12","Building 1"
"8daeda4b-b818-4a71-b670-39dac18ac859","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 12","Building 2"
"91dcafb6-a1c8-460c-88cb-c59460e2527d","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 16"
"4c1d9f32-04d2-4e71-a85a-db17d7fd5d5b","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 16","Building 1"
"0debf12e-c195-4883-aef2-126f4e671942","","","ITR 011 Hot & Cold Rough In","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Hot & Cold Water Toilets","Level 16","Building 2"
"9431babe-81dd-4082-9707-c658e9ebcb59","","","","folder","TRUE","FALSE","Site QA","Rough In Water Services","Suspended Fire Service"
"d876988e-c9a8-4ad7-bb42-63fab67d69ce","","","ITR 005 Fire Service","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Suspended Fire Service","Building 1"
"82a09167-a582-441c-aaf4-2f7237a3f33a","","","ITR 005 Fire Service","checklist","FALSE","FALSE","Site QA","Rough In Water Services","Suspended Fire Service","Building 2"
"88288d5b-cfad-4592-8c85-651ca0c541d3","","","","folder","TRUE","FALSE","Site QA","Fit Off"
"4c628c9f-2e8b-4280-ace3-946135add61b","","","","folder","TRUE","FALSE","Site QA","Fit Off","Sanitary Fixtures"
"279086e2-1293-4da9-8b59-6dbb3eebf332","","","","folder","TRUE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 4"
"5c3926f4-2d96-4379-b852-60434742b5fb","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 4","Building 1"
"c9792302-4400-429d-9915-d3145abf1413","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 4","Building 2"
"5d4dd889-5952-4ecc-a593-fa4cb7d23fc9","","","","folder","TRUE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 8"
"411fce51-ad40-4571-8a30-32e1607196d0","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 8","Building 1"
"627f5316-f505-4330-9102-16ac29ae4129","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 8","Building 2"
"aa4e36a2-bf94-4dc9-babd-130340d4c980","","","","folder","TRUE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 12"
"ff40af97-c7f2-42e0-b9e2-37bac76035d4","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 12","Building 1"
"09429c2e-cac2-4230-8071-1951d319bba1","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 12","Building 2"
"0ddd4dd2-01c6-4f4e-afbc-f5eef4ca83c5","","","","folder","TRUE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 16"
"d847426b-b44f-40ec-992a-c8c5fc3510d8","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 16","Building 1"
"10cd570f-1d16-43f1-b4bb-0e592c55edd9","","","ITR 014 Sanitary Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Sanitary Fixtures","Level 16","Building 2"
"c5a47f87-9ef9-409c-895c-d7fa2cd8297e","","","","folder","TRUE","FALSE","Site QA","Commissioning"
"b991afed-3bbe-4876-8787-b85ab5063ebf","","","","folder","TRUE","FALSE","Site QA","Commissioning","Tempering valve"
"c2c7a170-5928-4e31-bf3a-107dd8263e0f","","","","folder","TRUE","FALSE","Site QA","Commissioning","Tempering valve","Level 4"
"d647fd5e-5309-4bf1-a4b3-3285947177c8","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 4","Building 1"
"5d420633-425e-4d92-8caa-630c8068d7b7","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 4","Building 2"
"63d455b0-c1a9-4653-9cdd-47ca274af06e","","","","folder","TRUE","FALSE","Site QA","Commissioning","Tempering valve","Level 8"
"cb26c39b-615a-497c-bd68-c8a4de0c04b9","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 8","Building 1"
"a4ae56ba-c05d-4ec2-bcf6-6b841181cba8","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 8","Building 2"
"d330ae48-36c6-4b30-b121-04c76128e4dc","","","","folder","TRUE","FALSE","Site QA","Commissioning","Tempering valve","Level 12"
"f73be3f1-ff85-42bf-882a-257d7404960f","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 12","Building 1"
"708317b7-9622-4427-8a78-f539171b20d3","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 12","Building 2"
"90c9e9e7-2e66-4c14-adfa-553c2e645be7","","","","folder","TRUE","FALSE","Site QA","Commissioning","Tempering valve","Level 16"
"956d4178-c61f-4e76-ba33-994d2be7ae3a","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 16","Building 1"
"fd47f647-8382-436c-ae72-aee458325a50","","","ITR 016 Tempering Valve Test Report","checklist","FALSE","FALSE","Site QA","Commissioning","Tempering valve","Level 16","Building 2"
"a2b5ca5b-b48f-46c8-ab10-b9000f11c620","","","","folder","TRUE","FALSE","Site QA","Commissioning","HWS"
"ccaca2a6-ce81-4d25-8da0-b5807ced1e12","","","","folder","TRUE","FALSE","Site QA","Commissioning","HWS","Level 4"
"1133ecfc-0ec1-4f81-8b64-9557846eac16","","","ITR 012 Hot Water Service","checklist","FALSE","FALSE","Site QA","Commissioning","HWS","Level 4","Building 1"
"fecdbb4a-b245-4bc8-b67a-3ec676a2c2a1","","","ITR 012 Hot Water Service","checklist","FALSE","FALSE","Site QA","Commissioning","HWS","Level 4","Building 2"
"6ba5fd3a-afe1-4316-9279-968d2969afd3","","","","folder","TRUE","FALSE","Site QA","Commissioning","HWS","Level 8"
"1faa7ca6-989b-45e2-bc5c-4084034ee1ba","","","ITR 012 Hot Water Service","checklist","FALSE","FALSE","Site QA","Commissioning","HWS","Level 8","Building 1"
"11924081-8bbf-486e-a186-7ba61ed1aa0a","","","ITR 012 Hot Water Service","checklist","FALSE","FALSE","Site QA","Commissioning","HWS","Level 8","Building 2"
"99a37477-55d5-4d3f-a118-dc5be04bcce1","","","","folder","TRUE","FALSE","Site QA","Commissioning","HWS","Level 12"
"acfa770d-8e75-4b9a-8c8c-2a430d1f3b0a","","","ITR 012 Hot Water Service","checklist","FALSE","FALSE","Site QA","Commissioning","HWS","Level 12","Building 1"
"52aeafaf-81dc-40c7-8811-5f496654daaa","","","ITR 012 Hot Water Service","checklist","FALSE","FALSE","Site QA","Commissioning","HWS","Level 12","Building 2"
"8a64d410-5a75-4fd5-bf80-01b66b741fa1","","","","folder","TRUE","FALSE","Site QA","Commissioning","HWS","Level 16"
"68396e61-607b-4708-8043-7daa5c25da87","","","ITR 012 Hot Water Service","checklist","FALSE","FALSE","Site QA","Commissioning","HWS","Level 16","Building 1"
