Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress - Tower 1,,,,,,
,Scope,,,Site QA,Tower 1,
,Rows,,,,,
,,Tower 1,grouping,Tower 1,,
,,Ground Floor,,Ground Floor,Tower 1,Site QA
,,Level 1,,Level 1,Tower 1,Site QA
,,Level 2,,Level 2,Tower 1,Site QA
,,Level 3,,Level 3,Tower 1,Site QA
,,Level 4,,Level 4,Tower 1,Site QA
,,Level 5,,Level 5,Tower 1,Site QA
,,Level 6,,Level 6,Tower 1,Site QA
,,Level 7,,Level 7,Tower 1,Site QA
,,Level 8,,Level 8,Tower 1,Site QA
,,Level 9,,Level 9,Tower 1,Site QA
,,Level 10,,Level 10,Tower 1,Site QA
,,Level 11,,Level 11,Tower 1,Site QA
,,Level 12,,Level 12,Tower 1,Site QA
,,Level 13,,Level 13,Tower 1,Site QA
,,Level 14,,Level 14,Tower 1,Site QA
,,Level 15,,Level 15,Tower 1,Site QA
,,Level 16,,Level 16,Tower 1,Site QA
,,Level 17,,Level 17,Tower 1,Site QA
,,Level 18,,Level 18,Tower 1,Site QA
,,Level 19,,Level 19,Tower 1,Site QA
,,Level 20,,Level 20,Tower 1,Site QA
,,Level 21,,Level 21,Tower 1,Site QA
,,Level 22,,Level 22,Tower 1,Site QA
,,Level 23,,Level 23,Tower 1,Site QA
,,Level 24,,Level 24,Tower 1,Site QA
,,Level 25,,Level 25,Tower 1,Site QA
,,Level 26,,Level 26,Tower 1,Site QA
,,Level 27,,Level 27,Tower 1,Site QA
,,Level 28,,Level 28,Tower 1,Site QA
,,Level 29,,Level 29,Tower 1,Site QA
,Columns,,,,,
,,Drains,,Drains,,
,,Rough In,,Rough In,,
,,Fit Off,,Fit Off,,
,,Commissioning,,Commissioning,,
,,Penetrations,,Penetrations,,
,,,,,,
Overall Progress - Tower 2,,,,,,
,Scope,,,Site QA,Tower 2,
,Rows,,,,,
,,Tower 2,grouping,Tower 2,,
,,Ground Floor,,Ground Floor,Tower 2,Site QA
,,Level 1,,Level 1,Tower 2,Site QA
,,Level 2,,Level 2,Tower 2,Site QA
,,Level 3,,Level 3,Tower 2,Site QA
,,Level 4,,Level 4,Tower 2,Site QA
,,Level 5,,Level 5,Tower 2,Site QA
,,Level 6,,Level 6,Tower 2,Site QA
,,Level 7,,Level 7,Tower 2,Site QA
,,Level 8,,Level 8,Tower 2,Site QA
,,Level 9,,Level 9,Tower 2,Site QA
,,Level 10,,Level 10,Tower 2,Site QA
,,Level 11,,Level 11,Tower 2,Site QA
,,Level 12,,Level 12,Tower 2,Site QA
,,Level 13,,Level 13,Tower 2,Site QA
,,Level 14,,Level 14,Tower 2,Site QA
,,Level 15,,Level 15,Tower 2,Site QA
,,Level 16,,Level 16,Tower 2,Site QA
,,Level 17,,Level 17,Tower 2,Site QA
,,Level 18,,Level 18,Tower 2,Site QA
,,Level 19,,Level 19,Tower 2,Site QA
,,Level 20,,Level 20,Tower 2,Site QA
,,Level 21,,Level 21,Tower 2,Site QA
,Columns,,,,,
,,Drains,,Drains,,
,,Rough In,,Rough In,,
,,Fit Off,,Fit Off,,
,,Commissioning,,Commissioning,,
,,Penetrations,,Penetrations,,
