resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Building E,,,,,,,,
,,step,,,,BASEMENT 01,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,GF,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,L01,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,L02,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,L03,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,L04,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,L05,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,L04,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
,,step,,,,L05,,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 80,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 81,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 82,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 83,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 84,,,,,,
Internal Painting,,folder-with-checklists,,,,,ZONE 85,,,,,,
