"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Apartment / Hotel Progress"
,"Scope",,
,"Rows"
,,"Level 2","grouping","level 2"
,,"2.01",,"level 2","2.01"
,,"2.02",,"2.02","level 2"
,,"2.03",,"2.03","level 2"
,,"2.04",,"level 2","2.04"
,,"2.05",,"level 2","2.05"
,,"2.06",,"2.06","level 2"
,,"2.07",,"2.07","level 2"
,,"2.08",,"level 2","2.08"
,,"2.09",,"level 2","2.09"
,,"2.10",,"2.10","level 2"
,,"Level 3","grouping","level 3"
,,"3.01",,"level 3","3.01"
,,"3.02",,"3.02","level 3"
,,"3.03",,"3.03","level 3"
,,"3.04",,"3.04","level 3"
,,"3.05",,"level 3","3.05"
,,"3.06",,"3.06","level 3"
,,"3.07",,"3.07","level 3"
,,"3.08",,"3.08","level 3"
,,"3.09",,"level 3","3.09"
,,"3.10",,"3.10","level 3"
,,"Level 4","grouping","level 4"
,,"4.01",,"level 4","4.01"
,,"4.02",,"level 4","4.02"
,,"4.03",,"level 4","4.03"
,,"4.04",,"level 4","4.04"
,,"4.05",,"level 4","4.05"
,,"4.06",,"level 4","4.06"
,,"4.07",,"level 4","4.07"
,,"4.08",,"level 4","4.08"
,,"4.09",,"level 4","4.09"
,,"4.10",,"level 4","4.10"
,,"4.11",,"level 4","4.11"
,,"4.12",,"level 4","4.12"
,,"4.13",,"level 4","4.13"
,,"Level 5","grouping","level 5"
,,"5.01",,"level 5","5.01"
,,"5.02",,"level 5","5.02"
,,"5.03",,"5.03","level 5"
,,"5.04",,"level 5","5.04"
,,"5.05",,"level 5","5.05"
,,"5.06",,"level 5","5.06"
,,"5.07",,"5.07","level 5"
,,"5.08",,"level 5","5.08"
,,"5.09",,"level 5","5.09"
,,"5.10",,"5.10","level 5"
,,"5.11",,"level 5","5.11"
,,"5.12",,"level 5","5.12"
,,"5.13",,"level 5","5.13"
,,"Level 6","grouping","level 6"
,,"6.01",,"6.01","level 6"
,,"6.02",,"level 6","6.02"
,,"6.03",,"level 6","6.03"
,,"6.04",,"6.04","level 6"
,,"6.05",,"6.05","level 6"
,,"6.06",,"level 6","6.06"
,,"6.07",,"level 6","6.07"
,,"6.08",,"6.08","level 6"
,,"6.09",,"6.09","level 6"
,,"6.10",,"level 6","6.10"
,,"6.11",,"6.11","level 6"
,,"6.12",,"6.12","level 6"
,,"6.13",,"level 6","6.13"
,,"Level 7","grouping","level 7"
,,"7.01",,"7.01","level 7"
,,"7.02",,"7.02","level 7"
,,"7.03",,"level 7","7.03"
,,"7.04",,"7.04","level 7"
,,"7.05",,"7.05","level 7"
,,"7.06",,"7.06","level 7"
,,"7.07",,"level 7","7.07"
,,"7.08",,"7.08","level 7"
,,"7.09",,"7.09","level 7"
,,"7.10",,"level 7","7.10"
,,"7.11",,"7.11","level 7"
,,"7.12",,"7.12","level 7"
,,"7.13",,"7.13","level 7"
,,"Level 8","grouping","level 8"
,,"8.01",,"level 8","8.01"
,,"8.02",,"level 8","8.02"
,,"8.03",,"level 8","8.03"
,,"8.04",,"level 8","8.04"
,,"8.05",,"level 8","8.05"
,,"8.06",,"level 8","8.06"
,,"8.07",,"level 8","8.07"
,,"8.08",,"level 8","8.08"
,,"8.09",,"level 8","8.09"
,,"8.10",,"level 8","8.10"
,,"8.11",,"level 8","8.11"
,,"8.12",,"level 8","8.12"
,,"8.13",,"level 8","8.13"
,,"Level 9","grouping","level 9"
,,"9.01",,"9.01","level 9"
,,"9.02",,"level 9","9.02"
,,"9.03",,"level 9","9.03"
,,"9.04",,"level 9","9.04"
,,"9.05",,"9.05","level 9"
,,"9.06",,"level 9","9.06"
,,"9.07",,"level 9","9.07"
,,"9.08",,"level 9","9.08"
,,"9.09",,"9.09","level 9"
,,"9.10",,"level 9","9.10"
,,"9.11",,"level 9","9.11"
,,"9.12",,"9.12","level 9"
,,"9.13",,"level 9","9.13"
,,"Level 10","grouping","level 10"
,,"10.01",,"10.01","level 10"
