"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"95da340e-a1fc-429a-aed5-c0df83212846","","work-in-progress","","folder","TRUE","FALSE","ITP002 - Pavement Marking"
"aadb1dca-a9b6-4053-9cd1-6c5418b6167a","","pass","FH-927-QU-ITP002 - Pavement Marking - Rev 0","checklist","FALSE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-001"
"e69ed630-42a5-479a-8d98-ea4a336262a8","","pass","FH-927-QU-ITP002 - Pavement Marking - Rev 0","checklist","FALSE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-002"
"6c70c1d9-3ef0-4c0d-b07f-4a6499f4d4d8","","pass","","folder","TRUE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-003"
"029a1849-1202-4885-b215-98fbc65d3014","","pass","FH-927-QU-ITP002 - Pavement Marking - Rev 0","checklist","FALSE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-003","FH-927-QU-ITP002-LOT-003"
"0c30106b-b3fb-48ed-874a-bc0404565faa","","pass","","folder","TRUE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-004"
"3d4d8f24-b047-4df6-aa14-d478fd7113d7","","pass","FH-927-QU-ITP002 - Pavement Marking - Rev 0","checklist","FALSE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-004","FH-927-QU-ITP002-LOT-004"
"8c455693-3475-4200-ae13-68342a95e659","","pass","","folder","TRUE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-005"
"46302db4-a4aa-47b3-8d6b-374bff6f23f3","","pass","FH-927-QU-ITP002 - Pavement Marking - Rev 0","checklist","FALSE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-005","FH-927-QU-ITP002-LOT-005"
"bee54586-6c28-48db-bd05-0b1ba28a3477","","work-in-progress","","folder","TRUE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-006"
"882f99ca-03bb-408f-9129-4c07094f7ea3","","work-in-progress","FH-927-QU-ITP003 - Surface Rejuvenation - Rev 0","checklist","FALSE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-006","ITP003 - Surface Rejuvenation"
"c13f3fd0-76f0-4311-8aab-136f6d4cb96d","","pass","FH-927-QU-ITP002 - Pavement Marking - Rev 0","checklist","FALSE","FALSE","ITP002 - Pavement Marking","FH-927-QU-ITP002-LOT-006","FH-927-QU-ITP002-LOT-006"
"2db416b4-dca0-4c35-8b51-d6f1150cccbc","","pass","","folder","TRUE","FALSE","ITP003 - Surface Rejuvenation"
"78c1b31a-ff16-4bda-86dc-d4fd516df159","","pass","FH-927-QU-ITP003 - Surface Rejuvenation - Rev 0","checklist","FALSE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-001"
"e1f122dd-0f54-4370-874f-62828d75554c","","pass","FH-927-QU-ITP003 - Surface Rejuvenation - Rev 0","checklist","FALSE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-002"
"5bc505ab-ff13-469e-88ef-34911e28c560","","pass","","folder","TRUE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-003"
"7d2c7253-661f-482c-9c5b-82587328e188","","pass","FH-927-QU-ITP003 - Surface Rejuvenation - Rev 0","checklist","FALSE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-003","FH-927-QU-ITP003-LOT-003"
"2df07fa3-9aa6-4a68-8ffd-401f07871e6b","","pass","","folder","TRUE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-004"
"3905e2aa-afea-4e03-9131-10ea64d9384c","","pass","FH-927-QU-ITP003 - Surface Rejuvenation - Rev 0","checklist","FALSE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-004","FH-927-QU-ITP003-LOT-004"
"47e601fa-88bc-46ab-ab8b-52a4d396c96e","","pass","","folder","TRUE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-005"
"0b1ab29e-beb8-46f1-bf1b-b0af65e1d453","","pass","FH-927-QU-ITP003 - Surface Rejuvenation - Rev 0","checklist","FALSE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-005","FH-927-QU-ITP003-LOT-005"
"b80ee165-2a44-48ee-b144-d8e9d076d549","","pass","","folder","TRUE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-006"
"923accde-a6cc-4c0f-b13c-4fad7d87acfa","","pass","FH-927-QU-ITP003 - Surface Rejuvenation - Rev 0","checklist","FALSE","FALSE","ITP003 - Surface Rejuvenation","FH-927-QU-ITP003-LOT-006","FH-927-QU-ITP003-LOT-006"
"bda81aab-c2fa-40e6-b1d8-fe1e2186e920","","no-status-not-started","","folder","TRUE","FALSE","ITP007 - AGL Removal of Luminaire, Installation of Shallow Cans and Luminaire Installation"
