type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,AHU Commissioning,,,,,,AHU Commissioning
checkpoint,System Operational,,,,,,
checkpoint,Check For Noise And Vibration,,,,,,
checkpoint,Drain Tested,,,,,,
