"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Up to Basement 3 to Level 12 - 13"
,"Scope",,
,"Rows"
,,"Up to Basement 3",,"up to basement 3"
,,"Basement 3 to Basement 2",,"basement 3 to basement 2"
,,"Basement 2 to Basement 1",,"basement 2 to basement 1"
,,"Basement 1 to Ground",,"basement 1 to ground"
,,"Ground to Level 1",,"ground to level 1"
,,"Level 1-2",,"level 1-2"
,,"Level 2-3",,"level 2-3"
,,"Level 3-4",,"level 3-4"
,,"Level 4-5",,"level 4-5"
,,"Level 5-6",,"level 5-6"
,,"Level 6-7",,"level 6-7"
,,"Level 7-8",,"level 7-8"
,,"Level 8-9",,"level 8-9"
,,"Level 9-10",,"level 9-10"
,,"Level 10-11",,"level 10-11"
,,"Level 11-12",,"level 11-12"
,,"Level 12-13",,"level 12-13"
,"Columns"
,,"SOG",,"sog"
,,"Suspended Slab",,"suspended slab"
,,"Columns",,"columns"
,,"Core Walls",,"core walls"
,,"Stair Walls",,"stair walls"
,,"Stairs precast",,"stairs precast"
,,"Stairs(in-situ)",,"stairs(in-situ)"
,,"Screens",,"screens"

"Level 13 - 14 to Level 41- Lift Machine room"
,"Scope",,
,"Rows"
,,"Level 13-14",,"level 13-14"
,,"Level 14-15",,"level 14-15"
,,"Level 15-16",,"level 15-16"
,,"Level 16-17",,"level 16-17"
,,"Level 17-18",,"level 17-18"
,,"Level 18-19",,"level 18-19"
,,"Level 19-20",,"level 19-20"
,,"Level 20-21",,"level 20-21"
,,"Level 21-22",,"level 21-22"
,,"Level 22-23",,"level 22-23"
,,"Level 23-24",,"level 23-24"
,,"Level 24-25",,"level 24-25"
,,"Level 25-26",,"level 25-26"
,,"Level 26-27",,"level 26-27"
,,"Level 27-28",,"level 27-28"
,,"Level 28-29",,"level 28-29"
,,"Level 29-30",,"level 29-30"
,,"Level 30-31",,"level 30-31"
,,"Level 31-32",,"level 31-32"
,,"Level 32-33",,"level 32-33"
,,"Level 33-34",,"level 33-34"
,,"Level 34-35",,"level 34-35"
,,"Level 35-36",,"level 35-36"
,,"Level 36-37",,"level 36-37"
,,"Level 37-38",,"level 37-38"
,,"Level 38-39",,"level 38-39"
,,"Level 39-40",,"level 39-40"
,,"Level 40-41",,"level 40-41"
,,"Level 41- Lift Machine room",,"level 41- lift machine room"
,"Columns"
,,"Suspended Slab",,"suspended slab"
,,"Core Walls",,"core walls"
,,"Stair Walls",,"stair walls"
,,"Stairs precast",,"stairs precast"

"Variations / Site Instructions"
,"Scope",,,"variations / si"
,"Rows"
,,"April 2022","dynamic","april 2022","variations / si"
,,"May 2022","dynamic","may 2022","variations / si"
,,"June 2022","dynamic","june 2022","variations / si"
,,"July 2022","dynamic","july 2022","variations / si"
,,"August 2022","dynamic","august 2022","variations / si"
,,"September 2022","dynamic","september 2022","variations / si"
,,"October 2022","dynamic","october 2022","variations / si"
,,"November 2022","dynamic","november 2022","variations / si"
,,"December 2022","dynamic","december 2022","variations / si"
,,"January 2023","dynamic","january 2023","variations / si"
,,"February 2023","dynamic","february 2023","variations / si"
,"Columns"
,,"Variation / SI Details Entered",,"variation / si details entered"
,,"Work type:","Work type:","variation / si details entered"
,,"Attention:","Attention:","variation / si details entered"
,,"Area/Location","Area/Location","variation / si details entered"
,,"Date","Date","variation / si details entered"
,,"Scope of work","Scope of work","variation / si details entered"
,,"Normal Hours","Normal Hours","variation / si details entered"
,,"Overtime Hours","Overtime Hours","variation / si details entered"
,,"Material to complete task","Material to complete task","variation / si details entered"
,,"Reference/SI Number Entered",,"reference/si number entered"
,,"Reference/SI Number","Reference/SI Number","reference/si number entered"
,,"Variation / SI Work Completed",,"variation / si work completed"
,,"Values added (Office use only)",,"values added (office use only)"
,,"Labour Value","Labour Value","values added (office use only)"
,,"Material Value","Material Value","values added (office use only)"
,,"Total Variation Value","Total Variation Value","values added (office use only)"

