"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d67198af-0f68-4023-8b5b-3e431554e7b3","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"337e2d41-cc98-4e6c-8a98-b16fd0b42ffd","","folder-normal","fail","","step","FALSE","FALSE","Site QA","Site Establishment"
"29a1dd94-f254-4fd9-9d88-a1a6a0fa202f","","folder-normal","fail","","step","FALSE","FALSE","Site QA","Site Establishment","Site Setout / Survey"
"4df46ebd-f520-458d-8961-6a852a7774b9","","checklist-flat","fail","Setout / Surveying -","checklist-flat","FALSE","FALSE","Site QA","Site Establishment","Site Setout / Survey","Setout / Surveying"
"a207c741-6b4e-49d4-8fbd-ef472304aca2","","folder-normal","work-in-progress","","step","FALSE","FALSE","Site QA","Site Establishment","Removal of Fill / Spoil Haul Roads and Laydown Areas"
"dfe5cdfa-688a-4fb1-a224-edf37829f710","Child Removal of Fill / Spoil recorded(bc5840bc-ce34-50b7-83f7-e8e1b2b04302): DataPoint Any supporting documentation attached(407b050d-d811-5cfd-afd3-49bb2bdfda2f) is missing 'button' values","checklist-flat","pass","Removal of Fill/Spoil -","checklist-flat","FALSE","FALSE","Site QA","Site Establishment","Removal of Fill / Spoil Haul Roads and Laydown Areas","Removal of Fill/Spoil"
"297d97d6-ef52-49a9-988e-8cdccacc122b","","checklist-sectioned","work-in-progress","Excavation","checklist","FALSE","FALSE","Site QA","Site Establishment","Removal of Fill / Spoil Haul Roads and Laydown Areas","Excavation"
"dc56cd3d-e71c-4ecc-b4fd-39d25e15d8b1","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Site QA","Site Establishment","Welfare Facilities"
"8e07afca-494b-45cc-a00e-27097d004276","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Site Establishment","Laydown Areas/Mobile Crane Base"
"c4e55dff-5be9-4b7e-b4ff-765ea6dd0d77","","checklist-sectioned","not-started","Excavation","checklist","FALSE","FALSE","Site QA","Site Establishment","Laydown Areas/Mobile Crane Base","Excavation"
"12ff57d3-76ea-483b-add1-7485929733a9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Civil"
"db81a405-3953-4819-91ee-2d056e924ffc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Whare"
"f18bff6f-e578-471f-8c28-927bf4d498f3","","checklist-flat","not-started","Setout / Surveying -","checklist-flat","FALSE","FALSE","Site QA","Whare","Setout / Surveying - Whare"
"f9594b8c-5133-4ec0-8d41-b98f14ccab3d","","checklist-sectioned","not-started","Excavation","checklist","FALSE","FALSE","Site QA","Whare","Excavation"
"1583afd3-7504-4e0d-bf1f-a7f90f331a3d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Whare","Foundations"
"0282e1ee-c256-4091-80eb-b49eedd35ff5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Whare","Foundation Services"
"f1f91500-5c3b-4917-9ff5-311b45c90a36","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Whare","Structure"
"f0452dba-8a9e-4a8e-94f7-2e2ae8ce4a28","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Whare","Facade"
"769acc9d-a1cc-41bf-9387-ab683630fad0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Whare","Fitout"
"810dc84f-407d-472d-b199-470b6bc67c10","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Senior High School"
"bbe485a9-72a1-457c-8de6-3a5f9065253c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Junior High School"
"85a0d553-1eb0-4fc4-9d5f-61ebda84a984","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","TEST"
"cba126aa-49e5-43b1-997e-ff48996139a6","","checklist-flat","not-started","Daily Prestart -","checklist-flat","FALSE","FALSE","Site QA","TEST","Daily Prestart -"
"e924144c-ccbb-4c53-92cb-7086112fbb95","","checklist-flat","not-started","SYS - Daily Site Report (old version)","checklist-flat","FALSE","FALSE","Site QA","TEST","Daily Site Report -"
"dea61d53-cdd8-4522-813f-6a8f1a0e5447","","checklist-sectioned","not-started","Excavation","checklist","FALSE","FALSE","Site QA","TEST","Excavation"
"53c3a291-eb0c-4147-a651-336197ffdedf","Child Removal of Fill / Spoil recorded(8be5faa7-dd58-51d4-8540-2f50a1619337): DataPoint Any supporting documentation attached(407b050d-d811-5cfd-afd3-49bb2bdfda2f) is missing 'button' values","checklist-flat","not-started","Removal of Fill/Spoil -","checklist-flat","FALSE","FALSE","Site QA","TEST","Removal of Fill/Spoil -"
"48b0132f-c69e-420c-8694-38e6d2e959e2","","checklist-flat","not-started","Setout / Surveying -","checklist-flat","FALSE","FALSE","Site QA","TEST","Setout / Surveying -"
"82f3d0e4-1c9a-41b1-ab92-c9b4b3164b92","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Site Reports"
"2501b911-e0f4-4f08-b8a8-0c1c04d90c29","","checklist-flat","work-in-progress","SYS - Daily Site Report (old version)","checklist-flat","FALSE","FALSE","Daily Site Reports","Daily Site Report -30june"
"dee8e2a9-2bcb-493c-9804-c3b2c00253fa","","checklist-flat","not-started","SYS - Daily Site Report (old version)","checklist-flat","FALSE","FALSE","Daily Site Reports","Daily Site Report - 1 July"
"de880482-f95d-4fea-90ac-db3430f32160","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Prestart"
"7f95344d-b0da-4c64-8185-454a0a10cc29","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Photos"
