Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Overall Progress,,,,,,,,,
,Scope,,,QA - Carpentry,Carpentry,,,,
,Rows,,,,,,,,
,,Building 1 - Basement,dynamic,QA - Carpentry,Carpentry,Building 1,Basement,,
,,Building 1 - Ground,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,,
,,Building 1 - Ground - 1-G01 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G01,Door
,,Building 1 - Ground - 1-G01 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G01,Skirting
,,Building 1 - Ground - 1-G01 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G01,Sanitary
,,Building 1 - Ground - 1-G02 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G02,Door
,,Building 1 - Ground - 1-G02 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G02,Skirting
,,Building 1 - Ground - 1-G02 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G02,Sanitary
,,Building 1 - Ground - 1-G03 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G03,Door
,,Building 1 - Ground - 1-G03 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G03,Skirting
,,Building 1 - Ground - 1-G03 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G03,Sanitary
,,Building 1 - Ground - 1-G04 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G04,Door
,,Building 1 - Ground - 1-G04 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G04,Skirting
,,Building 1 - Ground - 1-G04 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Ground,1-G04,Sanitary
,,Building 1 - Level 1 - 1-101 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-101,Door
,,Building 1 - Level 1 - 1-101 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-101,Skirting
,,Building 1 - Level 1 - 1-101 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-101,Sanitary
,,Building 1 - Level 1 - 1-102 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-102,Door
,,Building 1 - Level 1 - 1-102 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-102,Skirting
,,Building 1 - Level 1 - 1-102 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-102,Sanitary
,,Building 1 - Level 1 - 1-103 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-103,Door
,,Building 1 - Level 1 - 1-103 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-103,Skirting
,,Building 1 - Level 1 - 1-103 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-103,Sanitary
,,Building 1 - Level 1 - 1-104 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-104,Door
,,Building 1 - Level 1 - 1-104 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-104,Skirting
,,Building 1 - Level 1 - 1-104 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-104,Sanitary
,,Building 1 - Level 1 - 1-105 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-105,Door
,,Building 1 - Level 1 - 1-105 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-105,Skirting
,,Building 1 - Level 1 - 1-105 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-105,Sanitary
,,Building 1 - Level 1 - 1-106 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-106,Door
,,Building 1 - Level 1 - 1-106 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-106,Skirting
,,Building 1 - Level 1 - 1-106 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-106,Sanitary
,,Building 1 - Level 1 - 1-107 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-107,Door
,,Building 1 - Level 1 - 1-107 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-107,Skirting
,,Building 1 - Level 1 - 1-107 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-107,Sanitary
,,Building 1 - Level 1 - 1-108 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-108,Door
,,Building 1 - Level 1 - 1-108 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-108,Skirting
,,Building 1 - Level 1 - 1-108 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 1,1-108,Sanitary
,,Building 1 - Level 2 - 1-201 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-201,Door
,,Building 1 - Level 2 - 1-201 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-201,Skirting
,,Building 1 - Level 2 - 1-201 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-201,Sanitary
,,Building 1 - Level 2 - 1-202 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-202,Door
,,Building 1 - Level 2 - 1-202 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-202,Skirting
,,Building 1 - Level 2 - 1-202 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-202,Sanitary
,,Building 1 - Level 2 - 1-203 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-203,Door
,,Building 1 - Level 2 - 1-203 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-203,Skirting
,,Building 1 - Level 2 - 1-203 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-203,Sanitary
,,Building 1 - Level 2 - 1-204 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-204,Door
,,Building 1 - Level 2 - 1-204 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-204,Skirting
,,Building 1 - Level 2 - 1-204 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-204,Sanitary
,,Building 1 - Level 2 - 1-205 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-205,Door
,,Building 1 - Level 2 - 1-205 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-205,Skirting
,,Building 1 - Level 2 - 1-205 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-205,Sanitary
,,Building 1 - Level 2 - 1-206 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-206,Door
,,Building 1 - Level 2 - 1-206 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-206,Skirting
,,Building 1 - Level 2 - 1-206 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-206,Sanitary
,,Building 1 - Level 2 - 1-207 - Door,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-207,Door
,,Building 1 - Level 2 - 1-207 - Skirting,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-207,Skirting
,,Building 1 - Level 2 - 1-207 - Sanitary,dynamic,QA - Carpentry,Carpentry,Building 1,Level 2,1-207,Sanitary
