Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,,,,,,,,,,,,,,,,
Overall Progress,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scope,,,QA - Carpentry,Carpentry,,,,,,,,,,,,,,,,,,,,,
,Rows,,,,,,,,,,,,,,,,,,,,,,,,,
,,Building 1 - Ground,grouping,Building 1 - Ground,,,,,,,,,,,,,,,,,,,,,,
,,Building 1 - Ground - 1-G01,,QA - Carpentry,Carpentry,Building 1,Ground,1-G01,,,,,,,,,,,,,,,,,,
,,Building 1 - Ground - 1-G02,,QA - Carpentry,Carpentry,Building 1,Ground,1-G02,,,,,,,,,,,,,,,,,,
,,Building 1 - Ground - 1-G03,,QA - Carpentry,Carpentry,Building 1,Ground,1-G03,,,,,,,,,,,,,,,,,,
,,Building 1 - Ground - 1-G04,,QA - Carpentry,Carpentry,Building 1,Ground,1-G04,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1,grouping,Building 1 - Level 1,,,,,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-101,,QA - Carpentry,Carpentry,Building 1,Level 1,1-101,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-102,,QA - Carpentry,Carpentry,Building 1,Level 1,1-102,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-103,,QA - Carpentry,Carpentry,Building 1,Level 1,1-103,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-104,,QA - Carpentry,Carpentry,Building 1,Level 1,1-104,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-105,,QA - Carpentry,Carpentry,Building 1,Level 1,1-105,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-106,,QA - Carpentry,Carpentry,Building 1,Level 1,1-106,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-107,,QA - Carpentry,Carpentry,Building 1,Level 1,1-107,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 1 - 1-108,,QA - Carpentry,Carpentry,Building 1,Level 1,1-108,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2,grouping,Building 1 - Level 2,,,,,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2 - 1-201,,QA - Carpentry,Carpentry,Building 1,Level 2,1-201,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2 - 1-202,,QA - Carpentry,Carpentry,Building 1,Level 2,1-202,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2 - 1-203,,QA - Carpentry,Carpentry,Building 1,Level 2,1-203,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2 - 1-204,,QA - Carpentry,Carpentry,Building 1,Level 2,1-204,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2 - 1-205,,QA - Carpentry,Carpentry,Building 1,Level 2,1-205,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2 - 1-206,,QA - Carpentry,Carpentry,Building 1,Level 2,1-206,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 2 - 1-207,,QA - Carpentry,Carpentry,Building 1,Level 2,1-207,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3,grouping,Building 1 - Level 3,,,,,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3 - 1-301,,QA - Carpentry,Carpentry,Building 1,Level 3,1-301,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3 - 1-302,,QA - Carpentry,Carpentry,Building 1,Level 3,1-302,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3 - 1-303,,QA - Carpentry,Carpentry,Building 1,Level 3,1-303,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3 - 1-304,,QA - Carpentry,Carpentry,Building 1,Level 3,1-304,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3 - 1-305,,QA - Carpentry,Carpentry,Building 1,Level 3,1-305,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3 - 1-306,,QA - Carpentry,Carpentry,Building 1,Level 3,1-306,,,,,,,,,,,,,,,,,,
,,Building 1 - Level 3 - 1-307,,QA - Carpentry,Carpentry,Building 1,Level 3,1-307,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1,grouping,Building 2 - Level 1,,,,,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-101,,QA - Carpentry,Carpentry,Building 2,Level 1,2-101,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-102,,QA - Carpentry,Carpentry,Building 2,Level 1,2-102,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-103,,QA - Carpentry,Carpentry,Building 2,Level 1,2-103,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-104,,QA - Carpentry,Carpentry,Building 2,Level 1,2-104,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-105,,QA - Carpentry,Carpentry,Building 2,Level 1,2-105,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-106,,QA - Carpentry,Carpentry,Building 2,Level 1,2-106,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-107,,QA - Carpentry,Carpentry,Building 2,Level 1,2-107,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 1 - 2-108,,QA - Carpentry,Carpentry,Building 2,Level 1,2-108,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2,grouping,Building 2 - Level 2,,,,,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-201,,QA - Carpentry,Carpentry,Building 2,Level 2,2-201,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-202,,QA - Carpentry,Carpentry,Building 2,Level 2,2-202,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-203,,QA - Carpentry,Carpentry,Building 2,Level 2,2-203,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-204,,QA - Carpentry,Carpentry,Building 2,Level 2,2-204,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-205,,QA - Carpentry,Carpentry,Building 2,Level 2,2-205,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-206,,QA - Carpentry,Carpentry,Building 2,Level 2,2-206,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-207,,QA - Carpentry,Carpentry,Building 2,Level 2,2-207,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 2 - 2-208,,QA - Carpentry,Carpentry,Building 2,Level 2,2-208,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3,grouping,Building 2 - Level 3,,,,,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-301,,QA - Carpentry,Carpentry,Building 2,Level 3,2-301,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-302,,QA - Carpentry,Carpentry,Building 2,Level 3,2-302,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-303,,QA - Carpentry,Carpentry,Building 2,Level 3,2-303,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-304,,QA - Carpentry,Carpentry,Building 2,Level 3,2-304,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-305,,QA - Carpentry,Carpentry,Building 2,Level 3,2-305,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-306,,QA - Carpentry,Carpentry,Building 2,Level 3,2-306,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-307,,QA - Carpentry,Carpentry,Building 2,Level 3,2-307,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 3 - 2-308,,QA - Carpentry,Carpentry,Building 2,Level 3,2-308,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4,grouping,Building 2 - Level 4,,,,,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-401,,QA - Carpentry,Carpentry,Building 2,Level 4,2-401,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-402,,QA - Carpentry,Carpentry,Building 2,Level 4,2-402,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-403,,QA - Carpentry,Carpentry,Building 2,Level 4,2-403,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-404,,QA - Carpentry,Carpentry,Building 2,Level 4,2-404,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-405,,QA - Carpentry,Carpentry,Building 2,Level 4,2-405,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-406,,QA - Carpentry,Carpentry,Building 2,Level 4,2-406,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-407,,QA - Carpentry,Carpentry,Building 2,Level 4,2-407,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 4 - 2-408,,QA - Carpentry,Carpentry,Building 2,Level 4,2-408,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5,grouping,Building 2 - Level 5,,,,,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-501,,QA - Carpentry,Carpentry,Building 2,Level 5,2-501,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-502,,QA - Carpentry,Carpentry,Building 2,Level 5,2-502,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-503,,QA - Carpentry,Carpentry,Building 2,Level 5,2-503,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-504,,QA - Carpentry,Carpentry,Building 2,Level 5,2-504,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-505,,QA - Carpentry,Carpentry,Building 2,Level 5,2-505,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-506,,QA - Carpentry,Carpentry,Building 2,Level 5,2-506,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-507,,QA - Carpentry,Carpentry,Building 2,Level 5,2-507,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 5 - 2-508,,QA - Carpentry,Carpentry,Building 2,Level 5,2-508,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 6,grouping,Building 2 - Level 6,,,,,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 6 - 2-601,,QA - Carpentry,Carpentry,Building 2,Level 6,2-601,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 6 - 2-602,,QA - Carpentry,Carpentry,Building 2,Level 6,2-602,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 6 - 2-603,,QA - Carpentry,Carpentry,Building 2,Level 6,2-603,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 6 - 2-604,,QA - Carpentry,Carpentry,Building 2,Level 6,2-604,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 6 - 2-605,,QA - Carpentry,Carpentry,Building 2,Level 6,2-605,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 6 - 2-606,,QA - Carpentry,Carpentry,Building 2,Level 6,2-606,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 7,grouping,Building 2 - Level 7,,,,,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 7 - 2-701,,QA - Carpentry,Carpentry,Building 2,Level 7,2-701,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 7 - 2-702,,QA - Carpentry,Carpentry,Building 2,Level 7,2-702,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 7 - 2-703,,QA - Carpentry,Carpentry,Building 2,Level 7,2-703,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 7 - 2-704,,QA - Carpentry,Carpentry,Building 2,Level 7,2-704,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 7 - 2-705,,QA - Carpentry,Carpentry,Building 2,Level 7,2-705,,,,,,,,,,,,,,,,,,
,,Building 2 - Level 7 - 2-706,,QA - Carpentry,Carpentry,Building 2,Level 7,2-706,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground,grouping,Building 3 - Ground,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G01,,QA - Carpentry,Carpentry,Building 3,Ground,3G01,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G02,,QA - Carpentry,Carpentry,Building 3,Ground,3G02,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G03,,QA - Carpentry,Carpentry,Building 3,Ground,3G03,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G04,,QA - Carpentry,Carpentry,Building 3,Ground,3G04,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G05,,QA - Carpentry,Carpentry,Building 3,Ground,3G05,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G06,,QA - Carpentry,Carpentry,Building 3,Ground,3G06,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G07,,QA - Carpentry,Carpentry,Building 3,Ground,3G07,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G08,,QA - Carpentry,Carpentry,Building 3,Ground,3G08,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G09,,QA - Carpentry,Carpentry,Building 3,Ground,3G09,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G10,,QA - Carpentry,Carpentry,Building 3,Ground,3G10,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G11,,QA - Carpentry,Carpentry,Building 3,Ground,3G11,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G12,,QA - Carpentry,Carpentry,Building 3,Ground,3G12,,,,,,,,,,,,,,,,,,
,,Building 3 - Ground - 3G13,,QA - Carpentry,Carpentry,Building 3,Ground,3G13,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1,grouping,Building 3 - Level 1,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3101,,QA - Carpentry,Carpentry,Building 3,Level 1,3101,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3102,,QA - Carpentry,Carpentry,Building 3,Level 1,3102,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3103,,QA - Carpentry,Carpentry,Building 3,Level 1,3103,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3104,,QA - Carpentry,Carpentry,Building 3,Level 1,3104,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3105,,QA - Carpentry,Carpentry,Building 3,Level 1,3105,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3106,,QA - Carpentry,Carpentry,Building 3,Level 1,3106,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3107,,QA - Carpentry,Carpentry,Building 3,Level 1,3107,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3108,,QA - Carpentry,Carpentry,Building 3,Level 1,3108,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3109,,QA - Carpentry,Carpentry,Building 3,Level 1,3109,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3110,,QA - Carpentry,Carpentry,Building 3,Level 1,3110,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3111,,QA - Carpentry,Carpentry,Building 3,Level 1,3111,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3112,,QA - Carpentry,Carpentry,Building 3,Level 1,3112,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 1 - 3113,,QA - Carpentry,Carpentry,Building 3,Level 1,3113,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2,grouping,Building 3 - Level 2,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3201,,QA - Carpentry,Carpentry,Building 3,Level 2,3201,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3202,,QA - Carpentry,Carpentry,Building 3,Level 2,3202,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3203,,QA - Carpentry,Carpentry,Building 3,Level 2,3203,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3204,,QA - Carpentry,Carpentry,Building 3,Level 2,3204,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3205,,QA - Carpentry,Carpentry,Building 3,Level 2,3205,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3206,,QA - Carpentry,Carpentry,Building 3,Level 2,3206,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3207,,QA - Carpentry,Carpentry,Building 3,Level 2,3207,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3208,,QA - Carpentry,Carpentry,Building 3,Level 2,3208,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3209,,QA - Carpentry,Carpentry,Building 3,Level 2,3209,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3210,,QA - Carpentry,Carpentry,Building 3,Level 2,3210,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3211,,QA - Carpentry,Carpentry,Building 3,Level 2,3211,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3212,,QA - Carpentry,Carpentry,Building 3,Level 2,3212,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 2 - 3213,,QA - Carpentry,Carpentry,Building 3,Level 2,3213,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3,grouping,Building 3 - Level 3,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3301,,QA - Carpentry,Carpentry,Building 3,Level 3,3301,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3302,,QA - Carpentry,Carpentry,Building 3,Level 3,3302,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3303,,QA - Carpentry,Carpentry,Building 3,Level 3,3303,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3304,,QA - Carpentry,Carpentry,Building 3,Level 3,3304,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3305,,QA - Carpentry,Carpentry,Building 3,Level 3,3305,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3306,,QA - Carpentry,Carpentry,Building 3,Level 3,3306,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3307,,QA - Carpentry,Carpentry,Building 3,Level 3,3307,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3308,,QA - Carpentry,Carpentry,Building 3,Level 3,3308,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3309,,QA - Carpentry,Carpentry,Building 3,Level 3,3309,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3310,,QA - Carpentry,Carpentry,Building 3,Level 3,3310,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3311,,QA - Carpentry,Carpentry,Building 3,Level 3,3311,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3312,,QA - Carpentry,Carpentry,Building 3,Level 3,3312,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 3 - 3313,,QA - Carpentry,Carpentry,Building 3,Level 3,3313,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4,grouping,Building 3 - Level 4,,,,,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3401,,QA - Carpentry,Carpentry,Building 3,Level 4,3401,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3402,,QA - Carpentry,Carpentry,Building 3,Level 4,3402,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3403,,QA - Carpentry,Carpentry,Building 3,Level 4,3403,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3404,,QA - Carpentry,Carpentry,Building 3,Level 4,3404,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3405,,QA - Carpentry,Carpentry,Building 3,Level 4,3405,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3406,,QA - Carpentry,Carpentry,Building 3,Level 4,3406,,,,,,,,,,,,,,,,,,
,,Building 3 - Level 4 - 3407,,QA - Carpentry,Carpentry,Building 3,Level 4,3407,,,,,,,,,,,,,,,,,,
