Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,,,,,,,,,,,,,,,,
Overall Progress,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4203,,QA - Carpentry,Carpentry,Building 4,Level 2,4203,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4204,,QA - Carpentry,Carpentry,Building 4,Level 2,4204,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4205,,QA - Carpentry,Carpentry,Building 4,Level 2,4205,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4206,,QA - Carpentry,Carpentry,Building 4,Level 2,4206,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4207,,QA - Carpentry,Carpentry,Building 4,Level 2,4207,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4208,,QA - Carpentry,Carpentry,Building 4,Level 2,4208,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4209,,QA - Carpentry,Carpentry,Building 4,Level 2,4209,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4210,,QA - Carpentry,Carpentry,Building 4,Level 2,4210,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4211,,QA - Carpentry,Carpentry,Building 4,Level 2,4211,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4212,,QA - Carpentry,Carpentry,Building 4,Level 2,4212,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 2 - 4213,,QA - Carpentry,Carpentry,Building 4,Level 2,4213,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3,grouping,Building 4 - Level 3,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4301,,QA - Carpentry,Carpentry,Building 4,Level 3,4301,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4302,,QA - Carpentry,Carpentry,Building 4,Level 3,4302,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4303,,QA - Carpentry,Carpentry,Building 4,Level 3,4303,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4304,,QA - Carpentry,Carpentry,Building 4,Level 3,4304,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4305,,QA - Carpentry,Carpentry,Building 4,Level 3,4305,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4306,,QA - Carpentry,Carpentry,Building 4,Level 3,4306,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4307,,QA - Carpentry,Carpentry,Building 4,Level 3,4307,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4308,,QA - Carpentry,Carpentry,Building 4,Level 3,4308,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4309,,QA - Carpentry,Carpentry,Building 4,Level 3,4309,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4310,,QA - Carpentry,Carpentry,Building 4,Level 3,4310,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4311,,QA - Carpentry,Carpentry,Building 4,Level 3,4311,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4312,,QA - Carpentry,Carpentry,Building 4,Level 3,4312,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 3 - 4313,,QA - Carpentry,Carpentry,Building 4,Level 3,4313,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4,grouping,Building 4 - Level 4,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4401,,QA - Carpentry,Carpentry,Building 4,Level 4,4401,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4402,,QA - Carpentry,Carpentry,Building 4,Level 4,4402,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4403,,QA - Carpentry,Carpentry,Building 4,Level 4,4403,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4404,,QA - Carpentry,Carpentry,Building 4,Level 4,4404,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4405,,QA - Carpentry,Carpentry,Building 4,Level 4,4405,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4406,,QA - Carpentry,Carpentry,Building 4,Level 4,4406,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4407,,QA - Carpentry,Carpentry,Building 4,Level 4,4407,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4408,,QA - Carpentry,Carpentry,Building 4,Level 4,4408,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4409,,QA - Carpentry,Carpentry,Building 4,Level 4,4409,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4410,,QA - Carpentry,Carpentry,Building 4,Level 4,4410,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4411,,QA - Carpentry,Carpentry,Building 4,Level 4,4411,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4412,,QA - Carpentry,Carpentry,Building 4,Level 4,4412,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 4 - 4413,,QA - Carpentry,Carpentry,Building 4,Level 4,4413,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5,grouping,Building 4 - Level 5,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4501,,QA - Carpentry,Carpentry,Building 4,Level 5,4501,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4502,,QA - Carpentry,Carpentry,Building 4,Level 5,4502,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4503,,QA - Carpentry,Carpentry,Building 4,Level 5,4503,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4504,,QA - Carpentry,Carpentry,Building 4,Level 5,4504,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4505,,QA - Carpentry,Carpentry,Building 4,Level 5,4505,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4506,,QA - Carpentry,Carpentry,Building 4,Level 5,4506,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4507,,QA - Carpentry,Carpentry,Building 4,Level 5,4507,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4508,,QA - Carpentry,Carpentry,Building 4,Level 5,4508,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4509,,QA - Carpentry,Carpentry,Building 4,Level 5,4509,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4510,,QA - Carpentry,Carpentry,Building 4,Level 5,4510,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4511,,QA - Carpentry,Carpentry,Building 4,Level 5,4511,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4512,,QA - Carpentry,Carpentry,Building 4,Level 5,4512,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 5 - 4513,,QA - Carpentry,Carpentry,Building 4,Level 5,4513,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6,grouping,Building 4 - Level 6,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4601,,QA - Carpentry,Carpentry,Building 4,Level 6,4601,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4602,,QA - Carpentry,Carpentry,Building 4,Level 6,4602,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4603,,QA - Carpentry,Carpentry,Building 4,Level 6,4603,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4604,,QA - Carpentry,Carpentry,Building 4,Level 6,4604,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4605,,QA - Carpentry,Carpentry,Building 4,Level 6,4605,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4606,,QA - Carpentry,Carpentry,Building 4,Level 6,4606,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4607,,QA - Carpentry,Carpentry,Building 4,Level 6,4607,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4608,,QA - Carpentry,Carpentry,Building 4,Level 6,4608,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4609,,QA - Carpentry,Carpentry,Building 4,Level 6,4609,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4610,,QA - Carpentry,Carpentry,Building 4,Level 6,4610,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4611,,QA - Carpentry,Carpentry,Building 4,Level 6,4611,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4612,,QA - Carpentry,Carpentry,Building 4,Level 6,4612,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 6 - 4613,,QA - Carpentry,Carpentry,Building 4,Level 6,4613,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7,grouping,Building 4 - Level 7,,,,,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4701,,QA - Carpentry,Carpentry,Building 4,Level 7,4701,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4702,,QA - Carpentry,Carpentry,Building 4,Level 7,4702,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4703,,QA - Carpentry,Carpentry,Building 4,Level 7,4703,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4704,,QA - Carpentry,Carpentry,Building 4,Level 7,4704,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4705,,QA - Carpentry,Carpentry,Building 4,Level 7,4705,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4706,,QA - Carpentry,Carpentry,Building 4,Level 7,4706,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4707,,QA - Carpentry,Carpentry,Building 4,Level 7,4707,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4708,,QA - Carpentry,Carpentry,Building 4,Level 7,4708,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4709,,QA - Carpentry,Carpentry,Building 4,Level 7,4709,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4710,,QA - Carpentry,Carpentry,Building 4,Level 7,4710,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4711,,QA - Carpentry,Carpentry,Building 4,Level 7,4711,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4712,,QA - Carpentry,Carpentry,Building 4,Level 7,4712,,,,,,,,,,,,,,,,,,
,,Building 4 - Level 7 - 4713,,QA - Carpentry,Carpentry,Building 4,Level 7,4713,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1,grouping,Building 5 - Level 1,,,,,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5101,,QA - Carpentry,Carpentry,Building 5,Level 1,5101,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5102,,QA - Carpentry,Carpentry,Building 5,Level 1,5102,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5103,,QA - Carpentry,Carpentry,Building 5,Level 1,5103,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5104,,QA - Carpentry,Carpentry,Building 5,Level 1,5104,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5105,,QA - Carpentry,Carpentry,Building 5,Level 1,5105,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5106,,QA - Carpentry,Carpentry,Building 5,Level 1,5106,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5107,,QA - Carpentry,Carpentry,Building 5,Level 1,5107,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5108,,QA - Carpentry,Carpentry,Building 5,Level 1,5108,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 1 - 5109,,QA - Carpentry,Carpentry,Building 5,Level 1,5109,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2,grouping,Building 5 - Level 2,,,,,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5201,,QA - Carpentry,Carpentry,Building 5,Level 2,5201,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5202,,QA - Carpentry,Carpentry,Building 5,Level 2,5202,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5203,,QA - Carpentry,Carpentry,Building 5,Level 2,5203,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5204,,QA - Carpentry,Carpentry,Building 5,Level 2,5204,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5205,,QA - Carpentry,Carpentry,Building 5,Level 2,5205,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5206,,QA - Carpentry,Carpentry,Building 5,Level 2,5206,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5207,,QA - Carpentry,Carpentry,Building 5,Level 2,5207,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5208,,QA - Carpentry,Carpentry,Building 5,Level 2,5208,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5209,,QA - Carpentry,Carpentry,Building 5,Level 2,5209,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5210,,QA - Carpentry,Carpentry,Building 5,Level 2,5210,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5211,,QA - Carpentry,Carpentry,Building 5,Level 2,5211,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 2 - 5212,,QA - Carpentry,Carpentry,Building 5,Level 2,5212,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3,grouping,Building 5 - Level 3,,,,,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5301,,QA - Carpentry,Carpentry,Building 5,Level 3,5301,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5302,,QA - Carpentry,Carpentry,Building 5,Level 3,5302,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5303,,QA - Carpentry,Carpentry,Building 5,Level 3,5303,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5304,,QA - Carpentry,Carpentry,Building 5,Level 3,5304,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5305,,QA - Carpentry,Carpentry,Building 5,Level 3,5305,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5306,,QA - Carpentry,Carpentry,Building 5,Level 3,5306,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5307,,QA - Carpentry,Carpentry,Building 5,Level 3,5307,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5308,,QA - Carpentry,Carpentry,Building 5,Level 3,5308,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5309,,QA - Carpentry,Carpentry,Building 5,Level 3,5309,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5310,,QA - Carpentry,Carpentry,Building 5,Level 3,5310,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5311,,QA - Carpentry,Carpentry,Building 5,Level 3,5311,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 3 - 5312,,QA - Carpentry,Carpentry,Building 5,Level 3,5312,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4,grouping,Building 5 - Level 4,,,,,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5401,,QA - Carpentry,Carpentry,Building 5,Level 4,5401,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5402,,QA - Carpentry,Carpentry,Building 5,Level 4,5402,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5403,,QA - Carpentry,Carpentry,Building 5,Level 4,5403,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5404,,QA - Carpentry,Carpentry,Building 5,Level 4,5404,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5405,,QA - Carpentry,Carpentry,Building 5,Level 4,5405,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5406,,QA - Carpentry,Carpentry,Building 5,Level 4,5406,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5407,,QA - Carpentry,Carpentry,Building 5,Level 4,5407,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5408,,QA - Carpentry,Carpentry,Building 5,Level 4,5408,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5409,,QA - Carpentry,Carpentry,Building 5,Level 4,5409,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5410,,QA - Carpentry,Carpentry,Building 5,Level 4,5410,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5411,,QA - Carpentry,Carpentry,Building 5,Level 4,5411,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 4 - 5412,,QA - Carpentry,Carpentry,Building 5,Level 4,5412,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5,grouping,Building 5 - Level 5,,,,,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5501,,QA - Carpentry,Carpentry,Building 5,Level 5,5501,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5502,,QA - Carpentry,Carpentry,Building 5,Level 5,5502,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5503,,QA - Carpentry,Carpentry,Building 5,Level 5,5503,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5504,,QA - Carpentry,Carpentry,Building 5,Level 5,5504,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5505,,QA - Carpentry,Carpentry,Building 5,Level 5,5505,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5506,,QA - Carpentry,Carpentry,Building 5,Level 5,5506,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5507,,QA - Carpentry,Carpentry,Building 5,Level 5,5507,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5508,,QA - Carpentry,Carpentry,Building 5,Level 5,5508,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5509,,QA - Carpentry,Carpentry,Building 5,Level 5,5509,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5510,,QA - Carpentry,Carpentry,Building 5,Level 5,5510,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5511,,QA - Carpentry,Carpentry,Building 5,Level 5,5511,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 5 - 5512,,QA - Carpentry,Carpentry,Building 5,Level 5,5512,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6,grouping,Building 5 - Level 6,,,,,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5601,,QA - Carpentry,Carpentry,Building 5,Level 6,5601,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5602,,QA - Carpentry,Carpentry,Building 5,Level 6,5602,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5603,,QA - Carpentry,Carpentry,Building 5,Level 6,5603,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5604,,QA - Carpentry,Carpentry,Building 5,Level 6,5604,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5605,,QA - Carpentry,Carpentry,Building 5,Level 6,5605,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5606,,QA - Carpentry,Carpentry,Building 5,Level 6,5606,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5607,,QA - Carpentry,Carpentry,Building 5,Level 6,5607,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5608,,QA - Carpentry,Carpentry,Building 5,Level 6,5608,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5609,,QA - Carpentry,Carpentry,Building 5,Level 6,5609,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5610,,QA - Carpentry,Carpentry,Building 5,Level 6,5610,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 6 - 5611,,QA - Carpentry,Carpentry,Building 5,Level 6,5611,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7,grouping,Building 5 - Level 7,,,,,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5701,,QA - Carpentry,Carpentry,Building 5,Level 7,5701,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5702,,QA - Carpentry,Carpentry,Building 5,Level 7,5702,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5703,,QA - Carpentry,Carpentry,Building 5,Level 7,5703,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5704,,QA - Carpentry,Carpentry,Building 5,Level 7,5704,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5705,,QA - Carpentry,Carpentry,Building 5,Level 7,5705,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5706,,QA - Carpentry,Carpentry,Building 5,Level 7,5706,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5707,,QA - Carpentry,Carpentry,Building 5,Level 7,5707,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5708,,QA - Carpentry,Carpentry,Building 5,Level 7,5708,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5709,,QA - Carpentry,Carpentry,Building 5,Level 7,5709,,,,,,,,,,,,,,,,,,
,,Building 5 - Level 7 - 5710,,QA - Carpentry,Carpentry,Building 5,Level 7,5710,,,,,,,,,,,,,,,,,,
,Columns,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cavity & Slider,,Cavity & Slider Checklist,,,,,,,,,,,,,,,,,,,,,,
,,Entry Door,,Entry Door,,,,,,,,,,,,,,,,,,,,,,
,,Sanitary,,Sanitary Checklist,,,,,,,,,,,,,,,,,,,,,,
,,Service Door,,Service Door Checklist,,,,,,,,,,,,,,,,,,,,,,
,,Skirting,,Skirting Checklist,,,,,,,,,,,,,,,,,,,,,,
,,Split-jamb Door,,Split-jamb Door Checklist,,,,,,,,,,,,,,,,,,,,,,
