ÿ"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Building North Interior Fitout Progress"
,"Scope",,,"building north"
,"Rows"
,,"Level 2","grouping","level 2","internal fitout"
,,"stair 6",,"stair 6","level 2","internal fitout"
,,"plantroom",,"level 2","internal fitout","plantroom"
,,"pool teaching",,"pool teaching","level 2","internal fitout"
,,"Level 3 Zone B1 and B2","grouping","level 3 zone b1 and b2","internal fitout"
,,"CALS Small",,"level 3 zone b1 and b2","internal fitout","cals small"
,,"CALS Large x2",,"level 3 zone b1 and b2","cals large x2","internal fitout"
,,"Riser 7",,"level 3 zone b1 and b2","internal fitout","riser 7"
,,"Breakout",,"level 3 zone b1 and b2","breakout","internal fitout"
,,"Virtual learning",,"virtual learning","level 3 zone b1 and b2","internal fitout"
,,"Stair 6 + lobby",,"level 3 zone b1 and b2","stair 6 + lobby","internal fitout"
,,"Comms",,"comms","level 3 zone b1 and b2","internal fitout"
,,"Riser 9",,"riser 9","level 3 zone b1 and b2","internal fitout"
,,"Male WC",,"level 3 zone b1 and b2","male wc","internal fitout"
,,"Female WC",,"female wc","level 3 zone b1 and b2","internal fitout"
,,"Circulation",,"level 3 zone b1 and b2","internal fitout","circulation"
,,"Lecture Theatre+comms",,"level 3 zone b1 and b2","internal fitout","lecture theatre+comms"
,,"DB",,"level 3 zone b1 and b2","db","internal fitout"
,,"Level 4 Zone B1 and B2","grouping","level 4 zone b1 and b2","internal fitout"
,,"Circulation",,"level 4 zone b1 and b2","internal fitout","circulation"
,,"Materials workshop",,"level 4 zone b1 and b2","materials workshop","internal fitout"
,,"Riser 7",,"level 4 zone b1 and b2","internal fitout","riser 7"
,,"Store",,"level 4 zone b1 and b2","internal fitout","store"
,,"Dry prep",,"level 4 zone b1 and b2","internal fitout","dry prep"
,,"Wet prep",,"level 4 zone b1 and b2","wet prep","internal fitout"
,,"Riser 8",,"level 4 zone b1 and b2","riser 8","internal fitout"
,,"Technology teaching",,"technology teaching","level 4 zone b1 and b2","internal fitout"
,,"Café boh",,"level 4 zone b1 and b2","café boh","internal fitout"
,,"Food tech",,"food tech","level 4 zone b1 and b2","internal fitout"
,,"Riser 9",,"level 4 zone b1 and b2","riser 9","internal fitout"
,,"Comms + db",,"level 4 zone b1 and b2","comms + db","internal fitout"
,,"Stair 6 + lobby",,"level 4 zone b1 and b2","stair 6 + lobby","internal fitout"
,,"Level 5","grouping","level 5","internal fitout"
,,"GL: 1~5/R~S (stair 6/db/comms)",,"level 5","gl: 1~5/r~s (stair 6/db/comms)","internal fitout"
,,"GL: 1~4'/K~R (print/store/one button/pgr x2/sop/office x5)",,"gl: 1~4'/k~r (print/store/one button/pgr x2/sop/office x5)","level 5","internal fitout"
,,"GL: 1~4'/F~K (control room/store/consult x4/lrg consult x2/circulation)",,"gl: 1~4'/f~k (control room/store/consult x4/lrg consult x2/circulation)","level 5","internal fitout"
,,"GL: 5~6/F~R (riser 9/office x7/breakout/riser 7)",,"level 5","internal fitout","gl: 5~6/f~r (riser 9/office x7/breakout/riser 7)"
,,"Level 6","grouping","level 6","internal fitout"
,,"GL: 1~5/R~S (stair 6/db/comms)",,"level 6","gl: 1~5/r~s (stair 6/db/comms)","internal fitout"
,,"GL: 1~4/F~R (molwcular pci/zoo archaeology lab/research lab(clean)/archaeology process lab(dirty)/archaeology teaching lab)",,"gl: 1~4/f~r (molwcular pci/zoo archaeology lab/research lab(clean)/archaeology process lab(dirty)/archaeology teaching lab)","level 6","internal fitout"
,,"GL: 4'~6/F~R (riser 9/xrf/freezer/microscopy lab/artefact store/field store/photography studio/scanner studio/spatial lab/riser 7)",,"gl: 4'~6/f~r (riser 9/xrf/freezer/microscopy lab/artefact store/field store/photography studio/scanner studio/spatial lab/riser 7)","level 6","internal fitout"
,,"Level 7","grouping","level 7","internal fitout"
,,"GL: 1~5/R~S (stair 6/rooms)",,"gl: 1~5/r~s (stair 6/rooms)","level 7","internal fitout"
,,"GL: 1~4/F~J (biological teaching lab/biocultural research lab/store/human osteology/lobby x2/sarlac lab/apm support lab/ancient pm pc1 lab)",,"gl: 1~4/f~j (biological teaching lab/biocultural research lab/store/human osteology/lobby x2/sarlac lab/apm support lab/ancient pm pc1 lab)","level 7","internal fitout"
,,"GL: 1~4/F~J (store/wet organic conservation lab)",,"level 7","internal fitout","gl: 1~4/f~j (store/wet organic conservation lab)"
,,"Level 8","grouping","level 8","internal fitout"
,,"Plant Room",,"level 8","plant room","internal fitout"
,"Columns"
,,"Internal Timber Framing",,"qa - internal timber framing"
,,"Insulation",,"qa - insulation"
,,"GIB Lining",,"qa - gib lining"
,,"Additional Stopping Checklist",,"qa - additional stopping checklist"
,,"Doors",,"doors"

"Building East Interior Fitout Progress"
,"Scope",,,"building east"
,"Rows"
,,"Level 1","grouping","level 1","internal fitout"
,,"GL: 1~12/A~F",,"level 1","gl: 1~12/a~f (store/postgraduate/postgraduate practice studio/services/breakout/db/lift 5/stair 5/cai dance studio)","internal fitout"
,,"GL: 1~12/A~F Wet Area",,"level 1","internal fitout","gl: 1~12/a~f wet area(female/male/gn/acc/kitchen/clnr)"
,,"GL: 1~12/A~F",,"level 1","gl: 1~12/a~f (wind lobby/stair 4/lift lobby/lift2, 3 & 4)","internal fitout"
,,"GL: 12~23/A~F Wet Area",,"gl: 12~23/a~f wet area(end of trip/drying)","level 1","internal fitout"
,,"GL: 12~23/A~F",,"level 1","gl: 12~23/a~f (plantroom/hv switchroom/transformer room/refuse & recycling/db/stair 3/ramp1/ramp 2/lift lobby/lift1/meco black box/studio/edsw performance/store/edsw studio/breakout/comms","internal fitout"
,,"GL: 14~16/F~K",,"level 1","gl: 14~16/f~k (fire pump room/bike store)","internal fitout"
,,"Level 2 Zone 1","grouping","level 2 zone 1","internal fitout"
,,"Stair 3",,"level 2 zone 1","internal fitout","stair 3"
,,"Rehearsal studio",,"rehearsal studio","level 2 zone 1","internal fitout"
,,"Lift 1 and lobby",,"lift 1 and lobby","level 2 zone 1","internal fitout"
,,"Circulation",,"level 2 zone 1","internal fitout","circulation"
,,"Services",,"level 2 zone 1","internal fitout","services"
,,"Cleaners",,"cleaners","level 2 zone 1","internal fitout"
,,"Meco / black box",,"level 2 zone 1","internal fitout","meco / black box"
,,"Studio",,"studio","level 2 zone 1","internal fitout"
,,"Performing arts",,"level 2 zone 1","performing arts","internal fitout"
,,"Cai dance studio",,"level 2 zone 1","cai dance studio","internal fitout"
,,"Store rooms/recording/print",,"store rooms/recording/print","level 2 zone 1","internal fitout"
,,"Breakout",,"level 2 zone 1","breakout","internal fitout"
,,"Room 1,2,3",,"room 1,2,3","level 2 zone 1","internal fitout"
,,"Comms",,"comms","level 2 zone 1","internal fitout"
,,"Lift 2,3,4 + lobby",,"level 2 zone 1","internal fitout","lift 2,3,4 + lobby"
,,"Level 2 Zone 2","grouping","level 2 zone 2","internal fitout"
,,"Stair 4",,"level 2 zone 2","stair 4","internal fitout"
,,"Breakout",,"level 2 zone 2","breakout","internal fitout"
,,"Circulation",,"level 2 zone 2","internal fitout","circulation"
,,"Meeting",,"meeting","level 2 zone 2","internal fitout"
,,"Offices grid A",,"offices grid a","level 2 zone 2","internal fitout"
,,"Offices grid 4",,"level 2 zone 2","internal fitout","offices grid 4"
,,"Offices grid C",,"level 2 zone 2","offices grid c","internal fitout"
,,"Male/female",,"male/female","level 2 zone 2","internal fitout"
,,"Lift 5 + lobby + riser",,"level 2 zone 2","internal fitout","lift 5 + lobby + riser"
,,"Stair 5 + lobby",,"level 2 zone 2","stair 5 + lobby","internal fitout"
,,"Level 3 Zone 1","grouping","level 3 zone 1","internal fitout"
,,"Stair 3",,"level 3 zone 1","internal fitout","stair 3"
,,"Female + male + shower + cleaner +acc",,"level 3 zone 1","internal fitout","female + male + shower + cleaner +acc"
,,"Lift 1 + lobby",,"lift 1 + lobby","level 3 zone 1","internal fitout"
,,"Riser 3 + cleaners",,"riser 3 + cleaners","level 3 zone 1","internal fitout"
,,"Riser 2",,"riser 2","level 3 zone 1","internal fitout"
,,"Pool teaching 74p",,"pool teaching 74p","level 3 zone 1","internal fitout"
,,"Pool teaching 42p",,"level 3 zone 1","pool teaching 42p","internal fitout"
,,"Pool teaching 48p",,"pool teaching 48p","level 3 zone 1","internal fitout"
,,"Circulation",,"level 3 zone 1","internal fitout","circulation"
,,"Breakout",,"level 3 zone 1","breakout","internal fitout"
,,"Lift 2,3,4 + lobby",,"level 3 zone 1","internal fitout","lift 2,3,4 + lobby"
,,"Comms",,"comms","level 3 zone 1","internal fitout"
,,"Level 3 Zone 2","grouping","level 3 zone 2","internal fitout"
,,"Mac computer lab and server",,"level 3 zone 2","mac computer lab and server","internal fitout"
,,"Pool teaching 48p",,"level 3 zone 2","pool teaching 48p","internal fitout"
,,"Circulation",,"level 3 zone 2","internal fitout","circulation"
,,"Riser 6",,"riser 6","level 3 zone 2","internal fitout"
,,"Male/female + acc",,"level 3 zone 2","male/female + acc","internal fitout"
,,"Lift 5 +lobby",,"lift 5 +lobby","level 3 zone 2","internal fitout"
,,"Stair 5",,"level 3 zone 2","stair 5","internal fitout"
,,"Pool teaching 76p",,"level 3 zone 2","pool teaching 76p","internal fitout"
,,"Pool teaching 42p",,"level 3 zone 2","pool teaching 42p","internal fitout"
,,"Level 4 Zone 1","grouping","level 4 zone 1","internal fitout"
,,"Stair 3",,"level 4 zone 1","internal fitout","stair 3"
,,"Lift 1 + lobby",,"lift 1 + lobby","level 4 zone 1","internal fitout"
,,"Shower, cleaner, acc",,"shower, cleaner, acc","level 4 zone 1","internal fitout"
,,"Female + male WC",,"level 4 zone 1","female + male wc","internal fitout"
,,"Shared open plan",,"shared open plan","level 4 zone 1","internal fitout"
,,"Offices grid 19",,"level 4 zone 1","offices grid 19","internal fitout"
,,"Offices grid 16",,"level 4 zone 1","offices grid 16","internal fitout"
,,"Meeting x 2",,"meeting x 2","level 4 zone 1","internal fitout"
,,"Riser 3",,"level 4 zone 1","internal fitout","riser 3"
,,"Parents room",,"parents room","level 4 zone 1","internal fitout"
,,"Print",,"level 4 zone 1","print","internal fitout"
,,"Student print",,"level 4 zone 1","internal fitout","student print"
,,"Staff/meeting",,"level 4 zone 1","internal fitout","staff/meeting"
,,"Air intake riser",,"level 4 zone 1","air intake riser","internal fitout"
,,"Plantroom",,"level 4 zone 1","internal fitout","plantroom"
,,"Lift 2,3,4 +lobby",,"lift 2,3,4 +lobby","level 4 zone 1","internal fitout"
,,"Comms",,"comms","level 4 zone 1","internal fitout"
,,"Breakout",,"level 4 zone 1","breakout","internal fitout"
,,"Level 4 Zone 2","grouping","level 4 zone 2","internal fitout"
,,"Store",,"level 4 zone 2","internal fitout","store"
,,"Riser 6",,"riser 6","level 4 zone 2","internal fitout"
,,"Circulation",,"level 4 zone 2","internal fitout","circulation"
,,"Female + male WC",,"female + male wc","level 4 zone 2","internal fitout"
,,"Large format teaching + lobby",,"level 4 zone 2","large format teaching + lobby","internal fitout"
,,"Stair 5",,"stair 5","level 4 zone 2","internal fitout"
,,"Lift 5 + lobby",,"lift 5 + lobby","level 4 zone 2","internal fitout"
,,"Level 5",,"level 5","internal fitout"
,,"Level 6",,"level 6","internal fitout"
,,"Level 7",,"level 7","internal fitout"
,,"Level 8",,"level 8","internal fitout"
,,"Level 9",,"level 9","internal fitout"
,,"Level 10, Plantroom",,"level 10, plantroom","internal fitout"
,,"Level 11, Plantroom",,"internal fitout","level 11, plantroom"
,"Columns"
,,"Internal Timber Framing",,"qa - internal timber framing"
,,"Insulation",,"qa - insulation"
,,"GIB Lining",,"qa - gib lining"

