Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,201-570 Office,,201-570 Office,Office,Level 5,Internal Fitout,Building North,
,,201-571 Office,,201-571 Office,Office,Level 5,Internal Fitout,Building North,
,,201-572 Office,,201-572 Office,Office,Level 5,Internal Fitout,Building North,
,,201-573 Office,,201-573 Office,Office,Level 5,Internal Fitout,Building North,
,,201-574 Office,,201-574 Office,Office,Level 5,Internal Fitout,Building North,
,,201-575 Office,,201-575 Office,Office,Level 5,Internal Fitout,Building North,
,,201-576 Office,,201-576 Office,Office,Level 5,Internal Fitout,Building North,
,,201-577 Office,,201-577 Office,Office,Level 5,Internal Fitout,Building North,
,,201-586 Office,,201-586 Office,Office,Level 5,Internal Fitout,Building North,
,,201-500C10 Circulation,,201-500C10 Circulation,Level 5,Internal Fitout,Building North,,
,,201-560 Riser 7,,201-560 Riser 7,Level 5,Internal Fitout,Building North,,
,,201-568 Breakout,,201-568 Breakout,Level 5,Internal Fitout,Building North,,
,,201-568A Riser 8,,201-568A Riser 8,Level 5,Internal Fitout,Building North,,
,,201-578 Riser 9,,201-578 Riser 9,Level 5,Internal Fitout,Building North,,
,,201-581 Store,,201-581 Store,Level 5,Internal Fitout,Building North,,
,,201-582 One Button,,201-582 One Button,Level 5,Internal Fitout,Building North,,
,,201-584 PGR,,201-584 PGR,Level 5,Internal Fitout,Building North,,
,,201-588 SOP,,201-588 SOP,Level 5,Internal Fitout,Building North,,
,,201-590 DB,,201-590 DB,Level 5,Internal Fitout,Building North,,
,,201-590A Comms,,201-590A Comms,Level 5,Internal Fitout,Building North,,
,,201-591 Store,,201-591 Store,Level 5,Internal Fitout,Building North,,
,,201-592 Control Room,,201-592 Control Room,Level 5,Internal Fitout,Building North,,
,,201-586 PGR,,201-586 PGR,Level 5,Internal Fitout,Building North,,
,,Level 6,grouping,Level 6,,,,,
,,201-600L4 Lobby,,201-600L4 Lobby,Level 6,Internal Fitout,Building North,,
,,201-600L5 Lobby,,201-600L5 Lobby,Level 6,Internal Fitout,Building North,,
,,201-600S5 Stair 5,,201-600S5 Stair 5,Level 6,Internal Fitout,Building North,,
,,201-600S6 Stair 6,,201-600S6 Stair 6,Level 6,Internal Fitout,Building North,,
,,201-660 Riser 7,,201-660 Riser 7,Level 6,Internal Fitout,Building North,,
,,201-666A Riser 8,,201-666A Riser 8,Level 6,Internal Fitout,Building North,,
,,201-678 Riser,,201-678 Riser,Level 6,Internal Fitout,Building North,,
,,201-661 ARCHAEOLOGY TEACHING LAB,,201-661 ARCHAEOLOGY TEACHING LAB,Lab,Level 6,Internal Fitout,Building North,
,,201-667 ARCHAEOLOGY PROCESS LAB (DIRTY),,201-667 ARCHAEOLOGY PROCESS LAB (DIRTY),Lab,Level 6,Internal Fitout,Building North,
,,201-671 Research Lab (Clean),,201-671 Research Lab (Clean),Lab,Level 6,Internal Fitout,Building North,
,,201-672 Microscopy Lab,,201-672 Microscopy Lab,Lab,Level 6,Internal Fitout,Building North,
,,201-677 Zoo Archeaology Lab,,201-677 Zoo Archeaology Lab,Lab,Level 6,Internal Fitout,Building North,
,,201-679 Molecular PCI Lab,,201-679 Molecular PCI Lab,Lab,Level 6,Internal Fitout,Building North,
,,201-600C8 Circulation,,201-600C8 Circulation,Level 6,Internal Fitout,Building North,,
,,201-664 Scanner Studio,,201-664 Scanner Studio,Level 6,Internal Fitout,Building North,,
,,201-666 PHOTOGRAPHY Studio,,201-666 PHOTOGRAPHY Studio,Level 6,Internal Fitout,Building North,,
,,201-667A Store,,201-667A Store,Level 6,Internal Fitout,Building North,,
,,201-668 FIELD STORE,,201-668 FIELD STORE,Level 6,Internal Fitout,Building North,,
,,201-670 Artefact Store,,201-670 Artefact Store,Level 6,Internal Fitout,Building North,,
,,201-674 Freezers,,201-674 Freezers,Level 6,Internal Fitout,Building North,,
,,201-676 XRF,,201-676 XRF,Level 6,Internal Fitout,Building North,,
,,201-690 DB,,201-690 DB,Level 6,Internal Fitout,Building North,,
,,201-690A Comms,,201-690A Comms,Level 6,Internal Fitout,Building North,,
,,Level 7,grouping,Level 7,,,,,
,,201-700L4 Lobby,,201-700L4 Lobby,Lobby,Level 7,Internal Fitout,Building North,
,,201-700L5 Lobby,,201-700L5 Lobby,Lobby,Level 7,Internal Fitout,Building North,
,,201-765 Lobby,,201-765 Lobby,Lobby,Level 7,Internal Fitout,Building North,
,,201-765B Lobby,,201-765B Lobby,Lobby,Level 7,Internal Fitout,Building North,
,,201-700C8 Circulation,,201-700C8 Circulation,Level 7,Internal Fitout,Building North,,
,,201-760 Riser 7,,201-760 Riser 7,Level 7,Internal Fitout,Building North,,
,,201-761 MDLS,,201-761 MDLS,Level 7,Internal Fitout,Building North,,
,,201-762 Plantroom,,201-762 Plantroom,Level 7,Internal Fitout,Building North,,
,,201-778 Riser 9,,201-778 Riser 9,Level 7,Internal Fitout,Building North,,
,,Riser 8 Riser 8,,Riser 8 Riser 8,Level 7,Internal Fitout,Building North,,
,,201-765 AAPM Support Lab,,201-765 AAPM Support Lab,Lab,Level 7,Internal Fitout,Building North,
,,201-765C ANCIENT PM PC1 Lab,,201-765C ANCIENT PM PC1 Lab,Lab,Level 7,Internal Fitout,Building North,
,,201-767 SARLAC Lab,,201-767 SARLAC Lab,Lab,Level 7,Internal Fitout,Building North,
,,201-771 HUMAN OSTEOLOGY,,201-771 HUMAN OSTEOLOGY,Lab,Level 7,Internal Fitout,Building North,
,,201-773 Biocultural Research Lab,,201-773 Biocultural Research Lab,Lab,Level 7,Internal Fitout,Building North,
,,201-779 Biocultural Research Lab,,201-779 Biocultural Research Lab,Lab,Level 7,Internal Fitout,Building North,
,,201-700S6 Store,,201-700S6 Store,Level 7,Internal Fitout,Building North,,
,,201-771A Store,,201-771A Store,Level 7,Internal Fitout,Building North,,
,,201-790 DB,,201-790 DB,Level 7,Internal Fitout,Building North,,
,,201-790A Comms,,201-790A Comms,Level 7,Internal Fitout,Building North,,
,,Level 8,grouping,Level 8,,,,,
,,201-862 Plant,,201-862 Plant,Level 8,Internal Fitout,Building North,,
,,201-862A Plant,,201-862A Plant,Level 8,Internal Fitout,Building North,,
,,201-862B Smoke Extract,,201-862B Smoke Extract,Level 8,Internal Fitout,Building North,,
,,201-862C Plant,,201-862C Plant,Level 8,Internal Fitout,Building North,,
,,201-Riser 8,,201-Riser 8,Level 8,Internal Fitout,Building North,,
,Columns,,,,,,,,
,,Internal Timber Framing,,qa - internal timber framing,,,,,
,,Insulation,,qa - insulation,,,,,
,,GIB Lining,,qa - gib lining,,,,,
,,Doors,,doors,,,,,
,,,,,,,,,
Building East Interior Fitout Progress (OLD),,,,,,,,,
,Scope,,,Building East,,,,,
,Rows,,,,,,,,
,,Level 1,grouping,Level 1,,,,,
,,201-111 Breakout 1,,201-111 Breakout 1,Breakout,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-113 Breakout 2,,201-113 Breakout 2,Breakout,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-140 BREAKOUT,,201-140 BREAKOUT,Breakout,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-123 Breakout 2,,201-123 Breakout 2,Breakout,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-120 Studio,,201-120 Studio,Studio,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-121 EDSW STUDIO,,201-121 EDSW STUDIO,Studio,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-122 EDSW PERFORMING ARTS,,201-122 EDSW PERFORMING ARTS,Studio,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-130 CAI DANCE STUDIO 1,,201-130 CAI DANCE STUDIO 1,Studio,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-132 CAI DANCE STUDIO 2,,201-132 CAI DANCE STUDIO 2,Studio,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-140A POSTGRADUATE PRACTICE STUDIO,,201-140A POSTGRADUATE PRACTICE STUDIO,Studio,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-140B POSTGRADUATE,,201-140B POSTGRADUATE,Studio,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-124 COMMS,,201-124 COMMS,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-112A Store,,201-112A Store,Store,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-120A Store,,201-120A Store,Store,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-120B Store,,201-120B Store,Store,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-122A Store,,201-122A Store,Store,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-140D Store,,201-140D Store,Store,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-161 Store,,201-161 Store,Store,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-191 Bike Store,,201-191 Bike Store,Store,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-100C1 Circulation,,201-100C1 Circulation,Circulation,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-100C2 Circulation,,201-100C2 Circulation,Circulation,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-100C3 Circulation,,201-100C3 Circulation,Circulation,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-100C4 Circulation,,201-100C4 Circulation,Circulation,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-100 L2 Lobby,,201-100 L2 Lobby,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100E1 Lift 1,,201-100E1 Lift 1,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100L3 Lift Lobby,,201-100L3 Lift Lobby,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100L4 Lift Lobby,,201-100L4 Lift Lobby,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100L5 Wind Lobby,,201-100L5 Wind Lobby,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100L6 Lift Lobby,,201-100L6 Lift Lobby,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100S3 Stair,,201-100S3 Stair,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100S4 Stairs,,201-100S4 Stairs,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-100S5 Stair 5,,201-100S5 Stair 5,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-101 End of Trip,,201-101 End of Trip,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-101A Drying,,201-101A Drying,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-101B ACC,,201-101B ACC,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-107 DB,,201-107 DB,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-109 Refuse and Recycling,,201-109 Refuse and Recycling,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-112 MECO/Black Box,,201-112 MECO/Black Box,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-133 CLNR,,201-133 CLNR,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-134 Services,,201-134 Services,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-140C Kitchen,,201-140C Kitchen,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-153 DB,,201-153 DB,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-155 ACC,,201-155 ACC,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-156 GN,,201-156 GN,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-157 Male,,201-157 Male,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-158 Female,,201-158 Female,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-159 Service Access,,201-159 Service Access,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-192 PLANTROOM,,201-192 PLANTROOM,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-192A HV SWITCHROOM,,201-192A HV SWITCHROOM,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-192B Transformer Room,,201-192B Transformer Room,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,201-101C SHWR,,201-101C SHWR,SHWR,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-101E SHWR,,201-101E SHWR,SHWR,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-101G SHWR,,201-101G SHWR,SHWR,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-101J SHWR,,201-101J SHWR,SHWR,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-101D GN,,201-101D GN,GN,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-101F GN,,201-101F GN,GN,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-101H GN,,201-101H GN,GN,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-101K GN,,201-101K GN,GN,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East
,,201-190 Fire Pump Room,,201-190 Fire Pump Room,Level 1 - Zone A,Level 1,Internal Fitout - OLD,Building East,
,,Level 2 Zone 1,grouping,Level 2 Zone 1,,,,,
,,Stair 3,,Stair 3,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Rehearsal studio,,Rehearsal studio,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Lift 1 and lobby,,Lift 1 and lobby,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Circulation,,Circulation,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Services,,Services,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Cleaners,,Cleaners,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Meco / black box,,Meco / black box,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Studio,,Studio,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Performing arts,,Performing arts,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Cai dance studio,,Cai dance studio,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Store rooms/recording/print,,Store rooms/recording/print,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Breakout,,Breakout,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,"Room 1,2,3",,"Room 1,2,3",Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Comms,,Comms,Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,"Lift 2,3,4 + lobby",,"Lift 2,3,4 + lobby",Level 2 Zone 1,Internal Fitout - OLD,Building East,,
,,Level 2 Zone 2,grouping,Level 2 Zone 2,,,,,
,,Stair 4,,Stair 4,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Breakout,,Breakout,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Circulation,,Circulation,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Meeting,,Meeting,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Offices grid A,,Offices grid A,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Offices grid 4,,Offices grid 4,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Offices grid C,,Offices grid C,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Male/female,,Male/female,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Lift 5 + lobby + riser,,Lift 5 + lobby + riser,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Stair 5 + lobby,,Stair 5 + lobby,Level 2 Zone 2,Internal Fitout - OLD,Building East,,
,,Level 3 Zone 1,grouping,Level 3 Zone 1,,,,,
,,Stair 3,,Stair 3,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Female + male + shower + cleaner +acc,,Female + male + shower + cleaner +acc,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Lift 1 + lobby,,Lift 1 + lobby,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Riser 3 + cleaners,,Riser 3 + cleaners,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Riser 2,,Riser 2,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Pool teaching 74p,,Pool teaching 74p,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Pool teaching 48p,,Pool teaching 48p,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Circulation,,Circulation,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Breakout,,Breakout,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,"Lift 2,3,4 + lobby",,"Lift 2,3,4 + lobby",Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Comms,,Comms,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,PC Compputer Lab,,PC Compputer Lab,Level 3 Zone 1,Internal Fitout - OLD,Building East,,
,,Level 3 Zone 2,grouping,Level 3 Zone 2,,,,,
,,Mac computer lab and server,,Mac computer lab and server,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Pool teaching 48p,,Pool teaching 48p,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Circulation,,Circulation,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Riser 6,,Riser 6,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Male/female + acc,,Male/female + acc,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Lift 5 +lobby,,Lift 5 +lobby,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Stair 5,,Stair 5,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Pool teaching 76p,,Pool teaching 76p,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Pool teaching 42p,,Pool teaching 42p,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Pool teaching 48p North,,Pool teaching 48p North,Level 3 Zone 2,Internal Fitout - OLD,Building East,,
,,Level 4 Zone 1,grouping,Level 4 Zone 1,,,,,
,,Stair 3,,Stair 3,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Lift 1 + lobby,,Lift 1 + lobby,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,"Shower, cleaner, acc",,"Shower, cleaner, acc",Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Female + male WC,,Female + male WC,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Shared open plan,,Shared open plan,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Offices grid 19,,Offices grid 19,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Offices grid 16,,Offices grid 16,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Meeting x 2,,Meeting x 2,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Riser 3,,Riser 3,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Parents room,,Parents room,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Print,,Print,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Student print,,Student print,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Staff/meeting,,Staff/meeting,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Air intake riser,,Air intake riser,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Plantroom,,Plantroom,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,"Lift 2,3,4 +lobby",,"Lift 2,3,4 +lobby",Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Comms,,Comms,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Breakout,,Breakout,Level 4 Zone 1,Internal Fitout - OLD,Building East,,
,,Level 4 Zone 2,grouping,Level 4 Zone 2,,,,,
,,Store,,Store,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Riser 6,,Riser 6,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Circulation,,Circulation,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Female + male WC,,Female + male WC,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Large format teaching + lobby,,Large format teaching + lobby,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Stair 5,,Stair 5,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Lift 5 + lobby,,Lift 5 + lobby,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Riser 8,,Riser 8,Level 4 Zone 2,Internal Fitout - OLD,Building East,,
,,Level 5,grouping,Level 5,,,,,
,,Riser 6,,Riser 6,Level 5,Internal Fitout - OLD,Building East,,
,,Riser 7,,Riser 7,Level 5,Internal Fitout - OLD,Building East,,
,,Riser 9,,Riser 9,Level 5,Internal Fitout - OLD,Building East,,
,,Stair 5,,Stair 5,Level 5,Internal Fitout - OLD,Building East,,
,,"Lift 2, 3, 4",,"Lift 2, 3, 4",Level 5,Internal Fitout - OLD,Building East,,
,,Level 6,grouping,Level 6,,,,,
,,Riser 6,,Riser 6,Level 6,Internal Fitout - OLD,Building East,,
,,Riser 3,,Riser 3,Level 6,Internal Fitout - OLD,Building East,,
,,Stair 5,,Stair 5,Level 6,Internal Fitout - OLD,Building East,,
,,Stair 6 and walls,,Stair 6 and walls,Level 6,Internal Fitout - OLD,Building East,,
,,Level 7,grouping,Level 7,,,,,
,,Riser 3,,Riser 3,Level 7,Internal Fitout - OLD,Building East,,
,,Riser 6,,Riser 6,Level 7,Internal Fitout - OLD,Building East,,
,,Stair 5,,Stair 5,Level 7,Internal Fitout - OLD,Building East,,
,,Level 8,grouping,Level 8,,,,,
,,Stair 3,,Stair 3,Level 8,Internal Fitout - OLD,Building East,,
,,Riser 6,,Riser 6,Level 8,Internal Fitout - OLD,Building East,,
,,Lift 5,,Lift 5,Level 8,Internal Fitout - OLD,Building East,,
,,Riser 3,,Riser 3,Level 8,Internal Fitout - OLD,Building East,,
,,Stair 5,,Stair 5,Level 8,Internal Fitout - OLD,Building East,,
,,Level 9,grouping,Level 9,,,,,
,,"Level 10, Plantroom",grouping,"Level 10, Plantroom",,,,,
,,"Level 11, Plantroom",grouping,"Level 11, Plantroom",,,,,
,Columns,,,,,,,,
,,Internal Timber Framing,,qa - internal timber framing,,,,,
,,Insulation,,qa - insulation,,,,,
,,GIB Lining,,qa - gib lining,,,,,
,,Speedwall,,QA - Speedwall,,,,,
,,,,,,,,,
Building East Interior Fitout Progress (NEW / L1-L5),,,,,,,,,
,Scope,,,Building East,,,,,
,Rows,,,,,,,,
,,Level 1 - Zone A,grouping,Level 1 - Zone A,,,,,
,,201-111 Breakout 1,,201-111 Breakout 1,Breakout,Level 1 - Zone A,Level 1,Fitout,
,,201-113 Breakout 2,,201-113 Breakout 2,Breakout,Level 1 - Zone A,Level 1,Fitout,
,,201-140 BREAKOUT,,201-140 BREAKOUT,Breakout,Level 1 - Zone A,Level 1,Fitout,
,,201-123 Breakout 2,,201-123 Breakout 2,Breakout,Level 1 - Zone A,Level 1,Fitout,
,,201-120 Studio,,201-120 Studio,Studio,Level 1 - Zone A,Level 1,Fitout,
,,201-121 EDSW STUDIO,,201-121 EDSW STUDIO,Studio,Level 1 - Zone A,Level 1,Fitout,
,,201-122 EDSW PERFORMING ARTS,,201-122 EDSW PERFORMING ARTS,Studio,Level 1 - Zone A,Level 1,Fitout,
,,201-130 CAI DANCE STUDIO 1,,201-130 CAI DANCE STUDIO 1,Studio,Level 1 - Zone A,Level 1,Fitout,
,,201-132 CAI DANCE STUDIO 2,,201-132 CAI DANCE STUDIO 2,Studio,Level 1 - Zone A,Level 1,Fitout,
