type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Glazing Checklist,,,,,,Glazing Checklist
section,Glazing Checklist,,,,,,
checkpoint,Glazing frame prepped and cleaned,,,,,,
checkpoint,Check for defects,,,,,,
checkpoint,Glass Installed to spec,,,,,,
checkpoint,Sufficient cover on glass perimetre,,,,,,
checkpoint,Glazing wedge installed to spec,,,,,,
checkpoint,Backing wedge to spec,,,,,,
checkpoint,Trade Cleaned,,,,,,
checkpoint,Final photo taken,,,,,,
,,,,,,,
checklist,Install Checklist,,,,,,Install Checklist
section,Install Checklist,,,,,,
checkpoint,Substrate prepared for Install (Waterproofing etc.),,,,,,
checkpoint,"Hole centres as specified, Countersunk (450 mm max, 150 mm from corners/Mullions)",,,,,,
checkpoint,WANZ bars fixed/Level (Maximum hole centres 300 mm),,,,,,
checkpoint,"Window Level, Plumb and fixed in the correct position on the horizontal plane",,,,,,
checkpoint,Window packed and fixed off,,,,,,
checkpoint,Window aligned Vertically (Where required),,,,,,
checkpoint,PEF Rod fitted,,,,,,
checkpoint,internal air seal complete,,,,,,
checkpoint,Head Flashing Installed as specified (When Required),,,,,,
checkpoint,"All Frames Glazed, Sash Installed, Sliding Door fitted",,,,,,
checkpoint,Threshold Installed (Hinge doors),,,,,,
checkpoint,"Free from marks, dents, scratches,",,,,,,
