resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,OHS,,,,,,,,
Site Establishment and Safety Checklist,checklist,,,,Site Establishment and Safety Checklist,,,,,,,
,step,,,Site QA,,,,,,,,
,step,,,,FCU,,,,,,,
,step,,,,,Level 1,,,,,,
,step,,,,,,FCU-1-01,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-02,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-04,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-05,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-06,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-07,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-08,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-09,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,,FCU-1-10,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
Grille Fit-Off Checklist,checklist,,,,,,,Grille Fit-Off,,,,
,step,,,,,Level 2,,,,,,
,step,,,,,,FCU-2-01,,,,,
Ductwork Checklist,checklist,,,,,,,Ductwork,,,,
Drains,checklist,,,,,,,Drains,,,,
Equipment Checklist,checklist,,,,,,,Equipment,,,,
Pipework Checklist,checklist,,,,,,,Pipework,,,,
