resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Grd Unit 1,,,,,,,
QA - Metal Ceiling Grid Checklist,checklist,,,,,Metal Grid Ceilings,,,,,,
QA - Standard Wall Lining Checklist,checklist,,,,,GIB Fix,,,,,,
QA - Stopping Checklist,checklist,,,,,GIB Stop,,,,,,
QA - Painting Checklist,checklist,,,,,Paint ,,,,,,
,step,,,,Grd Unit 2,,,,,,,
QA - Metal Ceiling Grid Checklist,checklist,,,,,Metal Grid Ceilings,,,,,,
QA - Standard Wall Lining Checklist,checklist,,,,,GIB Fix,,,,,,
QA - Stopping Checklist,checklist,,,,,GIB Stop,,,,,,
QA - Painting Checklist,checklist,,,,,Paint ,,,,,,
,step,,,,Grd Unit 3,,,,,,,
QA - Metal Ceiling Grid Checklist,checklist,,,,,Metal Grid Ceilings,,,,,,
QA - Standard Wall Lining Checklist,checklist,,,,,GIB Fix,,,,,,
QA - Stopping Checklist,checklist,,,,,GIB Stop,,,,,,
QA - Painting Checklist,checklist,,,,,Paint ,,,,,,
,step,,,,Grd Unit 4,,,,,,,
QA - Metal Ceiling Grid Checklist,checklist,,,,,Metal Grid Ceilings,,,,,,
QA - Standard Wall Lining Checklist,checklist,,,,,GIB Fix,,,,,,
QA - Stopping Checklist,checklist,,,,,GIB Stop,,,,,,
QA - Painting Checklist,checklist,,,,,Paint ,,,,,,
,step,,,,Grd Unit 5,,,,,,,
QA - Metal Ceiling Grid Checklist,checklist,,,,,Metal Grid Ceilings,,,,,,
QA - Standard Wall Lining Checklist,checklist,,,,,GIB Fix,,,,,,
QA - Stopping Checklist,checklist,,,,,GIB Stop,,,,,,
QA - Painting Checklist,checklist,,,,,Paint ,,,,,,
,step,,,,Grd Unit 6,,,,,,,
QA - Metal Ceiling Grid Checklist,checklist,,,,,Metal Grid Ceilings,,,,,,
QA - Standard Wall Lining Checklist,checklist,,,,,GIB Fix,,,,,,
QA - Stopping Checklist,checklist,,,,,GIB Stop,,,,,,
QA - Painting Checklist,checklist,,,,,Paint ,,,,,,
,step,,,,Level 1 Unit 101,,,,,,,
QA - Metal Ceiling Grid Checklist,checklist,,,,,Metal Grid Ceilings,,,,,,
QA - Standard Wall Lining Checklist,checklist,,,,,GIB Fix,,,,,,
QA - Stopping Checklist,checklist,,,,,GIB Stop,,,,,,
