"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11575fbd-fb37-4101-95b2-5f94ee9db64f","","pass","","folder","TRUE","FALSE","B01"
"36dd4ee4-bf50-4489-a832-a86dff5633ac","","pass","","folder","TRUE","FALSE","B01","A/C"
"abc052bf-268a-4e86-8d42-81b80ca85d77","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level"
"98e0f203-c5d9-4d47-a0c6-cf45bab7cfdd","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level","AC 0.01 ALS Room"
"ddb2d86f-1fcc-4ebe-a463-af3c086d5c86","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4"
"81eab601-92f4-4546-8b8c-7f18002da91f","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.01 Apartment"
"f7491ba6-f033-4fc9-a350-8c0488696a12","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.01 Apartment","VRV High Wall"
"ad0dcf10-7f64-4fd1-ba15-ce0107f9cd2e","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.01 Apartment","Extract Fan"
"84cd4596-ca22-4d34-b941-7bfc546bac3f","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.02 Apartment"
"ca06910b-3bb4-4cc8-bef0-a38f0c7dc49f","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.02 Apartment","VRV High Wall"
"e98ee82f-9e73-478f-89c3-220ce12bde5a","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.02 Apartment","Extract Fan"
"216a9878-2b70-4028-b719-05b7e0a7c5fd","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.03 Apartment"
"8588274c-2079-440b-a440-878bf602db4e","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.03 Apartment","VRV High Wall"
"237c7205-310f-4b81-8677-38a6dfe95a47","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.03 Apartment","Extract Fan"
"eb4c827c-112e-43ac-8125-9d21dda730cf","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.04 Apartment"
"694f9e88-99fa-48ac-ae30-c4c4ea6b4597","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.04 Apartment","VRV High Wall"
"78207399-929e-4eb8-9623-645721a212c8","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.04 Apartment","Extract Fan"
"63683148-a75d-4c4a-b0d9-dd5969f39992","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.05 Apartment"
"6148a493-f799-4073-b3f0-b010cdfdfdfe","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.05 Apartment","VRV High Wall"
"a866c6b8-5ac6-4677-a3e4-596e6bd2c864","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.05 Apartment","Extract Fan"
"6b8123da-bcfd-4e33-b4c7-41c888b4211c","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.06 Apartment"
"39aded73-4554-4bf6-865b-fa100ab58d44","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.06 Apartment","VRV High Wall"
"20f34d20-5ad3-4e4d-8a9d-0d055c9c7b24","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.06 Apartment","Extract Fan"
"ad69dfcf-20af-46e1-aecf-bc8c2e26d046","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.07 Apartment"
"b381fdce-3873-4f56-9c9f-9bd6f1bc8cf7","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.07 Apartment","VRV High Wall"
"d6d99a66-3740-49b5-8d41-e55b304905a3","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.07 Apartment","Extract Fan"
"48c35db1-3d30-4f49-ba43-1e3bd0af404e","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.08 Apartment"
"65390274-9b65-4ef6-bc8f-0126ca4bd90e","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.08 Apartment","VRV High Wall"
"9e9818eb-6632-4510-a052-34d543651ca6","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.08 Apartment","Extract Fan"
"b1b14380-c38f-47e7-a72b-5dfc50350ac4","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.09 Apartment"
"ec6eba2d-8609-44b0-9c64-92183b8a1c25","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.09 Apartment","VRV High Wall"
"5698b79d-3be3-4e28-a4a8-77f2c3063b39","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.09 Apartment","Extract Fan"
"4db0af7d-1bfb-443b-8ba2-48f943f88ed4","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.10 Apartment"
"bfab4831-73a0-4d97-9c33-8030cb1a30d6","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.10 Apartment","VRV High Wall"
"9655733d-4f31-4fc5-a4cb-299274357cfb","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.10 Apartment","Extract Fan"
"40b81da5-a7b2-4cd3-8ac6-978df84286df","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.11 Apartment"
"5fab8fbb-243b-439d-bb24-9a7d9ad9f8ac","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.11 Apartment","VRV High Wall"
"6ed09f96-9a8d-4b2a-b4e8-938096d748de","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.11 Apartment","Extract Fan"
"6d29b1d7-eccf-4d70-983f-ce0228c3a2f9","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.12 Apartment"
"e019f2e9-6f0c-4dfa-abdf-f6da39f4ba73","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.12 Apartment","VRV High Wall"
"f17be703-b485-4702-a972-dd325e98ee6e","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.12 Apartment","Extract Fan"
"16550ef0-e1b1-4f5b-8374-c6ee40472d6d","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.13 Apartment"
"8d8b9525-b03d-4b1b-8ada-fc38e0d35639","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.13 Apartment","VRV High Wall"
"b8366990-23c8-4828-8ca6-f179e82b34a3","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.13 Apartment","Extract Fan"
"e5f34bb5-7218-4bf5-a56e-aac9049548ea","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.14 Apartment"
"8dd930d6-977a-4f27-acb4-72eee7cf3468","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.14 Apartment","VRV High Wall"
"1c76341d-0039-42da-9c74-bae938ad8144","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.14 Apartment","Extract Fan"
"e5d26bbb-40ea-40c8-bf08-1d339b11eb09","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.15 Apartment"
"ad982055-5331-4ca1-a789-63b10b980a42","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.15 Apartment","VRV High Wall"
"61c85ab1-6278-40d6-bfa2-3e7aa13181a4","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.15 Apartment","Extract Fan"
"e9d9cacd-6a19-4bf3-81df-e209d19f992a","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.16 Apartment"
"881667ac-e0bf-4c3a-b266-bac77b0626a1","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.16 Apartment","VRV High Wall"
"959ac19d-49b7-4011-8e7e-792f0dc2539d","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.16 Apartment","Extract Fan"
"93c72955-57d6-46b4-812b-495cce37ef22","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.17 Apartment"
"0c2b47ee-9c35-4605-9696-4a7c77ed220c","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.17 Apartment","VRV High Wall"
"f5de8b93-4498-4d48-89ad-bb6cdb42ed5f","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.17 Apartment","Extract Fan"
"074e0ff4-73df-472d-9115-61e0a7f9c0eb","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.18 Apartment"
"7588be7e-d354-474a-8771-0f3cbca96ea0","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.18 Apartment","VRV High Wall"
"c62d3f56-3225-4734-ba6b-15ae44f27b2c","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.18 Apartment","Extract Fan"
"6cbdbbc2-12dd-45db-a91a-93170b5b2aaf","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.19 Apartment"
"c55a7f3f-3e80-4516-b730-461c90aa3f8e","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.19 Apartment","VRV High Wall"
"e1b171a1-027f-4ea9-883a-fb6d5260681e","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.19 Apartment","Extract Fan"
"ee88a85d-7d71-48f6-8ef1-33551b820777","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.20 Apartment"
"4358a02d-9dab-4503-a34b-c9ac64507fc7","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.20 Apartment","VRV High Wall"
"dd40b330-a3e7-4967-aa15-b2e117a4b9f1","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.20 Apartment","Extract Fan"
"aac2e1fc-dab5-4ed0-944e-e6c6cae13321","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.21 Apartment"
"244d7e18-d8b1-4432-8255-78e757dd14e4","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.21 Apartment","VRV High Wall"
"baedeae5-1290-4179-bec5-85e005c3cc3a","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.21 Apartment","Extract Fan"
"799fb8f4-18d1-43f4-91de-62587a6be8f6","","pass","","folder","TRUE","FALSE","B01","A/C","Level 4","AC 4.22 Apartment"
"04048658-030a-488f-937d-5d138e7e546c","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.22 Apartment","VRV High Wall"
"8587d50f-8f56-493f-9fe1-9abab0c293a0","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.22 Apartment","Extract Fan"
"8c4a01cb-70b9-4146-b71f-e1667418790c","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 4","AC 4.23 Comms Room"
"fc5f5870-d4d8-4a76-8b0c-86610ce6e027","","pass","","folder","TRUE","FALSE","B01","A/C","Level 5"
"d3bb854d-2587-4ba7-b855-9ccb45cc6b0c","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-0.01"
"35c448e2-2fc8-49ff-a16c-9acece0887d6","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-0.02"
"202fec72-6800-464a-85a0-c646d95728c7","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-0.03"
"371bb659-3b65-4c89-b59b-44f13b55a722","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-0.04"
"a0fee007-96c1-440f-b876-fb06390d8aaf","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-0.05"
"0d492ce2-9215-45cf-a4f3-bed4853e17ae","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-0.06"
"9e330b24-7f55-4e13-b4b5-62837f1bda42","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-0.07"
"1b3215ef-8291-4e5f-8360-0de1fccda6c8","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-1.01"
"f6ced111-2e97-4064-98e0-c49b53f86d6c","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-1.02"
"a79ee370-5b37-4653-ba2d-427524e220e5","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-1.03"
"38751f04-be43-4429-b2da-7d109402ba88","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-1.04"
"04ce62c2-a91f-4915-93af-33a494fd2239","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-1.05"
"1df55c00-79bf-45ad-9b30-d4fc2b9413f0","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-1.06"
"410e6adc-b829-4056-8f55-00404e1e6d3f","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-2.01"
"47933b3c-05cb-4efb-963d-f76fecedba45","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-2.02"
"be595fdb-b9ab-4800-99b8-12fc3566ffab","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-2.03"
"452afa44-7cef-4c05-8f5b-978d06b8f2c3","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-2.04"
"86188a92-d877-48d9-b708-2373f620d831","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-2.05"
"aa67b81f-99b9-4b21-b1f3-a3833efdd9f1","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-3.01"
"d443d98e-01c5-498d-a55c-865e66dcb3a1","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-3.02"
"28876e34-9efe-4b71-8aef-6c146a6b7465","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-3.03"
"7b1d97aa-f7fe-4665-8403-efb2064165a3","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-3.04"
"1ea9fb08-42d6-4179-9834-b1a026f35795","","pass","Z - VRV Outdoor Unit","checklist","FALSE","FALSE","B01","A/C","Level 5","OU-3.05"
"423f5fe4-e61f-4de5-a054-9148b3992cca","","pass","","folder","TRUE","FALSE","B01","Ventilation"
"5caa3c28-81eb-4338-8f40-8ffbce41bfc5","","pass","","folder","TRUE","FALSE","B01","Ventilation","Basement"
"4f739e38-ceeb-48f2-a9dc-21e92c4cf0db","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park CPEF -1.1"
"c183f80f-2b89-4cef-9076-175da0b0e036","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park CPEF -1.2"
"4ee655ee-1eaf-4d4f-9d4e-58da4b8d0249","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park CPEF -1.3"
"e3040f18-f986-455c-8fcf-90bb2a981ffb","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park CPEF -1.4"
"1bdc7c88-7f44-45b0-9e09-b2dfa76947c5","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park CPEF -1.5"
"6a05da92-8671-4b45-bf66-8b5fca2d65d2","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park SF-1.1"
"8be96e53-ec21-4ddb-a538-3d2922efcc49","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park EF -1.1"
"bc850678-c49c-415b-8d3e-82a2d73f8f80","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Basement","Car Park EF -1.2"
"85c6acf2-5817-4395-9d10-0e4c1e2a0326","","pass","","folder","TRUE","FALSE","B01","Ventilation","Ground Level"
"630c7eb4-e41c-4468-8451-525bed338c18","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Behind Spa EF 0.1"
"d2741592-f1a5-4fcf-b792-b7857217a023","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Office EF 0.2"
"cb19bc50-0440-4bcb-8611-a6ca57e3e9c0","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Near Riser EF 0.3"
"15a90258-0518-458d-9e52-9c67db9c20be","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Storage EF 0.4"
"a3e47e34-7488-4647-9dff-01faf9f71be0","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Storage Room behind Dining EF 0.5"
"b0d8c33b-aa2b-4a38-a4ff-877455671598","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Storage EF 0.6"
"77d17de0-8ccc-4438-918d-d38a20451669","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Laundry EF 0.7"
"b4974ca1-7c50-4c81-8caa-5342ba6d98b1","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Laundry EF 0.8"
"7fd1a62f-92e5-41d2-ad39-d98a547de086","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Beside Laundry EF 0.9"
"02b9a3c4-9b6b-4439-b7f4-871c1686af0d","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Beside Laundry EF 0.10"
"5975e656-c22b-4712-ba48-586e049979af","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Office SF 0.1"
"688e7f55-a582-4ab3-a844-1ccdb0902923","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Meeting Room SF 0.2"
"7f4eb558-c7c3-41ef-9c9d-9731d9bbe5f0","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Opposite Stairwell SF 0.3"
"2ed71a1d-7f35-41a6-a7ec-8f657be5425a","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Opposite Stairwell SF 0.4"
"170b9615-4d75-4889-8c60-b1275987058f","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Beside Main Kitchen SF 0.5"
"8aa23175-fed4-486b-a820-48f2ac0e49dd","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Dining Room HRU 0.1"
"04331dbe-ed74-4bbe-94ed-31eb0648e93c","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Dining Room HRU 0.2"
"3a7af1ca-d504-4309-a6e7-935405e9af93","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Near Main Kitchen Riser HRU 0.3"
"212609e2-fda3-49ee-9c3b-c3014ba9d387","","pass","AHU","checklist","FALSE","FALSE","B01","Ventilation","Ground Level","Pool Supply AHU 0.1"
"c24ed152-e33b-45de-85a4-86a9505569ad","","pass","","folder","TRUE","FALSE","B01","Ventilation","Level 1"
"2e131031-3b03-40af-a013-cb60540952d9","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Cafe Dining EF 1.1"
"e12e4fdd-8724-47fd-8985-02af985fc5ca","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Toilet EF 1.2"
"6a6d720a-f410-4cdb-a16f-152b85985571","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Bar EF 1.3"
"4733dfb5-07aa-49a5-82a7-9b7ac4fd9beb","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Servery EF 1.4"
"eb772093-4b71-4741-9b7a-807069676a62","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Opposite Stairs EF 1.5"
"688ccc65-c32d-43df-8bf3-88cce1d48677","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Activities Room EF 1.6"
"4a19667f-4daf-4135-882a-a3b522f53ec2","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Private Dining SF 1.1"
"8b837297-99f4-42c4-9275-9c5d49f116e4","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Opposite Stairs SF 1.2"
"7a989914-eaba-41a4-92a8-61a339b20915","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Laundry SF 1.3"
"95d4aca9-012f-4d5e-8a38-27f149c446f9","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Cafe Dining HRU 1.1"
"a5d6da9a-678b-4c1c-8d0a-eea9e047c54a","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Cafe Dining HRU 1.2"
"ae5883f4-e864-424d-b2a2-e5885dcff03b","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Mezzanine HRU 1.3"
"af29c615-9508-4ff6-af40-4f86ca486fcd","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Beauty Salon HRU 1.4"
"23ba692e-684a-41e8-b17b-7cc33fac9b37","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Lounge HRU 1.5"
"2eb81aef-fcaf-40fc-b01e-5892bae73ba8","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Bar HRU 1.6"
"0e5f538a-7711-4509-9a14-0fa97c2c4eea","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Bar HRU 1.7"
"d0f861b6-920e-4385-9c01-c5bac2cc9fa4","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Concierge HRU 1.8"
"b7195756-5ac7-4531-81ab-e975cb7bfbb7","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Concierge HRU 1.9"
"9c794d61-7ddc-499c-a823-541075ad9384","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Library HRU 1.10"
"f519c618-8ffd-4aec-9ff0-0fe759358df1","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Opposite Stairs HRU 1.11"
"2a92c4d1-06f8-489b-aebd-c2a1e07706ed","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Servery HRU 1.12"
"8db15c07-d6a4-46fe-b3fe-ead3c8ddd5ce","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Servery HRU 1.13"
"429aafbf-3375-45ec-b376-84f25f246d20","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","VC Dining HRU 1.14"
"f3af17c1-7531-4646-8a72-4d2115c7280c","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","VC Dining HRU 1.15"
"59b2d36f-267c-4cd6-912c-998eccebb981","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Activity Room HRU 1.16"
"4b41798c-b1cf-4c97-b66c-b9937687441a","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 1","Activity Room HRU 1.17"
"7aa799ba-30a5-4211-90c8-8bac1fb7f8ce","","no-status-not-started","","folder","TRUE","FALSE","B01","Ventilation","Level 1","Kitchen Riser KEF 1.1 (TBC)"
"e7f3fd87-3e94-4078-933d-aeb2de876de4","","pass","","folder","TRUE","FALSE","B01","Ventilation","Level 2"
"5a139fa4-0ded-4d5f-b793-77b5aa51e7d9","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","By Stairwell EF 2.1"
"14590c0b-8640-4800-b2ff-c82e7d6e5861","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Storage EF 2.2"
"fe728893-3ddf-48c8-b159-de7aa0a69281","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Near Riser EF 2.3"
"5ba68108-0db0-4cd7-9586-528d108ff826","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Storage EF 2.4"
"2b0a0b25-f88c-407d-aaa1-8fb5793da9c7","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Storage EF 2.5"
"4d413d1b-9def-4836-a795-dd7d7cc32dc0","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Opposite Stairs EF 2.6"
"aa143491-f470-4c6d-b9f1-fc3e9d8248d6","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Storage EF 2.7"
"1adad385-6f4e-4135-83d5-1f38d92969f0","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Opposite Stairs EF 2.8"
"637a5643-b49f-44f1-be48-1488799ae1dc","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","End of Corridor SF2.1"
"e521c99a-2775-497d-a5b6-1933357dcadf","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Opposite Stairs SF2.2"
"b2b8f6ca-5034-4004-8168-94d08ed10265","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Opposite Stairs SF2.3"
"9e8966c3-0a09-412e-8003-63271d3e007e","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Opposite Stairs SF2.4"
"9e9bde94-d3aa-4685-a6c0-106a2601b763","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Servery- Dining HRU 2.1"
"0763df5e-e9d4-4b1d-b899-8946e86f3053","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 2","Servery- Dining HRU 2.2"
"ad11e9ca-158a-427e-b5ec-a1ef4535dac1","","pass","","folder","TRUE","FALSE","B01","Ventilation","Level 3"
"59029838-3792-43f8-938f-fe965f998093","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Opposite Stairs EF 3.1"
"e1871b6e-7316-4505-af5c-973e2510cafb","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Beside Riser EF 3.2"
