Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Rough In,,,,,
,Scope,,,rough in,
,Rows,,,,
,,Building 56,expanded,building 56,site qa
,,Building 60,expanded,building 60,site qa
,,Building 68,expanded,building 68,site qa
,,Building 41,expanded,building 41,site qa
,,Building 51,expanded,building 51,site qa
,Columns,,,,
,,Ductwork,,ductwork,
,,Pipework,,Pipework,
,,FAFU,,fafu,
,,Fire Dampers,,fire dampers,
,,Volume Control Dampers,,volume control dampers,
,,MSSB,,mssb,
,,SAF,,saf,
,,Seismic,,seismic,
,,Bondek Penetrations,,bondek penetrations,
