"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Smoke & Acoustic Flashings ITP","",,,22,"Yes","Smoke & Acoustic Flashings ITP","94a8fc1a-d1f3-4a3b-8c9b-ea6bf0558cda"
"checkpoint-status",,"","checkpoint","Underside flashing - Installed and sealed"
"checkpoint-status",,"","checkpoint","Installation of slab insulation"
"checkpoint-status",,"","checkpoint","Top of slab flashing - Installed and sealed"

"checklist-flat",,"","checklist","Brackets Installation ITP","",,,22,"Yes","Brackets Installation ITP","a18f44d3-5a42-4e1a-b15b-e117ba318af4"
"checkpoint-status",,"","checkpoint","Bracket type"
"label","4f9398b5-9d80-541b-b1d9-7494c56429d1","","note","Refer bracket lay-out plan",,,
"text","a7983197-f95c-5852-864f-35f27019cd88","","textbox","Bracket Type",,,
"checkpoint-status",,"","checkpoint","Brackets level and set-out correctly"
"label","a95ee7af-6d45-58b8-ba22-443105d568fe","","note","Brackets set to grid from surveyor set-out points",,,
"checkpoint-status",,"","checkpoint","Assembly of brackets, T-bolts and washers"
"label","cf0c7978-60d2-557b-b86f-d298bdcb19d7","","note","Visual inspection only",,,
"checkpoint-status",,"","checkpoint","Correct Torque applied to T-Bolt/s"
"label","6897f03e-9ba3-521b-9065-0a04caaa4b9d","","note","60Nm - Completed using torque wrench and painted for visual indicator of completion",,,

"checklist-flat",,"","checklist","Panel Installation ITP","",,,22,"Yes","Panel Installation ITP","d5ab48fa-2944-4576-b43d-966fa5c8b7ba"
"checkpoint-status",,"","checkpoint","All gaskets/seals are present and are intact"
"checkpoint-status",,"","checkpoint","Panels installed in correct sequence"
"checkpoint-status",,"","checkpoint","Panels installed to correct RL"
"checkpoint-status",,"","checkpoint","Panels engage correctly into stackhead and/or sub-sill below"
"checkpoint-status",,"","checkpoint","Splice plates have been installed to stackhead"
"checkpoint-status",,"","checkpoint","Stackheads have been correctly sealed"

