type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Apartments - Fit Off Checklist,,,,,,Apartments - Fit Off Checklist v2 (14-06-22)
checkpoint,S/A & R/A Grilles fit off,,,,,,
checkpoint,E/A Grilles fit off,,,,,,
checkpoint,"Fans fit off, powered and set medium speed",,,,,,
checkpoint,Access panels installed and equipment accessible,,,,,,
checkpoint,Rangehood installed and flex connected,,,,,,
checkpoint,Indoor A/C unit power fit off and addressed,,,,,,
checkpoint,All drains fit off and tested,,,,,,
checkpoint,"Condenser unit fit off, pipes and wires sealed and capped where required",,,,,,
checkpoint,Therstate installed and tested,,,,,,
checkpoint,Return air path is open / unrestricted back to A/C unit,,,,,,
