Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,
cc984507-dba8-42a6-8d06-bdb11a402b7d,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Pre-Energisation) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-01,WSA20-MPX-04000-EL-ITC-31072000 - Construction Tests (Pre-energisation)
35d57f4a-dd6f-4977-b698-b3bcefc57738,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Energised) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-01,WSA20-MPX-04000-EL-ITC-31073000 - Component (Energised)
15ca3e78-797b-46c8-b5f4-0ad4af1b9f21,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Pre-Energisation) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-02,WSA20-MPX-04000-EL-ITC-31072000 - Construction Tests (Pre-energisation)
11d75207-678f-47ee-8e0a-afc787db62c8,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Energised) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-02,WSA20-MPX-04000-EL-ITC-31073000 - Component (Energised)
c4c29756-4daa-4704-995b-d2d239f393d8,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Pre-Energisation) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-03,WSA20-MPX-04000-EL-ITC-31072000 - Construction Tests (Pre-energisation)
3b0f00cc-8c61-4761-af74-4da6d559a662,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Energised) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-03,WSA20-MPX-04000-EL-ITC-31073000 - Component (Energised)
55f4618a-23d5-48de-a634-709593b81232,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Pre-Energisation) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-04,WSA20-MPX-04000-EL-ITC-31072000 - Construction Tests (Pre-energisation)
322db116-28be-4f78-b549-edf49d03fffa,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Energised) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-04,WSA20-MPX-04000-EL-ITC-31073000 - Component (Energised)
7f7dd6a4-146c-424e-98ce-74216b90f766,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Pre-Energisation) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-05,WSA20-MPX-04000-EL-ITC-31072000 - Construction Tests (Pre-energisation)
298fe2f5-4a8e-4c2d-b59d-b494fd625c8f,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Subcircuits (Energised) (deprecated),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Subcircuits,Power,CB-05,WSA20-MPX-04000-EL-ITC-31073000 - Component (Energised)
